,race_code,date,start_time,avg_speed_winner,race_category,distance,points_scale,uci_scale,parcours_type,profilescore,vert_meters,departure,arrival,race_ranking,startlist_quality_score,won_how,race_name,year,stage_number,type_race,prestige,time_trial,final_stage,type_win,sprint_type,solo_win
415,dauphine/2020/stage-2,2020-08-13,13:00:00,36.87,me - men elite,135.0,2.wt,uci.wr.c1.stage - tm2022,mountain_uphill_finish,309.0,2878.0,vienne,col de porte,2,1166,0.65 km solo,dauphine,2020,2,stage-race,other-tour,0,0,solo,no sprint,0.65
416,tirreno-adriatico/2020/stage-2,2020-09-08,,39.95,me - men elite,201.0,2.wt,uci.wr.c1.stage - tm2022,hill_flat_finish,25.0,1492.0,camaiore,follonica,12,740,sprint of large group,tirreno-adriatico,2020,2,stage-race,other-tour,0,0,sprint,large,
417,tour-down-under/2020/stage-3,2020-01-23,11:00:00,40.48,me - men elite,131.0,2.wt,uci.wr.c1.stage - tm2022,hill_uphill_finish,164.0,2881.0,unley,paracombe,39,514,0.6 km solo,tour-down-under,2020,3,stage-race,other-tour,0,0,solo,no sprint,0.6
418,uae-tour/2020/stage-3,2020-02-25,11:55:00,39.07,me - men elite,184.0,2.wt,uci.wr.c3.stage - tm2022,mountain_uphill_finish,157.0,1555.0,al qudra cycle track,jebel hafeet,21,760,5.2 km solo,uae-tour,2020,3,stage-race,other-tour,0,0,solo,no sprint,5.2
419,paris-nice/2020/stage-3,2020-03-10,11:20:00,36.44,me - men elite,212.5,2.wt,uci.wr.c1.stage - tm2022,flat,17.0,1787.0,chalette-sur-loing,la châtre,6,1058,sprint of large group,paris-nice,2020,3,stage-race,other-tour,0,0,sprint,large,
420,tour-de-pologne/2020/stage-3,2020-08-07,11:25:00,39.97,me - men elite,203.1,2.wt,uci.wr.c2.stage - tm2022,hill_uphill_finish,122.0,3311.0,wadowice,bielsko-biała,17,652,sprint of large group,tour-de-pologne,2020,3,stage-race,other-tour,0,0,sprint,large,
421,dauphine/2020/stage-3,2020-08-14,12:10:00,38.15,me - men elite,157.0,2.wt,uci.wr.c1.stage - tm2022,mountain_uphill_finish,308.0,3472.0,corenc,saint-martin-de-belleville,2,1166,65 km solo,dauphine,2020,3,stage-race,other-tour,0,0,solo,no sprint,65.0
422,tirreno-adriatico/2020/stage-3,2020-09-09,10:40:00,40.72,me - men elite,217.0,2.wt,uci.wr.c1.stage - tm2022,hill_uphill_finish,142.0,3108.0,follonica,saturnia,12,740,sprint a deux,tirreno-adriatico,2020,3,stage-race,other-tour,0,0,sprint,a deux,
423,benelux-tour/2020/stage-3,2020-10-01,13:06:00,45.68,me - men elite,157.0,2.wt,uci.wr.c2.stage - tm2022,flat,0.0,276.0,aalter,aalter,23,468,sprint of large group,benelux-tour,2020,3,stage-race,other-tour,0,0,sprint,large,
424,tour-down-under/2020/stage-4,2020-01-24,11:00:00,43.84,me - men elite,152.8,2.wt,uci.wr.c1.stage - tm2022,hill_flat_finish,45.0,2001.0,norwood,murray bridge,39,514,sprint of large group,tour-down-under,2020,4,stage-race,other-tour,0,0,sprint,large,
425,uae-tour/2020/stage-4,2020-02-26,12:25:00,40.51,me - men elite,173.0,2.wt,uci.wr.c3.stage - tm2022,flat,1.0,541.0,zabeel park,dubai city walk,21,760,sprint of large group,uae-tour,2020,4,stage-race,other-tour,0,0,sprint,large,
426,paris-nice/2020/stage-4,2020-03-11,13:38:00,48.06,me - men elite,15.1,2.wt,uci.wr.c1.stage - tm2022,hill_flat_finish,19.0,225.0,saint-amand-montrond,saint-amand-montrond,6,1058,time trial,paris-nice,2020,4,stage-race,other-tour,1,0,time trial,no sprint,
427,tour-de-pologne/2020/stage-4,2020-08-08,14:50:00,38.89,me - men elite,152.9,2.wt,uci.wr.c2.stage - tm2022,hill_uphill_finish,176.0,3026.0,bukovina resort,bukowina tatrzańska,17,652,52 km solo,tour-de-pologne,2020,4,stage-race,other-tour,0,0,solo,no sprint,52.0
428,dauphine/2020/stage-4,2020-08-15,12:00:00,33.25,me - men elite,148.5,2.wt,uci.wr.c1.stage - tm2022,mountain_uphill_finish,322.0,4669.0,ugine,megève,2,1166,4.5 km solo,dauphine,2020,4,stage-race,other-tour,0,0,solo,no sprint,4.5
429,tirreno-adriatico/2020/stage-4,2020-09-10,11:00:00,40.65,me - men elite,194.0,2.wt,uci.wr.c1.stage - tm2022,mountain_flat_finish,175.0,3285.0,terni,cascia,12,740,sprint a deux,tirreno-adriatico,2020,4,stage-race,other-tour,0,0,sprint,a deux,
430,benelux-tour/2020/stage-4,2020-10-02,13:55:00,48.92,me - men elite,8.14,2.wt,uci.wr.c2.stage - tm2022,flat,11.0,178.0,riemst,riemst,23,468,time trial,benelux-tour,2020,4,stage-race,other-tour,1,0,time trial,no sprint,
431,tour-down-under/2020/stage-5,2020-01-25,10:40:00,42.05,me - men elite,149.1,2.wt,uci.wr.c1.stage - tm2022,hill_flat_finish,71.0,2050.0,glenelg,victor harbor,39,514,sprint of large group,tour-down-under,2020,5,stage-race,other-tour,0,0,sprint,large,
432,uae-tour/2020/stage-5,2020-02-27,12:30:00,42.47,me - men elite,162.0,2.wt,uci.wr.c3.stage - tm2022,mountain_uphill_finish,152.0,1408.0,al ain,jebel hafeet,21,760,sprint of small group,uae-tour,2020,5,stage-race,other-tour,0,1,sprint,small,
433,paris-nice/2020/stage-5,2020-03-12,11:00:00,42.83,me - men elite,227.0,2.wt,uci.wr.c1.stage - tm2022,mountain_flat_finish,62.0,2681.0,gannat,la côte-saint-andré,6,1058,sprint of large group,paris-nice,2020,5,stage-race,other-tour,0,0,sprint,large,
434,tour-de-pologne/2020/stage-5,2020-08-09,14:15:00,41.57,me - men elite,188.0,2.wt,uci.wr.c2.stage - tm2022,hill_flat_finish,56.0,2196.0,zakopane,kraków,17,652,sprint of large group,tour-de-pologne,2020,5,stage-race,other-tour,0,1,sprint,large,
435,dauphine/2020/stage-5,2020-08-16,12:20:00,35.83,me - men elite,142.5,2.wt,uci.wr.c1.stage - tm2022,mountain_uphill_finish,310.0,4391.0,megève,megève,2,1166,8.8 km solo,dauphine,2020,5,stage-race,other-tour,0,1,solo,no sprint,8.8
436,tirreno-adriatico/2020/stage-5,2020-09-11,10:30:00,36.65,me - men elite,202.0,2.wt,uci.wr.c1.stage - tm2022,mountain_uphill_finish,315.0,4429.0,norcia,sassotetto,12,740,4.4 km solo,tirreno-adriatico,2020,5,stage-race,other-tour,0,0,solo,no sprint,4.4
437,benelux-tour/2020/stage-5,2020-10-03,12:15:00,44.48,me - men elite,183.6,2.wt,uci.wr.c2.stage - tm2022,hill_uphill_finish,80.0,2104.0,ottignies-louvain-la-neuve,geraardsbergen,23,468,50 km solo,benelux-tour,2020,5,stage-race,other-tour,0,1,solo,no sprint,50.0
438,tour-down-under/2020/stage-6,2020-01-26,10:40:00,44.36,me - men elite,151.5,2.wt,uci.wr.c1.stage - tm2022,hill_uphill_finish,108.0,1879.0,mclaren vale,willunga hill,39,514,0.1 km solo,tour-down-under,2020,6,stage-race,other-tour,0,1,solo,no sprint,0.1
439,paris-nice/2020/stage-6,2020-03-13,12:30:00,40.88,me - men elite,161.5,2.wt,uci.wr.c1.stage - tm2022,mountain_flat_finish,145.0,2895.0,sorgues,apt,6,1058,12.8 km solo,paris-nice,2020,6,stage-race,other-tour,0,0,solo,no sprint,12.8
440,tirreno-adriatico/2020/stage-6,2020-09-12,12:00:00,42.84,me - men elite,171.0,2.wt,uci.wr.c1.stage - tm2022,hill_flat_finish,30.0,1480.0,castelfidardo,senigallia,12,740,sprint of large group,tirreno-adriatico,2020,6,stage-race,other-tour,0,0,sprint,large,
441,paris-nice/2020/stage-7,2020-03-14,10:10:00,37.41,me - men elite,166.5,2.wt,uci.wr.c1.stage - tm2022,mountain_uphill_finish,273.0,3969.0,nice,valdeblore la colmiane,6,1058,3.1 km solo,paris-nice,2020,7,stage-race,other-tour,0,1,solo,no sprint,3.1
442,tirreno-adriatico/2020/stage-7,2020-09-13,11:30:00,41.87,me - men elite,181.0,2.wt,uci.wr.c1.stage - tm2022,hill_uphill_finish,175.0,2736.0,pieve torina,loreto,12,740,0.5 km solo,tirreno-adriatico,2020,7,stage-race,other-tour,0,0,solo,no sprint,0.5
443,tirreno-adriatico/2020/stage-8,2020-09-14,12:50:00,56.64,me - men elite,10.1,2.wt,uci.wr.c1.stage - tm2022,flat,0.0,12.0,san benedetto del tronto,san benedetto del tronto,12,740,time trial,tirreno-adriatico,2020,8,stage-race,other-tour,1,1,time trial,no sprint,
444,uae-tour/2021/stage-1,2021-02-21,12:30:00,46.77,me - men elite,176.0,2.wt,uci.wr.c3.stage - tm2022,flat,3.0,436.0,al dhafra castle,al mirfa,10,755,sprint of large group,uae-tour,2021,1,stage-race,other-tour,0,0,sprint,large,
445,paris-nice/2021/stage-1,2021-03-07,13:05:00,42.95,me - men elite,165.8,2.wt,uci.wr.c1.stage - tm2022,hill_flat_finish,49.0,1525.0,saint-cyr-l'école,saint-cyr-l'école,4,1043,sprint of large group,paris-nice,2021,1,stage-race,other-tour,0,0,sprint,large,
446,tirreno-adriatico/2021/stage-1,2021-03-10,12:35:00,43.28,me - men elite,156.0,2.wt,uci.wr.c1.stage - tm2022,flat,24.0,1032.0,lido di camaiore,lido di camaiore,4,1107,sprint of large group,tirreno-adriatico,2021,1,stage-race,other-tour,0,0,sprint,large,
447,volta-a-catalunya/2021/stage-1,2021-03-22,12:35:00,41.13,me - men elite,178.4,2.wt,uci.wr.c2.stage - tm2022,mountain_flat_finish,97.0,2819.0,calella,calella,10,769,sprint of small group,volta-a-catalunya,2021,1,stage-race,other-tour,0,0,sprint,small,
448,itzulia-basque-country/2021/stage-1,2021-04-05,14:03:00,48.22,me - men elite,13.89,2.wt,uci.wr.c2.stage - tm2022,hill_uphill_finish,34.0,318.0,bilbao,bilbao,7,936,time trial,itzulia-basque-country,2021,1,stage-race,other-tour,1,0,time trial,no sprint,
449,tour-de-romandie/2021/stage-1,2021-04-28,13:15:00,39.918,me - men elite,168.1,2.wt,uci.wr.c1.stage - tm2022,hill_flat_finish,94.0,1981.0,aigle,martigny,28,560,sprint of large group,tour-de-romandie,2021,1,stage-race,other-tour,0,0,sprint,large,
450,dauphine/2021/stage-1,2021-05-30,12:30:00,43.115,me - men elite,181.8,2.wt,uci.wr.c1.stage - tm2022,hill_flat_finish,82.0,2308.0,issoire,issoire,15,791,16.6 km solo,dauphine,2021,1,stage-race,other-tour,0,0,solo,no sprint,16.6
451,tour-de-suisse/2021/stage-1,2021-06-06,14:17:00,54.5,me - men elite,10.9,2.wt,uci.wr.c1.stage - tm2022,flat,0.0,36.0,frauenfeld,frauenfeld,21,676,time trial,tour-de-suisse,2021,1,stage-race,other-tour,1,0,time trial,no sprint,
452,tour-de-pologne/2021/stage-1,2021-08-09,13:30:00,43.079,me - men elite,216.4,2.wt,uci.wr.c2.stage - tm2022,hill_uphill_finish,11.0,1522.0,lublin,chełm,39,440,sprint of large group,tour-de-pologne,2021,1,stage-race,other-tour,0,0,sprint,large,
453,benelux-tour/2021/stage-1,2021-08-30,13:10:00,47.925,me - men elite,169.6,2.wt,uci.wr.c2.stage - tm2022,flat,0.0,87.0,surhuisterveen,dokkum,24,652,sprint of small group,benelux-tour,2021,1,stage-race,other-tour,0,0,sprint,small,
454,uae-tour/2021/stage-2,2021-02-22,13:45:00,55.98,me - men elite,13.0,2.wt,uci.wr.c3.stage - tm2022,flat,0.0,94.0,al hudayriat island,al hudayriat island,10,755,time trial,uae-tour,2021,2,stage-race,other-tour,1,0,time trial,no sprint,
455,paris-nice/2021/stage-2,2021-03-08,11:45:00,42.09,me - men elite,188.0,2.wt,uci.wr.c1.stage - tm2022,flat,8.0,1057.0,oinville-sur-montcient,amilly,4,1043,sprint of large group,paris-nice,2021,2,stage-race,other-tour,0,0,sprint,large,
456,tirreno-adriatico/2021/stage-2,2021-03-11,11:15:00,40.19,me - men elite,202.0,2.wt,uci.wr.c1.stage - tm2022,hill_uphill_finish,126.0,2372.0,camaiore,chiusdino,4,1107,sprint of large group,tirreno-adriatico,2021,2,stage-race,other-tour,0,0,sprint,large,
457,volta-a-catalunya/2021/stage-2,2021-03-23,13:30:00,49.44,me - men elite,18.5,2.wt,uci.wr.c2.stage - tm2022,flat,12.0,198.0,banyoles,banyoles,10,769,time trial,volta-a-catalunya,2021,2,stage-race,other-tour,1,0,time trial,no sprint,
458,itzulia-basque-country/2021/stage-2,2021-04-06,13:37:00,41.18,me - men elite,154.8,2.wt,uci.wr.c2.stage - tm2022,hill_uphill_finish,142.0,2616.0,zalla,sestao,7,936,10 km solo,itzulia-basque-country,2021,2,stage-race,other-tour,0,0,solo,no sprint,10.0
459,tour-de-romandie/2021/stage-2,2021-04-29,13:00:00,37.99,me - men elite,165.7,2.wt,uci.wr.c1.stage - tm2022,mountain_flat_finish,180.0,3305.0,la neuveville,saint-imier,28,560,sprint of large group,tour-de-romandie,2021,2,stage-race,other-tour,0,0,sprint,large,
460,dauphine/2021/stage-2,2021-05-31,11:40:00,39.075,me - men elite,172.8,2.wt,uci.wr.c1.stage - tm2022,hill_flat_finish,152.0,3224.0,brioude,saugues,15,791,17.3 km solo,dauphine,2021,2,stage-race,other-tour,0,0,solo,no sprint,17.3
461,tour-de-suisse/2021/stage-2,2021-06-07,13:05:00,42.297,me - men elite,178.0,2.wt,uci.wr.c1.stage - tm2022,hill_flat_finish,129.0,2392.0,neuhausen am rheinfall,lachen,21,676,sprint of small group,tour-de-suisse,2021,2,stage-race,other-tour,0,0,sprint,small,
462,tour-de-pologne/2021/stage-2,2021-08-10,14:00:00,42.792,me - men elite,200.8,2.wt,uci.wr.c2.stage - tm2022,hill_uphill_finish,102.0,1591.0,zamość,przemyśl,39,440,sprint of small group,tour-de-pologne,2021,2,stage-race,other-tour,0,0,sprint,small,
463,benelux-tour/2021/stage-2,2021-08-31,11:45:00,54.89,me - men elite,11.1,2.wt,uci.wr.c2.stage - tm2022,flat,0.0,3.0,lelystad,lelystad,24,652,time trial,benelux-tour,2021,2,stage-race,other-tour,1,0,time trial,no sprint,
464,uae-tour/2021/stage-3,2021-02-23,12:25:00,41.75,me - men elite,166.0,2.wt,uci.wr.c3.stage - tm2022,hill_uphill_finish,149.0,1430.0,strata manufactoring,jebel hafeet,10,755,sprint a deux,uae-tour,2021,3,stage-race,other-tour,0,0,sprint,a deux,
465,paris-nice/2021/stage-3,2021-03-09,13:05:00,49.18,me - men elite,14.4,2.wt,uci.wr.c1.stage - tm2022,flat,13.0,102.0,gien,gien,4,1043,time trial,paris-nice,2021,3,stage-race,other-tour,1,0,time trial,no sprint,
466,tirreno-adriatico/2021/stage-3,2021-03-12,11:00:00,40.52,me - men elite,219.0,2.wt,uci.wr.c1.stage - tm2022,hill_uphill_finish,69.0,3001.0,monticiano,gualdo tadino,4,1107,sprint of large group,tirreno-adriatico,2021,3,stage-race,other-tour,0,0,sprint,large,
467,volta-a-catalunya/2021/stage-3,2021-03-24,11:45:00,40.49,me - men elite,203.1,2.wt,uci.wr.c2.stage - tm2022,mountain_uphill_finish,229.0,3755.0,canal olimpic de catalunya,vallter 2000,10,769,1.5 km solo,volta-a-catalunya,2021,3,stage-race,other-tour,0,0,solo,no sprint,1.5
468,itzulia-basque-country/2021/stage-3,2021-04-07,13:18:00,41.1,me - men elite,167.7,2.wt,uci.wr.c2.stage - tm2022,hill_uphill_finish,154.0,2591.0,amurrio,ermualde (laudio),7,936,sprint a deux,itzulia-basque-country,2021,3,stage-race,other-tour,0,0,sprint,a deux,
469,tour-de-romandie/2021/stage-3,2021-04-30,13:15:00,42.425,me - men elite,168.7,2.wt,uci.wr.c1.stage - tm2022,hill_flat_finish,111.0,1974.0,estavayer,estavayer,28,560,10.3 km solo,tour-de-romandie,2021,3,stage-race,other-tour,0,0,solo,no sprint,10.3
470,dauphine/2021/stage-3,2021-06-01,11:55:00,43.669,me - men elite,172.2,2.wt,uci.wr.c1.stage - tm2022,hill_uphill_finish,41.0,2096.0,langeac,saint-haon-le-vieux,15,791,sprint of large group,dauphine,2021,3,stage-race,other-tour,0,0,sprint,large,
471,tour-de-suisse/2021/stage-3,2021-06-08,12:50:00,41.319,me - men elite,182.1,2.wt,uci.wr.c1.stage - tm2022,hill_uphill_finish,100.0,2492.0,lachen,pfaffnau,21,676,sprint of large group,tour-de-suisse,2021,3,stage-race,other-tour,0,0,sprint,large,
472,tour-de-pologne/2021/stage-3,2021-08-11,13:10:00,42.683,me - men elite,226.4,2.wt,uci.wr.c2.stage - tm2022,hill_flat_finish,56.0,2625.0,sanok,rzeszów,39,440,sprint of large group,tour-de-pologne,2021,3,stage-race,other-tour,0,0,sprint,large,
473,benelux-tour/2021/stage-3,2021-09-01,10:39:00,45.82,me - men elite,168.3,2.wt,uci.wr.c2.stage - tm2022,flat,1.0,256.0,essen,hoogerheide,24,652,sprint of small group,benelux-tour,2021,3,stage-race,other-tour,0,0,sprint,small,
474,uae-tour/2021/stage-4,2021-02-24,11:45:00,41.94,me - men elite,204.0,2.wt,uci.wr.c3.stage - tm2022,flat,4.0,695.0,al marjan island,al marjan island,10,755,sprint of large group,uae-tour,2021,4,stage-race,other-tour,0,0,sprint,large,
475,paris-nice/2021/stage-4,2021-03-10,11:20:00,38.87,me - men elite,187.6,2.wt,uci.wr.c1.stage - tm2022,hill_uphill_finish,239.0,3540.0,chalon-sur-saône,chiroubles,4,1043,3 km solo,paris-nice,2021,4,stage-race,other-tour,0,0,solo,no sprint,3.0
476,tirreno-adriatico/2021/stage-4,2021-03-13,12:00:00,38.38,me - men elite,148.0,2.wt,uci.wr.c1.stage - tm2022,mountain_uphill_finish,244.0,3023.0,terni,prati di tivo,4,1107,5 km solo,tirreno-adriatico,2021,4,stage-race,other-tour,0,0,solo,no sprint,5.0
477,volta-a-catalunya/2021/stage-4,2021-03-25,12:30:00,37.03,me - men elite,166.5,2.wt,uci.wr.c2.stage - tm2022,mountain_uphill_finish,312.0,3980.0,ripoll,port ainé,10,769,7 km solo,volta-a-catalunya,2021,4,stage-race,other-tour,0,0,solo,no sprint,7.0
478,itzulia-basque-country/2021/stage-4,2021-04-08,12:46:00,44.15,me - men elite,189.2,2.wt,uci.wr.c2.stage - tm2022,hill_flat_finish,167.0,2646.0,vitoria-gasteiz,hondarribia,7,936,sprint of small group,itzulia-basque-country,2021,4,stage-race,other-tour,0,0,sprint,small,
479,tour-de-romandie/2021/stage-4,2021-05-01,10:45:00,32.413,me - men elite,161.3,2.wt,uci.wr.c1.stage - tm2022,mountain_uphill_finish,415.0,4269.0,sion,thyon 2000,28,560,sprint a deux,tour-de-romandie,2021,4,stage-race,other-tour,0,0,sprint,a deux,
480,dauphine/2021/stage-4,2021-06-02,13:17:00,45.556,me - men elite,16.4,2.wt,uci.wr.c1.stage - tm2022,hill_uphill_finish,29.0,317.0,firminy,roche-la-molière,15,791,time trial,dauphine,2021,4,stage-race,other-tour,1,0,time trial,no sprint,
481,tour-de-suisse/2021/stage-4,2021-06-09,13:12:00,45.328,me - men elite,171.0,2.wt,uci.wr.c1.stage - tm2022,hill_flat_finish,61.0,1940.0,sankt urban,gstaad,21,676,sprint of small group,tour-de-suisse,2021,4,stage-race,other-tour,0,0,sprint,small,
482,tour-de-pologne/2021/stage-4,2021-08-12,14:45:00,41.437,me - men elite,159.9,2.wt,uci.wr.c2.stage - tm2022,hill_uphill_finish,113.0,2567.0,tarnów,bukovina resort,39,440,sprint of large group,tour-de-pologne,2021,4,stage-race,other-tour,0,0,sprint,large,
483,benelux-tour/2021/stage-4,2021-09-02,11:07:00,46.036,me - men elite,166.1,2.wt,uci.wr.c2.stage - tm2022,flat,2.0,480.0,aalter,ardooie,24,652,sprint of large group,benelux-tour,2021,4,stage-race,other-tour,0,0,sprint,large,
484,uae-tour/2021/stage-5,2021-02-25,12:05:00,39.36,me - men elite,170.0,2.wt,uci.wr.c3.stage - tm2022,mountain_uphill_finish,176.0,2633.0,fujairah marine club,jebel jais,10,755,1 km solo,uae-tour,2021,5,stage-race,other-tour,0,0,solo,no sprint,1.0
485,paris-nice/2021/stage-5,2021-03-11,11:10:00,38.01,me - men elite,200.2,2.wt,uci.wr.c1.stage - tm2022,flat,18.0,926.0,vienne,bollène,4,1043,sprint of large group,paris-nice,2021,5,stage-race,other-tour,0,0,sprint,large,
486,tirreno-adriatico/2021/stage-5,2021-03-14,11:20:00,42.67,me - men elite,205.0,2.wt,uci.wr.c1.stage - tm2022,hill_uphill_finish,181.0,2639.0,castellalto,castelfidardo,4,1107,52 km solo,tirreno-adriatico,2021,5,stage-race,other-tour,0,0,solo,no sprint,52.0
487,volta-a-catalunya/2021/stage-5,2021-03-26,12:10:00,44.82,me - men elite,201.1,2.wt,uci.wr.c2.stage - tm2022,mountain_flat_finish,115.0,2952.0,la pobla de segur,manresa,10,769,12 km solo,volta-a-catalunya,2021,5,stage-race,other-tour,0,0,solo,no sprint,12.0
488,itzulia-basque-country/2021/stage-5,2021-04-09,13:29:00,43.71,me - men elite,160.2,2.wt,uci.wr.c2.stage - tm2022,hill_flat_finish,92.0,2258.0,hondarribia,ondarroa,7,936,sprint a deux,itzulia-basque-country,2021,5,stage-race,other-tour,0,0,sprint,a deux,
489,tour-de-romandie/2021/stage-5,2021-05-02,12:17:00,44.356,me - men elite,16.19,2.wt,uci.wr.c1.stage - tm2022,hill_uphill_finish,48.0,338.0,fribourg,fribourg,28,560,time trial,tour-de-romandie,2021,5,stage-race,other-tour,1,1,time trial,no sprint,
490,dauphine/2021/stage-5,2021-06-03,11:50:00,43.443,me - men elite,175.4,2.wt,uci.wr.c1.stage - tm2022,hill_flat_finish,93.0,2209.0,saint-chamond,saint-vallier,15,791,0.95 km solo,dauphine,2021,5,stage-race,other-tour,0,0,solo,no sprint,0.95
491,tour-de-suisse/2021/stage-5,2021-06-10,13:03:00,43.462,me - men elite,175.2,2.wt,uci.wr.c1.stage - tm2022,mountain_uphill_finish,212.0,2501.0,gstaad,leukerbad,21,676,sprint a deux,tour-de-suisse,2021,5,stage-race,other-tour,0,0,sprint,a deux,
492,tour-de-pologne/2021/stage-5,2021-08-13,14:30:00,42.784,me - men elite,172.8,2.wt,uci.wr.c2.stage - tm2022,hill_uphill_finish,112.0,2530.0,chochołów,bielsko-biała,39,440,sprint of small group,tour-de-pologne,2021,5,stage-race,other-tour,0,0,sprint,small,
493,benelux-tour/2021/stage-5,2021-09-03,10:40:00,43.243,me - men elite,192.0,2.wt,uci.wr.c2.stage - tm2022,hill_flat_finish,45.0,1823.0,riemst,bilzen,24,652,sprint of large group,benelux-tour,2021,5,stage-race,other-tour,0,0,sprint,large,
494,uae-tour/2021/stage-6,2021-02-26,12:40:00,46.61,me - men elite,165.0,2.wt,uci.wr.c3.stage - tm2022,flat,1.0,363.0,deira island,palm jumeirah,10,755,sprint of large group,uae-tour,2021,6,stage-race,other-tour,0,0,sprint,large,
495,paris-nice/2021/stage-6,2021-03-12,11:05:00,43.31,me - men elite,202.4,2.wt,uci.wr.c1.stage - tm2022,hill_uphill_finish,125.0,3181.0,brignoles,biot,4,1043,sprint of large group,paris-nice,2021,6,stage-race,other-tour,0,0,sprint,large,
496,tirreno-adriatico/2021/stage-6,2021-03-15,12:15:00,45.64,me - men elite,169.0,2.wt,uci.wr.c1.stage - tm2022,flat,57.0,1628.0,castelraimondo,lido di fermo,4,1107,sprint of small group,tirreno-adriatico,2021,6,stage-race,other-tour,0,0,sprint,small,
497,volta-a-catalunya/2021/stage-6,2021-03-27,12:30:00,44.16,me - men elite,193.8,2.wt,uci.wr.c2.stage - tm2022,hill_uphill_finish,68.0,2671.0,tarragona,mataró,10,769,sprint of large group,volta-a-catalunya,2021,6,stage-race,other-tour,0,0,sprint,large,
498,itzulia-basque-country/2021/stage-6,2021-04-10,14:42:00,36.16,me - men elite,111.9,2.wt,uci.wr.c2.stage - tm2022,mountain_flat_finish,282.0,3291.0,ondarroa,arrate (eibar),7,936,sprint a deux,itzulia-basque-country,2021,6,stage-race,other-tour,0,1,sprint,a deux,
499,dauphine/2021/stage-6,2021-06-04,11:40:00,43.077,me - men elite,167.2,2.wt,uci.wr.c1.stage - tm2022,hill_uphill_finish,203.0,2706.0,loriol-sur-drome,le sappey-en-chartreuse,15,791,sprint of small group,dauphine,2021,6,stage-race,other-tour,0,0,sprint,small,
500,tour-de-suisse/2021/stage-6,2021-06-11,13:54:00,40.058,me - men elite,130.1,2.wt,uci.wr.c1.stage - tm2022,mountain_flat_finish,176.0,2719.0,fiesch,disentis sedrun,21,676,sprint of small group,tour-de-suisse,2021,6,stage-race,other-tour,0,0,sprint,small,
501,tour-de-pologne/2021/stage-6,2021-08-14,15:52:00,51.66,me - men elite,19.1,2.wt,uci.wr.c2.stage - tm2022,flat,3.0,126.0,katowice,katowice,39,440,time trial,tour-de-pologne,2021,6,stage-race,other-tour,1,0,time trial,no sprint,
502,benelux-tour/2021/stage-6,2021-09-04,10:23:00,42.159,me - men elite,207.6,2.wt,uci.wr.c2.stage - tm2022,hill_flat_finish,140.0,3001.0,ottignies-louvain-la-neuve,houffalize,24,652,25.6 km solo,benelux-tour,2021,6,stage-race,other-tour,0,0,solo,no sprint,25.6
503,uae-tour/2021/stage-7,2021-02-27,13:05:00,44.44,me - men elite,147.0,2.wt,uci.wr.c3.stage - tm2022,flat,0.0,183.0,yas mall,abu dhabi breakwater,10,755,sprint of large group,uae-tour,2021,7,stage-race,other-tour,0,1,sprint,large,
504,paris-nice/2021/stage-7,2021-03-13,11:45:00,37.78,me - men elite,119.2,2.wt,uci.wr.c1.stage - tm2022,mountain_uphill_finish,251.0,3127.0,le broc,valdeblore la colmiane,4,1043,sprint of small group,paris-nice,2021,7,stage-race,other-tour,0,0,sprint,small,
505,tirreno-adriatico/2021/stage-7,2021-03-16,13:00:00,54.59,me - men elite,10.1,2.wt,uci.wr.c1.stage - tm2022,flat,0.0,11.0,san benedetto del tronto,san benedetto del tronto,4,1107,time trial,tirreno-adriatico,2021,7,stage-race,other-tour,1,1,time trial,no sprint,
506,volta-a-catalunya/2021/stage-7,2021-03-28,10:55:00,42.86,me - men elite,133.0,2.wt,uci.wr.c2.stage - tm2022,hill_flat_finish,194.0,2402.0,barcelona,barcelona,10,769,5.2 km solo,volta-a-catalunya,2021,7,stage-race,other-tour,0,1,solo,no sprint,5.2
507,dauphine/2021/stage-7,2021-06-05,10:05:00,37.315,me - men elite,171.1,2.wt,uci.wr.c1.stage - tm2022,mountain_uphill_finish,368.0,4163.0,saint-martin-le-vinoux,la plagne,15,791,4.7 km solo,dauphine,2021,7,stage-race,other-tour,0,0,solo,no sprint,4.7
508,tour-de-suisse/2021/stage-7,2021-06-12,12:29:00,38.631,me - men elite,23.2,2.wt,uci.wr.c1.stage - tm2022,mountain_flat_finish,85.0,654.0,disentis sedrun,andermatt,21,676,time trial,tour-de-suisse,2021,7,stage-race,other-tour,1,0,time trial,no sprint,
509,tour-de-pologne/2021/stage-7,2021-08-15,15:20:00,48.63,me - men elite,144.9,2.wt,uci.wr.c2.stage - tm2022,hill_flat_finish,8.0,889.0,zabrze,kraków,39,440,sprint of small group,tour-de-pologne,2021,7,stage-race,other-tour,0,1,sprint,small,
510,benelux-tour/2021/stage-7,2021-09-05,12:52:00,46.22,me - men elite,177.9,2.wt,uci.wr.c2.stage - tm2022,hill_uphill_finish,59.0,1353.0,namur,geraardsbergen,24,652,? km solo,benelux-tour,2021,7,stage-race,other-tour,0,1,solo,no sprint,0.5
511,paris-nice/2021/stage-8,2021-03-14,14:30:00,40.61,me - men elite,92.7,2.wt,uci.wr.c1.stage - tm2022,hill_flat_finish,167.0,2007.0,le plan-du-var,levens,4,1043,sprint of small group,paris-nice,2021,8,stage-race,other-tour,0,1,sprint,small,
