,race_code,date,start_time,avg_speed_winner,race_category,distance,points_scale,uci_scale,parcours_type,profilescore,vert_meters,departure,arrival,race_ranking,startlist_quality_score,won_how,race_name,year,stage_number,type_race,prestige,time_trial,final_stage,type_win,sprint_type,solo_win
195,bretagne-classic/2022,2022-08-28,10:50:00,41.958,me - men elite,254.8,1.wt.b,uci.wr.c2,hill_flat_finish,95.0,3116.0,plouay,plouay,12,823,sprint of small group,bretagne-classic,2022,0,one-day-race,other-classic,0,0,sprint,small,
196,gp-quebec/2022,2022-09-09,11:00:00,42.156,me - men elite,201.6,1.wt.b,uci.wr.c1,hill_uphill_finish,60.0,2508.0,québec,québec,10,866,2.1 km solo,gp-quebec,2022,0,one-day-race,other-classic,0,0,solo,no sprint,2.1
197,gp-montreal/2022,2022-09-11,10:15:00,36.938,me - men elite,221.4,1.wt.b,uci.wr.c1,hill_flat_finish,182.0,4124.0,montréal,montréal,11,829,sprint of small group,gp-montreal,2022,0,one-day-race,other-classic,0,0,sprint,small,
198,il-lombardia/2022,2022-10-08,10:10:00,39.804,me - men elite,253.0,1.wt.a,uci.wr.c1,hill_flat_finish,278.0,4852.0,bergamo,como,6,1019,sprint a deux,il-lombardia,2022,0,one-day-race,monument,0,0,sprint,a deux,
199,world-championships-itt-u23/2022,2022-09-19,13:23:00,50.502,mu - men u23,28.8,uci.wo.u23.tt,uci.wr.wo.u23.tt,hill_flat_finish,18.0,306.0,wollongong,wollongong,242,19,time trial,world-championships-itt-u23,2022,0,one-day-race,other-classic,1,0,time trial,no sprint,
200,world-championship-itt/2022,2022-09-18,13:42:00,51.257,me - men elite,34.2,worlds.tt,uci.wr.wo.tt - tm2022,hill_flat_finish,17.0,324.0,wollongong,wollongong,66,327,time trial,world-championship-itt,2022,0,one-day-race,other-classic,1,0,time trial,no sprint,
201,world-championships-u23/2022,2022-09-23,13:00:00,42.963,mu - men u23,169.8,nationals.c1,uci.wr.wo.u23,hill_flat_finish,116.0,2486.0,wollongong,wollongong,161,89,sprint a deux,world-championships-u23,2022,0,one-day-race,other-classic,0,0,sprint,a deux,
202,world-championship/2022,2022-09-25,10:15:00,42.575,me - men elite,266.9,worlds.rr,uci.wr.wo - tm2022,hill_flat_finish,160.0,4167.0,helensburgh,wollongong,6,1073,25.8 km solo,world-championship,2022,0,one-day-race,other-classic,0,0,solo,no sprint,25.8
203,trofeo-calvia/2022,2022-01-26,12:00:00,39.063,me - men elite,154.7,1.1,uci.wr.1,hill_flat_finish,154.0,3211.0,peguera,palmanova,62,305,60 km solo,trofeo-calvia,2022,0,one-day-race,other-classic,0,0,solo,no sprint,60.0
204,trofeo-alcudia/2022,2022-01-27,12:00:00,45.026,me - men elite,173.2,1.1,uci.wr.1,hill_flat_finish,62.0,1653.0,port d'alcudia,port d'alcudia,74,272,sprint of large group,trofeo-alcudia,2022,0,one-day-race,other-classic,0,0,sprint,large,
205,deia-trophy/2022,2022-01-28,12:00:00,37.753,me - men elite,158.9,1.1,uci.wr.1,hill_uphill_finish,170.0,3217.0,lloseta,lloseta,58,351,sprint of small group,deia-trophy,2022,0,one-day-race,other-classic,0,0,sprint,small,
206,trofeo-andratx-mirador-d-es-colomer/2022,2022-01-29,12:00:00,40.05,me - men elite,170.1,1.1,uci.wr.1,hill_uphill_finish,207.0,3429.0,pollença,andratx,55,366,sprint a deux,trofeo-andratx-mirador-d-es-colomer,2022,0,one-day-race,other-classic,0,0,sprint,a deux,
207,gp-d-ouverture/2022,2022-01-30,12:30:00,38.564,me - men elite,174.3,1.1,uci.wr.1,hill_flat_finish,120.0,2921.0,château-gombert,marseille,63,334,sprint of large group,gp-d-ouverture,2022,0,one-day-race,other-classic,0,0,sprint,large,
208,trofeo-palma/2022,2022-01-30,10:00:00,43.288,me - men elite,169.1,1.1,uci.wr.1,hill_flat_finish,35.0,1552.0,s'arenal,palma,67,319,sprint of large group,trofeo-palma,2022,0,one-day-race,other-classic,0,0,sprint,large,
209,vuelta-ciclista-a-la-region-de-murcia/2022,2022-02-12,13:25:00,39.995,me - men elite,183.2,1.1,uci.wr.1,mountain_flat_finish,94.0,2331.0,fortuna,puerto de cartagena,101,198,5 km solo,vuelta-ciclista-a-la-region-de-murcia,2022,0,one-day-race,other-classic,0,0,solo,no sprint,5.0
210,clasica-jaen-paraiso-interior/2022,2022-02-14,12:42:00,38.963,me - men elite,187.8,1.1,uci.wr.1,hill_uphill_finish,185.0,3094.0,baeza,úbeda,115,167,25.1 km solo,clasica-jaen-paraiso-interior,2022,0,one-day-race,other-classic,0,0,solo,no sprint,25.1
211,gp-samyn/2022,2022-03-01,12:25:00,43.319,me - men elite,209.0,1.1,uci.wr.1,hill_uphill_finish,10.0,1541.0,quaregnon,dour,71,298,sprint of small group,gp-samyn,2022,0,one-day-race,other-classic,0,0,sprint,small,
212,grote-prijs-jean-pierre-monsere/2022,2022-03-06,10:20:00,42.771,me - men elite,203.2,1.1,uci.wr.1,flat,1.0,650.0,hooglede,roeselare,147,115,sprint of large group,grote-prijs-jean-pierre-monsere,2022,0,one-day-race,other-classic,0,0,sprint,large,
213,ronde-van-drenthe/2022,2022-03-13,10:30:00,38.493,me - men elite,198.1,1.1,uci.wr.1,hill_flat_finish,9.0,421.0,assen,hoogeveen,156,87,3.3 km solo,ronde-van-drenthe,2022,0,one-day-race,other-classic,0,0,solo,no sprint,3.3
214,classic-loire-atlantique/2022,2022-03-19,12:30:00,42.802,me - men elite,182.8,1.1,uci.wr.1,hill_flat_finish,83.0,2452.0,la haye-fouassière,la haye-fouassière,153,98,sprint of small group,classic-loire-atlantique,2022,0,one-day-race,other-classic,0,0,sprint,small,
215,cholet-pays-de-loire/2022,2022-03-20,12:00:00,42.576,me - men elite,202.0,1.1,uci.wr.1,hill_flat_finish,41.0,1714.0,cholet,cholet,157,91,sprint of large group,cholet-pays-de-loire,2022,0,one-day-race,other-classic,0,0,sprint,large,
216,per-sempre-alfredo/2022,2022-03-20,13:00:00,39.305,me - men elite,172.7,1.1,uci.wr.1,hill_flat_finish,136.0,2976.0,firenze,sesto fiorentino,158,87,8.5 km solo,per-sempre-alfredo,2022,0,one-day-race,other-classic,0,0,solo,no sprint,8.5
217,la-roue-tourangelle/2022,2022-03-27,13:30:00,43.433,me - men elite,202.0,1.1,uci.wr.1,hill_flat_finish,30.0,1525.0,château-renault,tours,141,124,sprint of large group,la-roue-tourangelle,2022,0,one-day-race,other-classic,0,0,sprint,large,
218,route-adelie-de-vitre/2022,2022-04-01,12:00:00,39.76,me - men elite,176.7,1.1,uci.wr.1,flat,68.0,2578.0,vitré,vitré,134,131,sprint of small group,route-adelie-de-vitre,2022,0,one-day-race,other-classic,0,0,sprint,small,
219,volta-limburg-classic/2022,2022-04-02,12:03:00,38.436,me - men elite,195.0,1.1,uci.wr.1,hill_flat_finish,90.0,2878.0,eijsden,eijsden,153,93,sprint of small group,volta-limburg-classic,2022,0,one-day-race,other-classic,0,0,sprint,small,
220,paris-camembert/2022,2022-04-12,11:05:00,41.113,me - men elite,213.8,1.1,uci.wr.1,hill_flat_finish,105.0,2779.0,pont-audemer,livarot,147,107,2 km solo,paris-camembert,2022,0,one-day-race,other-classic,0,0,solo,no sprint,2.0
221,classic-grand-besancon-doubs/2022,2022-04-15,12:15:00,40.05,me - men elite,177.5,1.1,uci.wr.1,hill_uphill_finish,187.0,2786.0,besançon,montfaucon,126,145,0.4 km solo,classic-grand-besancon-doubs,2022,0,one-day-race,other-classic,0,0,solo,no sprint,0.4
222,tour-du-jura-cycliste/2022,2022-04-16,10:15:00,41.666,me - men elite,169.8,1.1,uci.wr.1,hill_uphill_finish,129.0,2617.0,champagnole,nozeroy,127,142,sprint a deux,tour-du-jura-cycliste,2022,0,one-day-race,other-classic,0,0,sprint,a deux,
223,tour-du-finistere/2022,2022-05-21,12:00:00,41.466,me - men elite,193.3,1.1,uci.wr.1,hill_uphill_finish,115.0,2860.0,saint-evarzec,quimper,134,137,sprint a deux,tour-du-finistere,2022,0,one-day-race,other-classic,0,0,sprint,a deux,
224,veenendaal-veenendaal/2022,2022-05-21,12:21:00,43.548,me - men elite,197.9,1.1,uci.wr.1,flat,18.0,1020.0,veenendaal,veenendaal,143,117,sprint of large group,veenendaal-veenendaal,2022,0,one-day-race,other-classic,0,0,sprint,large,
225,antwerp-port-epic/2022,2022-05-22,12:44:00,42.29,me - men elite,181.4,1.1,uci.wr.1,flat,0.0,186.0,antwerpen,antwerpen,175,66,2.5 km solo,antwerp-port-epic,2022,0,one-day-race,other-classic,0,0,solo,no sprint,2.5
226,boucles-de-l-aulne/2022,2022-05-22,13:00:00,43.438,me - men elite,175.2,1.1,uci.wr.1,hill_flat_finish,86.0,2848.0,châteaulin,châteaulin,137,135,19.7 km solo,boucles-de-l-aulne,2022,0,one-day-race,other-classic,0,0,solo,no sprint,19.7
227,rund-um-koln/2022,2022-05-22,10:58:00,44.561,me - men elite,199.3,1.1,uci.wr.1,hill_flat_finish,88.0,2875.0,köln,köln,104,219,5 km solo,rund-um-koln,2022,0,one-day-race,other-classic,0,0,solo,no sprint,5.0
228,circuit-de-wallonie/2022,2022-05-26,13:25:00,43.906,me - men elite,192.2,1.1,uci.wr.1,hill_uphill_finish,58.0,2030.0,charleroi,mont-sur-marchienne,139,130,sprint a deux,circuit-de-wallonie,2022,0,one-day-race,other-classic,0,0,sprint,a deux,
229,grote-prijs-marcel-kint/2022,2022-05-29,12:30:00,42.824,me - men elite,199.0,1.1,uci.wr.1,hill_flat_finish,40.0,1599.0,kortrijk,zwevegem,129,138,sprint of large group,grote-prijs-marcel-kint,2022,0,one-day-race,other-classic,0,0,sprint,large,
230,mercan-tour-classic-alpes-maritimes/2022,2022-05-31,11:02:00,34.67,me - men elite,167.9,1.1,uci.wr.1,mountain_uphill_finish,350.0,4739.0,puget-théniers,col de valberg,87,248,6.6 km solo,mercan-tour-classic-alpes-maritimes,2022,0,one-day-race,other-classic,0,0,solo,no sprint,6.6
231,giro-del-appennino/2022,2022-06-02,11:00:00,38.793,me - men elite,191.7,1.1,uci.wr.1,hill_flat_finish,180.0,3054.0,pasturana,genoa,157,92,7.1 km solo,giro-del-appennino,2022,0,one-day-race,other-classic,0,0,solo,no sprint,7.1
232,heist-op-den-berg/2022,2022-06-04,13:00:00,46.476,me - men elite,192.8,1.1,uci.wr.1,flat,5.0,572.0,vosselaar,heist-op-den-berg,102,207,sprint of small group,heist-op-den-berg,2022,0,one-day-race,other-classic,0,0,sprint,small,
233,ronde-van-limburg/2022,2022-06-06,13:44:00,43.265,me - men elite,202.6,1.1,uci.wr.1,hill_uphill_finish,32.0,1651.0,hasselt,tongeren,65,312,sprint of small group,ronde-van-limburg,2022,0,one-day-race,other-classic,0,0,sprint,small,
234,gp-du-canton-d-argovie/2022,2022-06-10,13:30:00,41.042,me - men elite,173.8,1.1,uci.wr.1,hill_flat_finish,136.0,2902.0,leuggern,leuggern,60,338,sprint of small group,gp-du-canton-d-argovie,2022,0,one-day-race,other-classic,0,0,sprint,small,
235,circuit-des-xi-villes/2022,2022-06-12,14:00:00,44.588,me - men elite,192.3,1.1,uci.wr.1,flat,0.0,268.0,bruges,bruges,87,233,sprint of large group,circuit-des-xi-villes,2022,0,one-day-race,other-classic,0,0,sprint,large,
236,mont-ventoux-denivele-challenge/2022,2022-06-14,11:05:00,33.898,me - men elite,154.0,1.1,uci.wr.1,mountain_uphill_finish,394.0,4521.0,vaison-la-romaine,mont ventoux,84,260,11.5 km solo,mont-ventoux-denivele-challenge,2022,0,one-day-race,other-classic,0,0,solo,no sprint,11.5
237,prueba-villafranca/2022,2022-07-25,10:00:00,42.697,me - men elite,165.7,1.1,uci.wr.1,hill_flat_finish,126.0,2391.0,ordizia,ordizia,126,151,11.5 km solo,prueba-villafranca,2022,0,one-day-race,other-classic,0,0,solo,no sprint,11.5
238,circuito-de-getxo/2022,2022-07-31,12:12:00,42.331,me - men elite,196.5,1.1,uci.wr.1,hill_uphill_finish,121.0,2378.0,bilbao,getxo,79,289,sprint of small group,circuito-de-getxo,2022,0,one-day-race,other-classic,0,0,sprint,small,
239,gp-jef-scherens/2022,2022-08-07,12:30:00,42.896,me - men elite,199.3,1.1,uci.wr.1,hill_flat_finish,41.0,1911.0,leuven,leuven,82,266,sprint a deux,gp-jef-scherens,2022,0,one-day-race,other-classic,0,0,sprint,a deux,
240,la-poly-normande/2022,2022-08-14,13:00:00,44.506,me - men elite,168.9,1.1,uci.wr.1,hill_uphill_finish,59.0,2156.0,avranches,saint-martin-de-landelles,98,251,sprint of small group,la-poly-normande,2022,0,one-day-race,other-classic,0,0,sprint,small,
241,schaal-schels/2022,2022-08-21,14:30:00,47.402,me - men elite,114.7,1.1,uci.wr.1,flat,0.0,101.0,merksem,merksem,157,111,sprint of large group,schaal-schels,2022,0,one-day-race,other-classic,0,0,sprint,large,
242,gp-stad-zottegem/2022,2022-08-23,12:17:00,43.556,me - men elite,198.0,1.1,uci.wr.1,flat,13.0,1431.0,zottegem,zottegem,77,292,sprint of large group,gp-stad-zottegem,2022,0,one-day-race,other-classic,0,0,sprint,large,
243,druivenkoers-overijse/2022,2022-08-24,12:30:00,43.532,me - men elite,192.0,1.1,uci.wr.1,hill_flat_finish,51.0,1629.0,overijse,overijse,53,389,? km solo,druivenkoers-overijse,2022,0,one-day-race,other-classic,0,0,solo,no sprint,0.5
244,tour-du-doubs/2022,2022-09-04,11:35:00,41.758,me - men elite,204.0,1.1,uci.wr.1,hill_flat_finish,104.0,2974.0,morteau,pontarlier,66,307,sprint of small group,tour-du-doubs,2022,0,one-day-race,other-classic,0,0,sprint,small,
245,giro-di-toscana/2022,2022-09-14,11:30:00,40.722,me - men elite,199.2,1.1,uci.wr.1,hill_flat_finish,129.0,2298.0,pontedera,pontedera,100,228,sprint of small group,giro-di-toscana,2022,0,one-day-race,other-classic,0,0,sprint,small,
246,kampioenschap-van-vlaanderen/2022,2022-09-16,13:00:00,44.558,me - men elite,195.3,1.1,uci.wr.1,flat,0.0,697.0,koolskamp,koolskamp,102,226,sprint of large group,kampioenschap-van-vlaanderen,2022,0,one-day-race,other-classic,0,0,sprint,large,
247,gooikse-pijl/2022,2022-09-18,12:00:00,42.755,me - men elite,199.0,1.1,uci.wr.1,flat,21.0,1893.0,halle,gooik,76,303,sprint of large group,gooikse-pijl,2022,0,one-day-race,other-classic,0,0,sprint,large,
248,gp-d-isbergues/2022,2022-09-18,11:55:00,43.498,me - men elite,197.6,1.1,uci.wr.1,hill_flat_finish,12.0,1150.0,isbergues,isbergues,97,240,sprint of large group,gp-d-isbergues,2022,0,one-day-race,other-classic,0,0,sprint,large,
249,omloop-van-het-houtland-lichtervelde/2022,2022-09-21,12:40:00,44.535,me - men elite,196.4,1.1,uci.wr.1,flat,0.0,399.0,eernegem,lichtervelde,82,290,sprint of large group,omloop-van-het-houtland-lichtervelde,2022,0,one-day-race,other-classic,0,0,sprint,large,
250,paris-chauny-classique/2022,2022-09-25,12:30:00,43.952,me - men elite,203.5,1.1,uci.wr.1,hill_flat_finish,67.0,2225.0,margny-lès-compiègne,chauny,57,376,sprint of large group,paris-chauny-classique,2022,0,one-day-race,other-classic,0,0,sprint,large,
251,coppa-agostoni/2022,2022-09-29,11:30:00,38.933,me - men elite,193.0,1.1,uci.wr.1,hill_flat_finish,121.0,3189.0,lissone,lissone,60,359,sprint of small group,coppa-agostoni,2022,0,one-day-race,other-classic,0,0,sprint,small,
252,famenne-ardenne-classic/2022,2022-10-02,12:15:00,42.369,me - men elite,188.0,1.1,uci.wr.1,hill_flat_finish,100.0,2873.0,marche-en-famenne,marche-en-famenne,81,294,sprint of small group,famenne-ardenne-classic,2022,0,one-day-race,other-classic,0,0,sprint,small,
253,tour-de-vendee/2022,2022-10-02,12:40:00,43.499,me - men elite,206.9,1.1,uci.wr.1,flat,40.0,1917.0,la roche-sur-yon,la roche-sur-yon,128,176,sprint of large group,tour-de-vendee,2022,0,one-day-race,other-classic,0,0,sprint,large,
254,memorial-frank-vandenbroucke/2022,2022-10-04,12:15:00,44.752,me - men elite,198.6,1.1,uci.wr.1,hill_flat_finish,30.0,1977.0,binche,binche,36,483,0.7 km solo,memorial-frank-vandenbroucke,2022,0,one-day-race,other-classic,0,0,solo,no sprint,0.7
255,paris-bourges/2022,2022-10-06,12:40:00,45.786,me - men elite,198.0,1.1,uci.wr.1,hill_flat_finish,55.0,1988.0,gien,bourges,37,469,sprint of large group,paris-bourges,2022,0,one-day-race,other-classic,0,0,sprint,large,
256,memorial-rik-van-steenbergen/2022,2022-10-09,13:00:00,47.195,me - men elite,174.7,1.1,uci.wr.1,flat,0.0,232.0,beerse,arendonk,146,120,sprint of large group,memorial-rik-van-steenbergen,2022,0,one-day-race,other-classic,0,0,sprint,large,
257,giro-del-veneto/2022,2022-10-12,12:25:00,44.002,me - men elite,159.8,1.1,uci.wr.1,hill_flat_finish,65.0,1530.0,padova,vicenza,115,200,sprint a deux,giro-del-veneto,2022,0,one-day-race,other-classic,0,0,sprint,a deux,
258,chrono-des-nations/2022,2022-10-16,15:20:00,50.965,me - men elite,45.43,1.1,uci.wr.1,flat,6.0,333.0,les herbiers,les herbiers,158,98,? - let us know!,chrono-des-nations,2022,0,one-day-race,other-classic,0,0,other,no sprint,
259,veneto-classic/2022,2022-10-16,11:40:00,40.729,me - men elite,190.0,1.1,uci.wr.1,hill_flat_finish,130.0,2533.0,treviso,bassano del grappa,129,160,? km solo,veneto-classic,2022,0,one-day-race,other-classic,0,0,solo,no sprint,0.5
260,clasica-de-almeria/2022,2022-02-13,13:00:00,42.993,me - men elite,188.2,1.pro,uci.wr.pro,hill_flat_finish,30.0,1751.0,el ejido,roquetas de mar,90,232,sprint of large group,clasica-de-almeria,2022,0,one-day-race,other-classic,0,0,sprint,large,
261,faun-ardeche-classic/2022,2022-02-26,11:29:00,37.944,me - men elite,168.5,1.pro,uci.wr.pro,hill_flat_finish,216.0,3161.0,guilherand-granges,guilherand-granges,41,453,24.2 km solo,faun-ardeche-classic,2022,0,one-day-race,other-classic,0,0,solo,no sprint,24.2
262,la-drome-classic/2022,2022-02-27,11:11:00,41.468,me - men elite,191.5,1.pro,uci.wr.pro,hill_uphill_finish,127.0,2371.0,étoile-sur-rhône,étoile-sur-rhône,40,487,0.5 km solo,la-drome-classic,2022,0,one-day-race,other-classic,0,0,solo,no sprint,0.5
263,kuurne-brussel-kuurne/2022,2022-02-27,12:15:00,43.003,me - men elite,195.1,1.pro,uci.wr.pro,hill_flat_finish,45.0,1829.0,kuurne,kuurne,24,725,sprint of large group,kuurne-brussel-kuurne,2022,0,one-day-race,other-classic,0,0,sprint,large,
264,trofeo-laigueglia/2022,2022-03-02,11:00:00,40.077,me - men elite,202.0,1.pro,uci.wr.pro,hill_flat_finish,151.0,2973.0,laigueglia,laigueglia,64,311,0.5 km solo,trofeo-laigueglia,2022,0,one-day-race,other-classic,0,0,solo,no sprint,0.5
265,nokere-koers/2022,2022-03-16,12:40:00,43.789,me - men elite,189.8,1.pro,uci.wr.pro,hill_uphill_finish,14.0,1127.0,deinze,nokere,88,230,sprint of large group,nokere-koers,2022,0,one-day-race,other-classic,0,0,sprint,large,
266,milano-torino/2022,2022-03-16,11:45:00,44.0,me - men elite,199.0,1.pro,uci.wr.pro,hill_flat_finish,21.0,1166.0,magenta,rivoli,49,409,sprint of large group,milano-torino,2022,0,one-day-race,other-classic,0,0,sprint,large,
267,gp-de-denain/2022,2022-03-17,11:08:00,42.557,me - men elite,200.3,1.pro,uci.wr.pro,flat,8.0,1208.0,denain,denain,84,252,sprint of large group,gp-de-denain,2022,0,one-day-race,other-classic,0,0,sprint,large,
268,bredene-koksijde-classic/2022,2022-03-18,12:17:00,44.727,me - men elite,200.9,1.pro,uci.wr.pro,flat,10.0,696.0,bredene,koksijde,87,231,sprint of large group,bredene-koksijde-classic,2022,0,one-day-race,other-classic,0,0,sprint,large,
269,gp-industria-artigianato/2022,2022-03-27,11:30:00,42.527,me - men elite,192.2,1.pro,uci.wr.pro,hill_flat_finish,93.0,2259.0,larciano,larciano,134,150,sprint of small group,gp-industria-artigianato,2022,0,one-day-race,other-classic,0,0,sprint,small,
270,gp-miguel-indurain/2022,2022-04-02,12:25:00,38.279,me - men elite,190.0,1.pro,uci.wr.pro,hill_flat_finish,114.0,2878.0,estella-lizarra,estella-lizarra,54,371,sprint of small group,gp-miguel-indurain,2022,0,one-day-race,other-classic,0,0,sprint,small,
271,scheldeprijs/2022,2022-04-06,12:59:00,48.457,me - men elite,198.7,1.pro,uci.wr.pro,flat,1.0,385.0,terneuzen,schoten,62,332,7.4 km solo,scheldeprijs,2022,0,one-day-race,other-classic,0,0,solo,no sprint,7.4
272,brabantse-pijl/2022,2022-04-13,12:37:00,41.95,me - men elite,205.1,1.pro,uci.wr.pro,hill_uphill_finish,71.0,2034.0,leuven,overijse,34,539,3.7 km solo,brabantse-pijl,2022,0,one-day-race,other-classic,0,0,solo,no sprint,3.7
273,gp-de-plumelec/2022,2022-05-14,12:35:00,41.983,me - men elite,185.4,1.pro,uci.wr.pro,hill_uphill_finish,80.0,2471.0,grand-champ,grand-champ,108,193,0.4 km solo,gp-de-plumelec,2022,0,one-day-race,other-classic,0,0,solo,no sprint,0.4
274,tro-bro-leon/2022,2022-05-15,11:40:00,40.579,me - men elite,207.8,1.pro,uci.wr.pro,hill_flat_finish,38.0,1674.0,lannilis,lannilis,85,255,sprint a deux,tro-bro-leon,2022,0,one-day-race,other-classic,0,0,sprint,a deux,
275,brussels-cycling-classic/2022,2022-06-05,12:31:00,42.919,me - men elite,203.9,1.pro,uci.wr.pro,flat,33.0,1850.0,brussels,brussels,56,378,sprint a deux,brussels-cycling-classic,2022,0,one-day-race,other-classic,0,0,sprint,a deux,
276,dwars-door-het-hageland/2022,2022-06-11,11:20:00,42.999,me - men elite,177.0,1.pro,uci.wr.pro,hill_uphill_finish,24.0,1065.0,aarschot,diest,91,234,11.8 km solo,dwars-door-het-hageland,2022,0,one-day-race,other-classic,0,0,solo,no sprint,11.8
277,circuit-franco-belge/2022,2022-08-10,13:05:00,41.678,me - men elite,175.2,1.pro,uci.wr.pro,hill_flat_finish,78.0,2007.0,tournai,la louvière,60,344,sprint of small group,circuit-franco-belge,2022,0,one-day-race,other-classic,0,0,sprint,small,
278,maryland-cycling-classic/2022,2022-09-04,13:31:00,42.999,me - men elite,196.9,1.pro,uci.wr.pro,flat,38.0,2286.0,sparks,baltimore,144,127,sprint of small group,maryland-cycling-classic,2022,0,one-day-race,other-classic,0,0,sprint,small,
279,gp-de-fourmies/2022,2022-09-11,12:20:00,44.385,me - men elite,197.6,1.pro,uci.wr.pro,hill_flat_finish,47.0,2111.0,fourmies,fourmies,55,366,sprint of small group,gp-de-fourmies,2022,0,one-day-race,other-classic,0,0,sprint,small,
280,gp-de-wallonie/2022,2022-09-14,12:43:00,40.557,me - men elite,199.7,1.pro,uci.wr.pro,hill_uphill_finish,93.0,2754.0,blegny,citadelle de namur,59,362,sprint of large group,gp-de-wallonie,2022,0,one-day-race,other-classic,0,0,sprint,large,
281,gp-citta-di-peccioli/2022,2022-09-15,11:30:00,40.37,me - men elite,198.9,1.pro,uci.wr.pro,hill_uphill_finish,113.0,2519.0,peccioli,peccioli,68,320,sprint of small group,gp-citta-di-peccioli,2022,0,one-day-race,other-classic,0,0,sprint,small,
282,gp-impanis-van-petegem/2022,2022-09-17,12:55:00,42.175,me - men elite,199.3,1.pro,uci.wr.pro,hill_flat_finish,51.0,1937.0,brakel,haacht,43,442,sprint of small group,gp-impanis-van-petegem,2022,0,one-day-race,other-classic,0,0,sprint,small,
283,giro-dell-emilia/2022,2022-10-01,11:20:00,40.343,me - men elite,198.7,1.pro,uci.wr.pro,hill_uphill_finish,266.0,3021.0,carpi,san luca,21,729,1.8 km solo,giro-dell-emilia,2022,0,one-day-race,other-classic,0,0,solo,no sprint,1.8
284,coppa-bernocchi/2022,2022-10-03,11:00:00,44.346,me - men elite,190.7,1.pro,uci.wr.pro,hill_flat_finish,84.0,2087.0,legnano,legnano,47,407,sprint of large group,coppa-bernocchi,2022,0,one-day-race,other-classic,0,0,sprint,large,
285,munsterland-giro/2022,2022-10-03,12:25:00,44.666,me - men elite,205.9,1.pro,uci.wr.pro,flat,5.0,842.0,telgte,münster,108,225,sprint of large group,munsterland-giro,2022,0,one-day-race,other-classic,0,0,sprint,large,
286,tre-valli-varesine/2022,2022-10-04,12:00:00,42.522,me - men elite,196.3,1.pro,uci.wr.pro,hill_flat_finish,152.0,3464.0,busto arsizio,varese,10,923,sprint of small group,tre-valli-varesine,2022,0,one-day-race,other-classic,0,0,sprint,small,
287,gran-piemonte/2022,2022-10-06,11:45:00,45.39,me - men elite,198.0,1.pro,uci.wr.pro,hill_flat_finish,44.0,1426.0,omegna,beinasco,46,425,sprint of small group,gran-piemonte,2022,0,one-day-race,other-classic,0,0,sprint,small,
288,paris-tours/2022,2022-10-09,11:55:00,43.718,me - men elite,213.5,1.pro,uci.wr.pro,hill_flat_finish,33.0,1242.0,chartres,tours,33,571,sprint of large group,paris-tours,2022,0,one-day-race,other-classic,0,0,sprint,large,
289,japan-cup/2022,2022-10-16,10:00:00,39.721,me - men elite,144.2,1.pro,uci.wr.pro,hill_flat_finish,127.0,2530.0,utsunomiya,utsunomiya,152,117,7.4 km solo,japan-cup,2022,0,one-day-race,other-classic,0,0,solo,no sprint,7.4
290,great-ocean-race/2023,2023-01-29,11:13:00,40.982,me - men elite,174.3,1.wt.b,uci.wr.c3,mountain_flat_finish,88.0,1685.0,geelong,geelong,54,386,sprint of large group,great-ocean-race,2023,0,one-day-race,other-classic,0,0,sprint,large,
291,omloop-het-nieuwsblad/2023,2023-02-25,11:15:00,42.189,me - men elite,207.3,1.wt.b,uci.wr.c3,hill_flat_finish,52.0,1616.0,ghent,ninove,26,677,16.5 km solo,omloop-het-nieuwsblad,2023,0,one-day-race,other-classic,0,0,solo,no sprint,16.5
292,strade-bianche/2023,2023-03-04,11:45:00,40.636,me - men elite,184.0,1.wt.b,uci.wr.c2,hill_uphill_finish,168.0,3107.0,siena,siena,25,685,23.3 km solo,strade-bianche,2023,0,one-day-race,other-classic,0,0,solo,no sprint,23.3
293,gp-de-valence/2023,2023-01-22,12:00:00,40.517,me - men elite,190.0,1.1,uci.wr.1,hill_flat_finish,88.0,2111.0,valencia,la nucía,119,199,sprint of large group,gp-de-valence,2023,0,one-day-race,other-classic,0,0,sprint,large,
294,trofeo-calvia/2023,2023-01-25,12:10:00,37.593,me - men elite,150.1,1.1,uci.wr.1,hill_flat_finish,149.0,3154.0,palmanova,palmanova,81,300,sprint of small group,trofeo-calvia,2023,0,one-day-race,other-classic,0,0,sprint,small,
295,trofeo-alcudia/2023,2023-01-26,12:20:00,43.748,me - men elite,158.6,1.1,uci.wr.1,hill_flat_finish,55.0,1410.0,ses salines,alcúdia,87,293,sprint of large group,trofeo-alcudia,2023,0,one-day-race,other-classic,0,0,sprint,large,
296,trofeo-andratx-mirador-d-es-colomer/2023,2023-01-27,11:55:00,39.085,me - men elite,160.9,1.1,uci.wr.1,hill_uphill_finish,146.0,3281.0,andratx,coll de la creueta,71,332,23.9 km solo,trofeo-andratx-mirador-d-es-colomer,2023,0,one-day-race,other-classic,0,0,solo,no sprint,23.9
297,deia-trophy/2023,2023-01-28,12:15:00,42.212,me - men elite,123.2,1.1,uci.wr.1,hill_flat_finish,184.0,2601.0,lloseta,lloseta,81,300,4.1 km solo,deia-trophy,2023,0,one-day-race,other-classic,0,0,solo,no sprint,4.1
