,race_code,Date:,Start time:,Avg. speed winner:,Race category:,Distance:,Points scale:,UCI scale:,Parcours type:,ProfileScore:,Vert. meters:,Departure:,Arrival:,Race ranking:,Startlist quality score:,Won how:,Avg. temperature:
12,benelux-tour/2019/stage-1,12 August 2019,12:30  (14:30 CET),44.997 km/h,ME - Men Elite,167.2 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p1,0,139,Beveren,Hulst,0,532,Sprint of large group,
13,tour-of-guangxi/2019/stage-1,17 October 2019,05:25  (07:25 CET),46.839 km/h,ME - Men Elite,135.6 km,2.WT.Stage,UCI.WR.C3.Stage - TM2022,p1,17,537,Beihai,Beihai,0,367,Sprint of large group,
14,tour-down-under/2019/stage-2,16 January 2019,01:30,37.66 km/h,ME - Men Elite,122.1 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p3,60,1914,Norwood,Angaston,0,549,Sprint of small group,
15,uae-tour/2019/stage-2,25 February 2019,09:10,39.923 km/h,ME - Men Elite,184 km,2.WT.Stage,UCI.WR.C3.Stage - TM2022,p1,0,255,Yas Island,Abu Dhabi Big Flag,0,765,Sprint of large group,
16,paris-nice/2019/stage-2,11 March 2019,12:30,50.55 km/h,ME - Men Elite,163.5 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p1,7,753,Les Bréviaires,Bellegarde,0,1054,Sprint of small group,
17,tirreno-adriatico/2019/stage-2,14 March 2019,11:35,40.604 km/h,ME - Men Elite,195 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p3,85,2168,Camaiore,Pomarance,0,1110,Sprint of large group,
18,volta-a-catalunya/2019/stage-2,26 March 2019,13:05,40.077 km/h,ME - Men Elite,166.7 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p3,57,1725,Mataró,Sant Feliu de Guixols,0,927,Sprint of large group,
19,itzulia-basque-country/2019/stage-2,09 April 2019,13:37  (15:37 CET),42.792 km/h,ME - Men Elite,149.5 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p3,63,1887,Zumarraga,Gorraiz,0,769,Sprint of large group,
20,tour-of-turkey/2019/stage-2,17 April 2019,09:03  (11:03 CET),39.028 km/h,ME - Men Elite,183.3 km,2.WT.Stage,UCI.WR.C3.Stage - TM2022,p3,56,2092,Tekirdağ,Eceabat,0,155,Sprint of small group,
21,tour-de-romandie/2019/stage-2,02 May 2019,13:15  (15:15 CET),41.692 km/h,ME - Men Elite,174.4 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p4,47,1936,Le Locle,Morges,0,546,18.6 km solo,
22,tour-of-california/2019/stage-2,13 May 2019,18:30  (20:30 CET),30.94 km/h,ME - Men Elite,194.5 km,2.WT.Stage,UCI.WR.C3.Stage - TM2022,p3,140,4244,Rancho Cordova,South Lake Tahoe,0,438,Sprint of small group,
23,dauphine/2019/stage-2,10 June 2019,12:00  (14:00 CET),42.741 km/h,ME - Men Elite,180 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p2,163,3127,Mauriac,Craponne-sur-Arzon,0,918,Sprint a deux,
24,tour-de-suisse/2019/stage-2,16 June 2019,13:20  (15:20 CET),39.677 km/h,ME - Men Elite,159.6 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p2,162,2598,Langnau im Emmental,Langnau im Emmental,0,727,11.3 km solo,
25,tour-de-pologne/2019/stage-2,04 August 2019,14:55  (16:55 CET),43.07 km/h,ME - Men Elite,152.7 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p1,5,894,Tarnowskie Góry,Katowice,0,462,Sprint of large group,
26,benelux-tour/2019/stage-2,13 August 2019,12:25  (14:25 CET),45.027 km/h,ME - Men Elite,169.1 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p1,0,258,Blankenberge,Ardooie,0,532,Sprint of large group,
27,tour-of-guangxi/2019/stage-2,18 October 2019,05:17  (07:17 CET),40.601 km/h,ME - Men Elite,152.3 km,2.WT.Stage,UCI.WR.C3.Stage - TM2022,p1,1,601,Beihai,Qinzhou,0,367,Sprint of large group,
28,tour-down-under/2019/stage-3,17 January 2019,01:30,38.8 km/h,ME - Men Elite,146.2 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p2,235,3573,Lobethal,Uraidla,0,549,Sprint of large group,
29,uae-tour/2019/stage-3,26 February 2019,09:10,37.71 km/h,ME - Men Elite,179 km,2.WT.Stage,UCI.WR.C3.Stage - TM2022,p5,148,1436,UAE University,Jebel Hafeet,0,765,Sprint of small group,
30,paris-nice/2019/stage-3,12 March 2019,11:30,37.925 km/h,ME - Men Elite,200 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p1,5,896,Cepoy,Moulins/Yzeure,0,1054,Sprint of large group,
31,tirreno-adriatico/2019/stage-3,15 March 2019,11:00,41.5 km/h,ME - Men Elite,226 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p2,67,2873,Pomarance,Foligno,0,1110,Sprint of large group,
32,volta-a-catalunya/2019/stage-3,27 March 2019,12:00,35.528 km/h,ME - Men Elite,179 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p5,304,3899,Sant Feliu de Guixols,Vallter 2000 (Setcases),0,927,Sprint of small group,
33,itzulia-basque-country/2019/stage-3,10 April 2019,12:42  (14:42 CET),39.882 km/h,ME - Men Elite,191.4 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p3,49,2356,Sarriguren,Estibaliz,0,769,Sprint of large group,
34,tour-of-turkey/2019/stage-3,18 April 2019,10:34  (12:34 CET),43.22 km/h,ME - Men Elite,122.6 km,2.WT.Stage,UCI.WR.C3.Stage - TM2022,p4,29,1204,Çanakkale,Edremit,0,155,Sprint of large group,
35,tour-de-romandie/2019/stage-3,03 May 2019,13:25  (15:25 CET),41.579 km/h,ME - Men Elite,160 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p3,122,2527,Romont,Romont,0,546,Sprint of large group,
36,tour-of-california/2019/stage-3,14 May 2019,19:05  (21:05 CET),36.066 km/h,ME - Men Elite,207 km,2.WT.Stage,UCI.WR.C3.Stage - TM2022,p4,129,2993,Stockton,Morgan Hill,0,438,70 km solo,
37,dauphine/2019/stage-3,11 June 2019,12:30  (14:30 CET),41.579 km/h,ME - Men Elite,177 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p2,29,1424,Le Puy-en-Velay,Riom,0,918,Sprint of large group,
38,tour-de-suisse/2019/stage-3,17 June 2019,13:20  (15:20 CET),44.381 km/h,ME - Men Elite,162.3 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p2,42,1733,Flamatt,Murten,0,727,Sprint of large group,
39,tour-de-pologne/2019/stage-3,05 August 2019,15:05  (17:05 CET),43.065 km/h,ME - Men Elite,150.5 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p1,2,822,Chorzów,Zabrze,0,462,Sprint of large group,
40,benelux-tour/2019/stage-3,14 August 2019,12:30  (14:30 CET),44.692 km/h,ME - Men Elite,166.9 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p1,0,285,Aalter,Aalter,0,532,Sprint of large group,
41,tour-of-guangxi/2019/stage-3,19 October 2019,05:29  (07:29 CET),43.04 km/h,ME - Men Elite,143 km,2.WT.Stage,UCI.WR.C3.Stage - TM2022,p2,89,2190,Nanning,Nanning,0,367,Sprint of large group,
42,tour-down-under/2019/stage-4,18 January 2019,01:30,42.26 km/h,ME - Men Elite,129.2 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p2,168,2592,Unley,Campbelltown,0,549,Sprint of large group,
43,uae-tour/2019/stage-4,27 February 2019,08:30,44.25 km/h,ME - Men Elite,197 km,2.WT.Stage,UCI.WR.C3.Stage - TM2022,p3,51,1438,Palm Jumeirah,Hatta Dam,0,765,Sprint of small group,
44,paris-nice/2019/stage-4,13 March 2019,11:15,41.867 km/h,ME - Men Elite,212 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p2,110,2969,Vichy,Pélussin,0,1054,0.9 km solo,
45,tirreno-adriatico/2019/stage-4,16 March 2019,10:50,41.898 km/h,ME - Men Elite,221 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p2,179,3350,Foligno,Fossombrone,0,1110,Sprint of small group,
46,volta-a-catalunya/2019/stage-4,28 March 2019,12:50,37.247 km/h,ME - Men Elite,150.3 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p4,228,3500,Llanars (Vall de Camprodon),La Molina (Alp),0,927,? km solo,
47,itzulia-basque-country/2019/stage-4,11 April 2019,13:24  (15:24 CET),40.243 km/h,ME - Men Elite,163.6 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p2,122,2223,Vitoria-Gasteiz,Arrigorriaga,0,769,Sprint of small group,
48,tour-of-turkey/2019/stage-4,19 April 2019,08:54  (10:54 CET),36.246 km/h,ME - Men Elite,194.3 km,2.WT.Stage,UCI.WR.C3.Stage - TM2022,p3,31,1303,Balıkesir,Bursa,0,155,Sprint of large group,
49,tour-de-romandie/2019/stage-4,04 May 2019,12:30  (14:30 CET),39.766 km/h,ME - Men Elite,107.6 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p4,153,1839,Lucens,Torgon,0,546,Sprint of small group,
50,tour-of-california/2019/stage-4,15 May 2019,19:05  (21:05 CET),36.082 km/h,ME - Men Elite,212.5 km,2.WT.Stage,UCI.WR.C3.Stage - TM2022,p2,68,2903,Raceway Laguna Seca,Morro Bay,0,438,Sprint of large group,
51,dauphine/2019/stage-4,12 June 2019,13:05  (15:05 CET),46.561 km/h,ME - Men Elite,26.1 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p2,28,341,Roanne,Roanne,0,918,Time Trial,
52,tour-de-suisse/2019/stage-4,18 June 2019,13:15  (15:15 CET),43.507 km/h,ME - Men Elite,163.9 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p2,92,1953,Murten,Arlesheim,0,727,Sprint of large group,
53,tour-de-pologne/2019/stage-4,06 August 2019,12:10  (14:10 CET),-,ME - Men Elite,133.7 km,,,p3,98,1537,Jaworzno,Kocierz,0,462,? - let us know!,
54,benelux-tour/2019/stage-4,15 August 2019,14:00  (16:00 CET),41.028 km/h,ME - Men Elite,96.2 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p2,81,1547,Houffalize,Houffalize,0,532,Sprint of small group,
55,tour-of-guangxi/2019/stage-4,20 October 2019,04:49  (06:49 CET),41.583 km/h,ME - Men Elite,161.4 km,2.WT.Stage,UCI.WR.C3.Stage - TM2022,p5,61,1589,Nanning,Nongla Scenic Area,0,367,Sprint a deux,
56,tour-down-under/2019/stage-5,19 January 2019,02:00,41.34 km/h,ME - Men Elite,149.5 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p2,33,1779,Glenelg,Strathalbyn,0,549,Sprint of large group,
57,uae-tour/2019/stage-5,28 February 2019,09:20,37.58 km/h,ME - Men Elite,181 km,2.WT.Stage,UCI.WR.C3.Stage - TM2022,p2,25,1223,Flag Island,Khor Fakkan,0,765,Sprint of large group,
58,paris-nice/2019/stage-5,14 March 2019,13:18,50.274 km/h,ME - Men Elite,25.5 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p1,8,157,Barbentane,Barbentane,0,1054,Time Trial,
59,tirreno-adriatico/2019/stage-5,17 March 2019,12:10,38.636 km/h,ME - Men Elite,180 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p3,239,2902,Colli al Metauro,Recanati,0,1110,? km solo,
60,volta-a-catalunya/2019/stage-5,29 March 2019,12:40,42.468 km/h,ME - Men Elite,188.1 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p4,81,2705,Puigcerdà,Sant Cugat del Vallès,0,927,11.5 km solo,
61,itzulia-basque-country/2019/stage-5,12 April 2019,13:45  (15:45 CET),40.083 km/h,ME - Men Elite,149.8 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p2,267,3231,Arrigorriaga,Arrate,0,769,32 km solo,
62,tour-of-turkey/2019/stage-5,20 April 2019,10:58  (12:58 CET),38.279 km/h,ME - Men Elite,164.1 km,2.WT.Stage,UCI.WR.C3.Stage - TM2022,p5,243,2240,Bursa,Kartepe,0,155,0.6 km solo,
63,tour-de-romandie/2019/stage-5,05 May 2019,11:58  (13:58 CET),50.634 km/h,ME - Men Elite,16.85 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p1,13,162,Genève,Genève,0,546,Time Trial,
64,tour-of-california/2019/stage-5,16 May 2019,19:00  (21:00 CET),44.263 km/h,ME - Men Elite,218.5 km,2.WT.Stage,UCI.WR.C3.Stage - TM2022,p4,100,2704,Pismo Beach,Ventura,0,438,Sprint of large group,
65,dauphine/2019/stage-5,13 June 2019,11:35  (13:35 CET),40.124 km/h,ME - Men Elite,201 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p2,36,2098,Boën-sur-Lignon,Voiron,0,918,Sprint of large group,
66,tour-de-suisse/2019/stage-5,19 June 2019,12:25  (14:25 CET),41.094 km/h,ME - Men Elite,177 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p4,83,2705,Münchenstein,Einsiedeln,0,727,Sprint of large group,
67,tour-de-pologne/2019/stage-5,07 August 2019,12:45  (14:45 CET),40.136 km/h,ME - Men Elite,153.8 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p3,90,2141,Wieliczka,Bielsko-Biała,0,462,Sprint of large group,
68,benelux-tour/2019/stage-5,16 August 2019,11:55  (13:55 CET),48.91 km/h,ME - Men Elite,191.4 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p1,1,193,Riemst,Venray,0,532,Sprint of large group,
69,tour-of-guangxi/2019/stage-5,21 October 2019,04:48  (06:48 CET),40.587 km/h,ME - Men Elite,212.2 km,2.WT.Stage,UCI.WR.C3.Stage - TM2022,p2,78,2133,Liuzhou,Guilin,0,367,Sprint of large group,
70,tour-down-under/2019/stage-6,20 January 2019,01:40,43.24 km/h,ME - Men Elite,151.5 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p3,114,1879,McLaren Vale,Willunga Hill,0,549,0.6 km solo,
71,uae-tour/2019/stage-6,01 March 2019,09:05,42.25 km/h,ME - Men Elite,180 km,2.WT.Stage,UCI.WR.C3.Stage - TM2022,p5,179,1827,Ajman,Jebel Jais,0,765,Sprint of small group,
72,paris-nice/2019/stage-6,15 March 2019,12:05,41.927 km/h,ME - Men Elite,176.5 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p4,57,2029,Peynier,Brignoles,0,1054,Sprint of large group,
73,tirreno-adriatico/2019/stage-6,18 March 2019,11:50,41.462 km/h,ME - Men Elite,195 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p2,44,2257,Matelica,Jesi,0,1110,Sprint of large group,
74,volta-a-catalunya/2019/stage-6,30 March 2019,12:55,42.883 km/h,ME - Men Elite,169.1 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p2,43,2025,Valls,Vila-seca,0,927,Sprint of large group,
75,itzulia-basque-country/2019/stage-6,13 April 2019,14:32  (16:32 CET),39.451 km/h,ME - Men Elite,118.2 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p2,211,2850,Eibar,Eibar,0,769,Sprint of small group,
76,tour-of-turkey/2019/stage-6,21 April 2019,11:04  (13:04 CET),41.263 km/h,ME - Men Elite,172.4 km,2.WT.Stage,UCI.WR.C3.Stage - TM2022,p2,26,1433,Sakarya,Istanbul,0,155,? km solo,
77,tour-of-california/2019/stage-6,17 May 2019,20:50  (22:50 CET),33.433 km/h,ME - Men Elite,127.5 km,2.WT.Stage,UCI.WR.C3.Stage - TM2022,p5,301,3529,Ontario,Mount Baldy,0,438,Sprint a deux,
78,dauphine/2019/stage-6,14 June 2019,10:30  (12:30 CET),38.071 km/h,ME - Men Elite,229 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p4,162,3715,Saint-Vulbas,Saint-Michel-de-Maurienne,0,918,Sprint a deux,
79,tour-de-suisse/2019/stage-6,20 June 2019,14:15  (16:15 CET),44.092 km/h,ME - Men Elite,120.2 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p5,201,1901,Einsiedeln,Flumserberg,0,727,3 km solo,
80,tour-de-pologne/2019/stage-6,08 August 2019,14:20  (16:20 CET),38.832 km/h,ME - Men Elite,160 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p2,245,3358,Zakopane,Kościelisko,0,462,Sprint of small group,
81,benelux-tour/2019/stage-6,17 August 2019,13:35  (15:35 CET),54.388 km/h,ME - Men Elite,8.4 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p1,0,16,Den Haag,Den Haag,0,532,Time Trial,
82,tour-of-guangxi/2019/stage-6,22 October 2019,04:55  (06:55 CET),46.286 km/h,ME - Men Elite,168.3 km,2.WT.Stage,UCI.WR.C3.Stage - TM2022,p2,43,1275,Guilin,Guilin,0,367,Sprint of large group,
83,uae-tour/2019/stage-7,02 March 2019,10:10,43.973 km/h,ME - Men Elite,145 km,2.WT.Stage,UCI.WR.C3.Stage - TM2022,p1,0,420,Dubai Safari Park,City Walk,0,765,Sprint of large group,
84,paris-nice/2019/stage-7,16 March 2019,11:25,36.813 km/h,ME - Men Elite,181.5 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p5,351,4332,Nice,Col de Turini,0,1054,0.1 km solo,
85,tirreno-adriatico/2019/stage-7,19 March 2019,13:10,52.709 km/h,ME - Men Elite,10 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p1,0,9,San Benedetto del Tronto,San Benedetto del Tronto,0,1110,Time Trial,
86,volta-a-catalunya/2019/stage-7,31 March 2019,10:55  (12:55 CET),42.998 km/h,ME - Men Elite,143.1 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p2,118,2225,Barcelona,Barcelona,0,927,? km solo,
87,tour-of-california/2019/stage-7,18 May 2019,19:35  (21:35 CET),48.826 km/h,ME - Men Elite,141 km,2.WT.Stage,UCI.WR.C3.Stage - TM2022,p4,76,2053,Santa Clarita,Pasadena,0,438,Sprint of large group,
88,dauphine/2019/stage-7,15 June 2019,12:55  (14:55 CET),33.159 km/h,ME - Men Elite,133.5 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p5,413,4343,Saint-Genix-les-Villages,Pipay,0,918,Sprint of small group,
89,tour-de-suisse/2019/stage-7,21 June 2019,11:20  (13:20 CET),38.488 km/h,ME - Men Elite,216.6 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p5,270,4336,Unterterzen,St. Gotthard,0,727,2.6 km solo,
90,tour-de-pologne/2019/stage-7,09 August 2019,12:25  (14:25 CET),37.589 km/h,ME - Men Elite,153.3 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p3,193,3181,Bukovina Resort,Bukowina Tatrzańska,0,462,58.4 km solo,
91,benelux-tour/2019/stage-7,18 August 2019,12:15  (14:15 CET),44.639 km/h,ME - Men Elite,173.1 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p2,59,1760,Sint-Pieters-Leeuw,Geraardsbergen,0,532,Sprint of small group,
92,paris-nice/2019/stage-8,17 March 2019,13:34,40.951 km/h,ME - Men Elite,110 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p4,145,2165,Nice,Nice,0,1054,12.7 km solo,
93,dauphine/2019/stage-8,16 June 2019,13:55  (15:55 CET),36.652 km/h,ME - Men Elite,113.5 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p4,209,2993,Cluses,Champéry,0,918,Sprint a deux,
94,tour-de-suisse/2019/stage-8,22 June 2019,14:23  (16:23 CET),52.443 km/h,ME - Men Elite,19.2 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p1,0,95,Goms,Goms,0,727,Time Trial,
