,race_code,Date:,Start time:,Avg. speed winner:,Race category:,Distance:,Points scale:,UCI scale:,Parcours type:,ProfileScore:,Vert. meters:,Departure:,Arrival:,Race ranking:,Startlist quality score:,Won how:,Avg. temperature:
10,uae-tour/2021/stage-2,22 February 2021,13:45  (10:45 CET),55.98 km/h,ME - Men Elite,13 km,2.WT.Stage,UCI.WR.C3.Stage - TM2022,p1,0,94,Al Hudayriat Island,Al Hudayriat Island,10,755,Time Trial,
11,paris-nice/2021/stage-2,08 March 2021,11:45,42.09 km/h,ME - Men Elite,188 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p1,8,1057,Oinville-sur-Montcient,Amilly,4,1043,Sprint of large group,
12,tirreno-adriatico/2021/stage-2,11 March 2021,11:15,40.19 km/h,ME - Men Elite,202 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p3,126,2372,Camaiore,Chiusdino,4,1107,Sprint of large group,
13,volta-a-catalunya/2021/stage-2,23 March 2021,13:30,49.44 km/h,ME - Men Elite,18.5 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p1,12,198,Banyoles,Banyoles,10,769,Time Trial,
14,itzulia-basque-country/2021/stage-2,06 April 2021,13:37,41.18 km/h,ME - Men Elite,154.8 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p3,142,2616,Zalla,Sestao,7,936,10 km solo,
15,tour-de-romandie/2021/stage-2,29 April 2021,13:00,37.99 km/h,ME - Men Elite,165.7 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p4,180,3305,La Neuveville,Saint-Imier,28,560,Sprint of large group,
16,dauphine/2021/stage-2,31 May 2021,11:40,39.075 km/h,ME - Men Elite,172.8 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p2,152,3224,Brioude,Saugues,15,791,17.3 km solo,
17,tour-de-suisse/2021/stage-2,07 June 2021,13:05,42.297 km/h,ME - Men Elite,178 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p2,129,2392,Neuhausen am Rheinfall,Lachen,21,676,Sprint of small group,
18,tour-de-pologne/2021/stage-2,10 August 2021,14:00,42.792 km/h,ME - Men Elite,200.8 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p3,102,1591,Zamość,Przemyśl,39,440,Sprint of small group,
19,benelux-tour/2021/stage-2,31 August 2021,11:45,54.89 km/h,ME - Men Elite,11.1 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p1,0,3,Lelystad,Lelystad,24,652,Time Trial,
20,uae-tour/2021/stage-3,23 February 2021,12:25  (09:25 CET),41.75 km/h,ME - Men Elite,166 km,2.WT.Stage,UCI.WR.C3.Stage - TM2022,p3,149,1430,Strata Manufactoring,Jebel Hafeet,10,755,Sprint a deux,
21,paris-nice/2021/stage-3,09 March 2021,13:05,49.18 km/h,ME - Men Elite,14.4 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p1,13,102,Gien,Gien,4,1043,Time Trial,
22,tirreno-adriatico/2021/stage-3,12 March 2021,11:00,40.52 km/h,ME - Men Elite,219 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p3,69,3001,Monticiano,Gualdo Tadino,4,1107,Sprint of large group,
23,volta-a-catalunya/2021/stage-3,24 March 2021,11:45,40.49 km/h,ME - Men Elite,203.1 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p5,229,3755,Canal Olimpic de Catalunya,Vallter 2000,10,769,1.5 km solo,
24,itzulia-basque-country/2021/stage-3,07 April 2021,13:18,41.1 km/h,ME - Men Elite,167.7 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p3,154,2591,Amurrio,Ermualde (Laudio),7,936,Sprint a deux,
25,tour-de-romandie/2021/stage-3,30 April 2021,13:15,42.425 km/h,ME - Men Elite,168.7 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p2,111,1974,Estavayer,Estavayer,28,560,10.3 km solo,
26,dauphine/2021/stage-3,01 June 2021,11:55,43.669 km/h,ME - Men Elite,172.2 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p3,41,2096,Langeac,Saint-Haon-Le-Vieux,15,791,Sprint of large group,
27,tour-de-suisse/2021/stage-3,08 June 2021,12:50,41.319 km/h,ME - Men Elite,182.1 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p3,100,2492,Lachen,Pfaffnau,21,676,Sprint of large group,
28,tour-de-pologne/2021/stage-3,11 August 2021,13:10,42.683 km/h,ME - Men Elite,226.4 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p2,56,2625,Sanok,Rzeszów,39,440,Sprint of large group,
29,benelux-tour/2021/stage-3,01 September 2021,10:39,45.82 km/h,ME - Men Elite,168.3 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p1,1,256,Essen,Hoogerheide,24,652,Sprint of small group,18 °C
30,uae-tour/2021/stage-4,24 February 2021,11:45  (08:45 CET),41.94 km/h,ME - Men Elite,204 km,2.WT.Stage,UCI.WR.C3.Stage - TM2022,p1,4,695,Al Marjan Island,Al Marjan Island,10,755,Sprint of large group,
31,paris-nice/2021/stage-4,10 March 2021,11:20,38.87 km/h,ME - Men Elite,187.6 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p3,239,3540,Chalon-sur-Saône,Chiroubles,4,1043,3 km solo,
32,tirreno-adriatico/2021/stage-4,13 March 2021,12:00,38.38 km/h,ME - Men Elite,148 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p5,244,3023,Terni,Prati di Tivo,4,1107,5 km solo,
33,volta-a-catalunya/2021/stage-4,25 March 2021,12:30,37.03 km/h,ME - Men Elite,166.5 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p5,312,3980,Ripoll,Port Ainé,10,769,7 km solo,
34,itzulia-basque-country/2021/stage-4,08 April 2021,12:46,44.15 km/h,ME - Men Elite,189.2 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p2,167,2646,Vitoria-Gasteiz,Hondarribia,7,936,Sprint of small group,
35,tour-de-romandie/2021/stage-4,01 May 2021,10:45,32.413 km/h,ME - Men Elite,161.3 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p5,415,4269,Sion,Thyon 2000,28,560,Sprint a deux,
36,dauphine/2021/stage-4,02 June 2021,13:17,45.556 km/h,ME - Men Elite,16.4 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p3,29,317,Firminy,Roche-La-Molière,15,791,Time Trial,
37,tour-de-suisse/2021/stage-4,09 June 2021,13:12,45.328 km/h,ME - Men Elite,171 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p2,61,1940,Sankt Urban,Gstaad,21,676,Sprint of small group,
38,tour-de-pologne/2021/stage-4,12 August 2021,14:45,41.437 km/h,ME - Men Elite,159.9 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p3,113,2567,Tarnów,Bukovina Resort,39,440,Sprint of large group,
39,benelux-tour/2021/stage-4,02 September 2021,11:07,46.036 km/h,ME - Men Elite,166.1 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p1,2,480,Aalter,Ardooie,24,652,Sprint of large group,19 °C
40,uae-tour/2021/stage-5,25 February 2021,12:05  (09:05 CET),39.36 km/h,ME - Men Elite,170 km,2.WT.Stage,UCI.WR.C3.Stage - TM2022,p5,176,2633,Fujairah Marine Club,Jebel Jais,10,755,1 km solo,
41,paris-nice/2021/stage-5,11 March 2021,11:10,38.01 km/h,ME - Men Elite,200.2 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p1,18,926,Vienne,Bollène,4,1043,Sprint of large group,
42,tirreno-adriatico/2021/stage-5,14 March 2021,11:20,42.67 km/h,ME - Men Elite,205 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p3,181,2639,Castellalto,Castelfidardo,4,1107,52 km solo,
43,volta-a-catalunya/2021/stage-5,26 March 2021,12:10,44.82 km/h,ME - Men Elite,201.1 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p4,115,2952,La Pobla de Segur,Manresa,10,769,12 km solo,
44,itzulia-basque-country/2021/stage-5,09 April 2021,13:29,43.71 km/h,ME - Men Elite,160.2 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p2,92,2258,Hondarribia,Ondarroa,7,936,Sprint a deux,
45,tour-de-romandie/2021/stage-5,02 May 2021,12:17,44.356 km/h,ME - Men Elite,16.19 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p3,48,338,Fribourg,Fribourg,28,560,Time Trial,
46,dauphine/2021/stage-5,03 June 2021,11:50,43.443 km/h,ME - Men Elite,175.4 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p2,93,2209,Saint-Chamond,Saint-Vallier,15,791,0.95 km solo,
47,tour-de-suisse/2021/stage-5,10 June 2021,13:03,43.462 km/h,ME - Men Elite,175.2 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p5,212,2501,Gstaad,Leukerbad,21,676,Sprint a deux,
48,tour-de-pologne/2021/stage-5,13 August 2021,14:30,42.784 km/h,ME - Men Elite,172.8 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p3,112,2530,Chochołów,Bielsko-Biała,39,440,Sprint of small group,
49,benelux-tour/2021/stage-5,03 September 2021,10:40,43.243 km/h,ME - Men Elite,192 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p2,45,1823,Riemst,Bilzen,24,652,Sprint of large group,20 °C
50,uae-tour/2021/stage-6,26 February 2021,12:40  (09:40 CET),46.61 km/h,ME - Men Elite,165 km,2.WT.Stage,UCI.WR.C3.Stage - TM2022,p1,1,363,Deira Island,Palm Jumeirah,10,755,Sprint of large group,
51,paris-nice/2021/stage-6,12 March 2021,11:05,43.31 km/h,ME - Men Elite,202.4 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p3,125,3181,Brignoles,Biot,4,1043,Sprint of large group,
52,tirreno-adriatico/2021/stage-6,15 March 2021,12:15,45.64 km/h,ME - Men Elite,169 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p1,57,1628,Castelraimondo,Lido di Fermo,4,1107,Sprint of small group,
53,volta-a-catalunya/2021/stage-6,27 March 2021,12:30,44.16 km/h,ME - Men Elite,193.8 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p3,68,2671,Tarragona,Mataró,10,769,Sprint of large group,
54,itzulia-basque-country/2021/stage-6,10 April 2021,14:42,36.16 km/h,ME - Men Elite,111.9 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p4,282,3291,Ondarroa,Arrate (Eibar),7,936,Sprint a deux,
55,dauphine/2021/stage-6,04 June 2021,11:40,43.077 km/h,ME - Men Elite,167.2 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p3,203,2706,Loriol-sur-Drome,Le Sappey-en-Chartreuse,15,791,Sprint of small group,
56,tour-de-suisse/2021/stage-6,11 June 2021,13:54,40.058 km/h,ME - Men Elite,130.1 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p4,176,2719,Fiesch,Disentis Sedrun,21,676,Sprint of small group,
57,tour-de-pologne/2021/stage-6,14 August 2021,15:52,51.66 km/h,ME - Men Elite,19.1 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p1,3,126,Katowice,Katowice,39,440,Time Trial,
58,benelux-tour/2021/stage-6,04 September 2021,10:23,42.159 km/h,ME - Men Elite,207.6 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p2,140,3001,Ottignies-Louvain-la-Neuve,Houffalize,24,652,25.6 km solo,
59,uae-tour/2021/stage-7,27 February 2021,13:05  (10:05 CET),44.44 km/h,ME - Men Elite,147 km,2.WT.Stage,UCI.WR.C3.Stage - TM2022,p1,0,183,Yas Mall,Abu Dhabi Breakwater,10,755,Sprint of large group,
60,paris-nice/2021/stage-7,13 March 2021,11:45,37.78 km/h,ME - Men Elite,119.2 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p5,251,3127,Le Broc,Valdeblore La Colmiane,4,1043,Sprint of small group,
61,tirreno-adriatico/2021/stage-7,16 March 2021,13:00,54.59 km/h,ME - Men Elite,10.1 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p1,0,11,San Benedetto del Tronto,San Benedetto del Tronto,4,1107,Time Trial,
62,volta-a-catalunya/2021/stage-7,28 March 2021,10:55  (11:55 CET),42.86 km/h,ME - Men Elite,133 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p2,194,2402,Barcelona,Barcelona,10,769,5.2 km solo,
63,dauphine/2021/stage-7,05 June 2021,10:05,37.315 km/h,ME - Men Elite,171.1 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p5,368,4163,Saint-Martin-le-Vinoux,La Plagne,15,791,4.7 km solo,
64,tour-de-suisse/2021/stage-7,12 June 2021,12:29,38.631 km/h,ME - Men Elite,23.2 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p4,85,654,Disentis Sedrun,Andermatt,21,676,Time Trial,
65,tour-de-pologne/2021/stage-7,15 August 2021,15:20,48.63 km/h,ME - Men Elite,144.9 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p2,8,889,Zabrze,Kraków,39,440,Sprint of small group,
66,benelux-tour/2021/stage-7,05 September 2021,12:52,46.22 km/h,ME - Men Elite,177.9 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p3,59,1353,Namur,Geraardsbergen,24,652,? km solo,24 °C
67,paris-nice/2021/stage-8,14 March 2021,14:30,40.61 km/h,ME - Men Elite,92.7 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p2,167,2007,Le Plan-du-Var,Levens,4,1043,Sprint of small group,
68,dauphine/2021/stage-8,06 June 2021,10:40,35.735 km/h,ME - Men Elite,147 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p4,304,4190,La Léchère-Les-Bains,Les Gets,15,791,27.5 km solo,
69,tour-de-suisse/2021/stage-8,13 June 2021,12:47,38.837 km/h,ME - Men Elite,159.5 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p4,217,3489,Andermatt,Andermatt,21,676,Sprint a deux,
