,race_code,Date:,Start time:,Avg. speed winner:,Race category:,Distance:,Points scale:,UCI scale:,Parcours type:,ProfileScore:,Vert. meters:,Departure:,Arrival:,Race ranking:,Startlist quality score:,Won how:,Avg. temperature:
14,tour-de-romandie/2022/stage-2,28 April 2022,13:20,41.206 km/h,ME - Men Elite,168.2 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p2,83,2327,Échallens,Échallens,34,508,Sprint of large group,18 °C
15,dauphine/2022/stage-2,06 June 2022,12:35,41.828 km/h,ME - Men Elite,169.8 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p2,91,2956,Saint-Péray,Brives-Charensac,13,774,Sprint of small group,25 °C
16,tour-de-suisse/2022/stage-2,13 June 2022,12:17,41.485 km/h,ME - Men Elite,198 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p2,123,2746,Küsnacht,Aesch,14,733,18.2 km solo,23 °C
17,tour-de-pologne/2022/stage-2,31 July 2022,12:05,42.925 km/h,ME - Men Elite,205.6 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p1,4,966,Chełm,Zamość,37,466,Sprint of large group,20 °C
18,uae-tour/2022/stage-3,22 February 2022,14:15  (11:15 CET),55.575 km/h,ME - Men Elite,9 km,2.WT.Stage,UCI.WR.C3.Stage - TM2022,p1,0,9,Ajman,Ajman,33,623,Time Trial,
19,paris-nice/2022/stage-3,08 March 2022,11:25,43.449 km/h,ME - Men Elite,190.8 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p1,63,1929,Vierzon,Dun-le-Palestel,3,1155,Sprint of large group,
20,tirreno-adriatico/2022/stage-3,09 March 2022,13:10,41.229 km/h,ME - Men Elite,170 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p2,53,2063,Murlo,Terni,10,1059,Sprint of large group,
21,volta-a-catalunya/2022/stage-3,23 March 2022,12:50,38.228 km/h,ME - Men Elite,161.1 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p5,175,3394,Perpignan,La Molina,21,722,7.2 km solo,
22,itzulia-basque-country/2022/stage-3,06 April 2022,12:57,39.586 km/h,ME - Men Elite,181.7 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p2,186,3278,Llodio,Amurrio,19,741,Sprint of small group,13 °C
23,tour-de-romandie/2022/stage-3,29 April 2022,13:38,42.433 km/h,ME - Men Elite,165.1 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p2,107,2441,Valbroye,Valbroye,34,508,Sprint of large group,19 °C
24,dauphine/2022/stage-3,07 June 2022,12:30,40.62 km/h,ME - Men Elite,169 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p5,140,2707,Saint-Paulien,Chastreix-Sancy,13,774,Sprint of small group,20 °C
25,tour-de-suisse/2022/stage-3,14 June 2022,12:54,39.511 km/h,ME - Men Elite,176.9 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p2,119,3125,Aesch,Grenchen,14,733,Sprint of large group,26 °C
26,tour-de-pologne/2022/stage-3,01 August 2022,11:00,43.817 km/h,ME - Men Elite,237.9 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p2,93,1545,Kraśnik,Przemyśl,37,466,Sprint of small group,21 °C
27,uae-tour/2022/stage-4,23 February 2022,11:50  (08:50 CET),37.526 km/h,ME - Men Elite,181 km,2.WT.Stage,UCI.WR.C3.Stage - TM2022,p5,188,2646,Fujairah Fort,Jebel Jais,33,623,Sprint of small group,
28,paris-nice/2022/stage-4,09 March 2022,13:05,49.224 km/h,ME - Men Elite,13.4 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p1,18,188,Domérat,Montluçon,3,1155,Time Trial,
29,tirreno-adriatico/2022/stage-4,10 March 2022,12:00,41.989 km/h,ME - Men Elite,202 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p3,131,3092,Cascata delle Marmore,Bellante,10,1059,0.3 km solo,
30,volta-a-catalunya/2022/stage-4,24 March 2022,12:45,38.403 km/h,ME - Men Elite,166.7 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p5,221,3538,La Seu d'Urgell,Boí Taüll,21,722,Sprint of small group,
31,itzulia-basque-country/2022/stage-4,07 April 2022,12:51,43.605 km/h,ME - Men Elite,185.6 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p2,154,2703,Vitoria-Gasteiz,Zamudio,19,741,Sprint of large group,19 °C
32,tour-de-romandie/2022/stage-4,30 April 2022,11:00,36.157 km/h,ME - Men Elite,180.1 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p5,276,4158,Aigle,Zinal (Val d'Anniviers),34,508,Sprint of small group,14 °C
33,dauphine/2022/stage-4,08 June 2022,13:06,53.865 km/h,ME - Men Elite,31.9 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p1,1,96,Montbrison,La Bâtie d’Urfé,13,774,Time Trial,
34,tour-de-suisse/2022/stage-4,15 June 2022,12:47,45.044 km/h,ME - Men Elite,190.8 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p2,82,2062,Grenchen,Brunnen,14,733,Sprint of large group,29 °C
35,tour-de-pologne/2022/stage-4,02 August 2022,12:30,41.121 km/h,ME - Men Elite,179.4 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p2,103,2621,Lesko,Sanok,37,466,Sprint of large group,23 °C
36,uae-tour/2022/stage-5,24 February 2022,12:20  (09:20 CET),42.476 km/h,ME - Men Elite,182 km,2.WT.Stage,UCI.WR.C3.Stage - TM2022,p1,2,544,Ras al Khaimah Corniche,Al Marjan Island,33,623,Sprint of large group,
37,paris-nice/2022/stage-5,10 March 2022,11:10,38.596 km/h,ME - Men Elite,188.8 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p4,188,3408,Saint-Just-Saint-Rambert,Saint-Sauveur-de-Montagut,3,1155,38.7 km solo,
38,tirreno-adriatico/2022/stage-5,11 March 2022,13:20,42.295 km/h,ME - Men Elite,155 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p3,191,2402,Sefro,Fermo,10,1059,2.9 km solo,
39,volta-a-catalunya/2022/stage-5,25 March 2022,12:20,38.527 km/h,ME - Men Elite,206.3 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p2,57,2478,La Pobla de Segur,Vilanova i la Geltrú,21,722,Sprint of large group,15 °C
40,itzulia-basque-country/2022/stage-5,08 April 2022,13:24,39.765 km/h,ME - Men Elite,163.76 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p3,184,3485,Zamudio,Mallabia,19,741,14 km solo,17 °C
41,tour-de-romandie/2022/stage-5,01 May 2022,12:50,28.23 km/h,ME - Men Elite,15.84 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p5,172,884,Aigle,Villars,34,508,Time Trial,
42,dauphine/2022/stage-5,09 June 2022,12:50,44.551 km/h,ME - Men Elite,162.3 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p2,60,1991,Thizy-les-Bourgs,Chaintré,13,774,Sprint of large group,18 °C
43,tour-de-suisse/2022/stage-5,16 June 2022,12:41,42.172 km/h,ME - Men Elite,190.1 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p3,195,2610,Ambri,Novazzano,14,733,Sprint of small group,31 °C
44,tour-de-pologne/2022/stage-5,03 August 2022,12:30,41.691 km/h,ME - Men Elite,178.1 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p2,78,2179,Łańcut,Rzeszów,37,466,Sprint of small group,26 °C
45,uae-tour/2022/stage-6,25 February 2022,12:20  (09:20 CET),45.346 km/h,ME - Men Elite,180 km,2.WT.Stage,UCI.WR.C3.Stage - TM2022,p1,0,388,Expo 2020 Dubai,Expo 2020 Dubai,33,623,Sprint of small group,
46,paris-nice/2022/stage-6,11 March 2022,10:40,38.475 km/h,ME - Men Elite,213.6 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p2,97,2878,Courthézon,Aubagne,3,1155,9.1 km solo,
47,tirreno-adriatico/2022/stage-6,12 March 2022,10:50,39.216 km/h,ME - Men Elite,215 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p5,266,3817,Apecchio,Carpegna,10,1059,16 km solo,
48,volta-a-catalunya/2022/stage-6,26 March 2022,13:00,40.575 km/h,ME - Men Elite,168.6 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p2,90,2706,Salou,Cambrils,21,722,Sprint a deux,36 °C
49,itzulia-basque-country/2022/stage-6,09 April 2022,14:05,35.849 km/h,ME - Men Elite,135.7 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p3,275,3636,Eibar,Arrate,19,741,Sprint of small group,13 °C
50,dauphine/2022/stage-6,10 June 2022,11:35,44.951 km/h,ME - Men Elite,196.5 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p2,74,2958,Rives,Gap,13,774,0.7 km solo,22 °C
51,tour-de-suisse/2022/stage-6,17 June 2022,11:38,34.219 km/h,ME - Men Elite,177.5 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p5,304,4155,Locarno,Moosalp,14,733,Sprint of small group,25 °C
52,tour-de-pologne/2022/stage-6,04 August 2022,13:54,40.075 km/h,ME - Men Elite,11.8 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p3,28,337,Nowy Targ (Gronków),Stacja Narciarska Rusiński,37,466,Time Trial,
53,uae-tour/2022/stage-7,26 February 2022,12:50  (09:50 CET),44.311 km/h,ME - Men Elite,148 km,2.WT.Stage,UCI.WR.C3.Stage - TM2022,p5,133,1364,Al Ain,Jebel Hafeet,33,623,Sprint a deux,
54,paris-nice/2022/stage-7,12 March 2022,10:40,38.355 km/h,ME - Men Elite,155.2 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p5,303,3582,Nice,Col de Turini,3,1155,Sprint of small group,
55,tirreno-adriatico/2022/stage-7,13 March 2022,11:15,43.37 km/h,ME - Men Elite,159 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p2,19,1296,San Benedetto del Tronto,San Benedetto del Tronto,10,1059,Sprint of large group,
56,volta-a-catalunya/2022/stage-7,27 March 2022,10:55,41.968 km/h,ME - Men Elite,138.6 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p2,154,2121,Barcelona,Barcelona,21,722,Sprint of small group,17 °C
57,dauphine/2022/stage-7,11 June 2022,13:05,34.626 km/h,ME - Men Elite,134.8 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p5,311,3828,Saint-Chaffrey,Vaujany,13,774,5.7 km solo,22 °C
58,tour-de-suisse/2022/stage-7,18 June 2022,11:12,38.076 km/h,ME - Men Elite,194.6 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p5,347,3881,Ambri,Malbun,14,733,2 km solo,28 °C
59,tour-de-pologne/2022/stage-7,05 August 2022,14:35,44.574 km/h,ME - Men Elite,177.8 km,2.WT.Stage,UCI.WR.C2.Stage - TM2022,p2,36,1875,Valsir,Kraków,37,466,Sprint of large group,31 °C
60,paris-nice/2022/stage-8,13 March 2022,14:00,40.096 km/h,ME - Men Elite,115.6 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p4,184,2436,Nice,Nice,3,1155,19.2 km solo,
61,dauphine/2022/stage-8,12 June 2022,13:05,36.314 km/h,ME - Men Elite,138.8 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p5,375,3782,Saint-Alban-Leysse,Plateau de Salaison,13,774,Other,26 °C
62,tour-de-suisse/2022/stage-8,19 June 2022,14:10,54.021 km/h,ME - Men Elite,25.6 km,2.WT.Stage,UCI.WR.C1.Stage - TM2022,p1,3,131,Vaduz,Vaduz,14,733,Time Trial,
