,race_code,Date:,Start time:,Avg. speed winner:,Race category:,Distance:,Points scale:,UCI scale:,Parcours type:,ProfileScore:,Vert. meters:,Departure:,Arrival:,Race ranking:,Startlist quality score:,Won how:,Avg. temperature:
0,omloop-het-nieuwsblad/2022,26 February 2022,11:15,42.137 km/h,ME - Men Elite,204.2 km,1.WT.B,UCI.WR.C3,p2,49,1666,Ghent,Ninove,23,749,13 km solo,
1,strade-bianche/2022,05 March 2022,11:45,38.358 km/h,ME - Men Elite,184 km,1.WT.B,UCI.WR.C3,p3,167,3107,Siena,Siena,27,662,49.2 km solo,
2,milano-sanremo/2022,19 March 2022,10:10,45.331 km/h,ME - Men Elite,293 km,1.WT.A,UCI.WR.C1,p2,63,2096,Milano,Sanremo,13,938,4.3 km solo,
3,oxyclean-classic-brugge-de-panne/2022,23 March 2022,12:15,43.664 km/h,ME - Men Elite,207.9 km,1.WT.B,UCI.WR.C3,p1,0,246,Brugge,De Panne,39,457,Sprint of large group,
4,e3-harelbeke/2022,25 March 2022,12:22,43.997 km/h,ME - Men Elite,203.9 km,1.WT.B,UCI.WR.C2,p2,59,2010,Harelbeke,Harelbeke,29,640,Other,16 °C
5,gent-wevelgem/2022,27 March 2022,11:10,44.172 km/h,ME - Men Elite,248.8 km,1.WT.B,UCI.WR.C1,p2,35,1377,Ypres,Wevelgem,16,830,Sprint of small group,13 °C
6,dwars-door-vlaanderen/2022,30 March 2022,12:55,44.869 km/h,ME - Men Elite,183.7 km,1.WT.B,UCI.WR.C3,p2,50,1649,Roeselare,Waregem,27,648,Sprint a deux,28 °C
7,ronde-van-vlaanderen/2022,03 April 2022,10:18,43.197 km/h,ME - Men Elite,272.5 km,1.WT.A,UCI.WR.C1,p2,79,2289,Antwerp,Oudenaarde,18,793,Sprint of small group,28 °C
8,amstel-gold-race/2022,10 April 2022,10:26,42.196 km/h,ME - Men Elite,254.1 km,1.WT.B,UCI.WR.C1,p2,112,3460,Maastricht,Valkenburg,22,724,Sprint a deux,10 °C
9,paris-roubaix/2022,17 April 2022,11:15,45.792 km/h,ME - Men Elite,257.2 km,1.WT.A,UCI.WR.C1,p1,5,1362,Compiègne,Roubaix,16,730,19.5 km solo,17 °C
10,la-fleche-wallone/2022,20 April 2022,11:30,42.97 km/h,ME - Men Elite,202.1 km,1.WT.B,UCI.WR.C2,p3,173,3160,Blegny,Mur de Huy,9,971,Sprint a deux,14 °C
11,liege-bastogne-liege/2022,24 April 2022,10:20,41.413 km/h,ME - Men Elite,257.2 km,1.WT.A,UCI.WR.C1,p2,182,4342,Liège,Liège,5,1090,14.4 km solo,14 °C
