,race_code,Date:,Start time:,Avg. speed winner:,Race category:,Distance:,Points scale:,UCI scale:,Parcours type:,ProfileScore:,Vert. meters:,Departure:,Arrival:,Race ranking:,Startlist quality score:,Won how:,Avg. temperature:
16,cyclassics-hamburg/2019,25 August 2019,11:50  (13:50 CET),45.23 km/h,ME - Men Elite,216.7 km,1.WT.B,UCI.WR.C2,p2,95,2502,Hamburg,Hamburg,0,633,Sprint of large group,
17,bretagne-classic/2019,01 September 2019,10:48  (12:48 CET),39.975 km/h,ME - Men Elite,248.1 km,1.WT.B,UCI.WR.C2,p2,116,3765,Plouay,Plouay,0,741,0.8 km solo,
18,gp-quebec/2019,13 September 2019,17:00  (19:00 CET),38.643 km/h,ME - Men Elite,201.6 km,1.WT.B,UCI.WR.C1,p3,64,2508,Québec,Québec,0,821,Sprint of large group,
19,gp-montreal/2019,15 September 2019,16:15  (18:15 CET),35.646 km/h,ME - Men Elite,219.6 km,1.WT.B,UCI.WR.C1,p2,229,4793,Montréal,Montréal,0,821,Sprint of small group,
20,il-lombardia/2019,12 October 2019,10:40  (12:40 CET),41.305 km/h,ME - Men Elite,243 km,1.WT.A,UCI.WR.C1,p4,266,4087,Bergamo,Como,0,1046,18.3 km solo,
21,world-championships-itt-u23/2019,24 September 2019,-,45.074 km/h,MU - Men U23,30.3 km,UCI.WO.u23.TT,UCI.WR.WO.U23.TT,p1,30,437,Ripon,Harrogate,0,36,Time Trial,
22,world-championship-itt/2019,25 September 2019,14:18  (16:18 CET),49.782 km/h,ME - Men Elite,54 km,Worlds.TT,UCI.WR.WO.TT - TM2022,p1,31,564,Northallerton,Harrogate,0,258,Time Trial,
23,world-championships-u23/2019,27 September 2019,-,44.025 km/h,MU - Men U23,171.6 km,Nationals.C1,UCI.WR.WO.U23,p2,46,1733,Doncaster,Harrogate,0,78,Sprint of small group,
24,world-championship/2019,29 September 2019,10:20  (12:20 CET),40.37 km/h,ME - Men Elite,260.7 km,Worlds.RR,UCI.WR.WO - TM2022,p2,82,3220,Leeds,Harrogate,0,1510,Sprint of small group,
25,clasica-de-almeria/2019,17 February 2019,13:15,43.102 km/h,ME - Men Elite,192.5 km,1.PRO,UCI.WR.Pro,p2,27,1888,Almeria,Roquetas de Mar,0,237,Sprint of small group,
26,trofeo-laigueglia/2019,17 February 2019,11:00,39.381 km/h,ME - Men Elite,203.7 km,1.PRO,UCI.WR.Pro,p2,144,3005,Laigueglia,Laigueglia,0,107,35 km solo,
27,kuurne-brussel-kuurne/2019,03 March 2019,11:53,42.651 km/h,ME - Men Elite,201.1 km,1.PRO,UCI.WR.Pro,p2,40,2109,Kuurne,Kuurne,0,597,16.2 km solo,
28,gp-industria-artigianato/2019,10 March 2019,10:45,42.683 km/h,ME - Men Elite,199.2 km,1.PRO,UCI.WR.Pro,p2,88,2153,Larciano,Larciano,0,291,Sprint a deux,
29,ronde-van-drenthe/2019,17 March 2019,12:10,41.34 km/h,ME - Men Elite,217.6 km,1.PRO,UCI.WR.Pro,p1,5,529,Zuidwolde,Hoogeveen,0,147,Sprint a deux,
30,nokere-koers/2019,20 March 2019,12:40,43.049 km/h,ME - Men Elite,195.6 km,1.PRO,UCI.WR.Pro,p1,7,1131,Deinze,Nokere,0,296,Sprint of small group,
31,bredene-koksijde-classic/2019,22 March 2019,12:37,43.404 km/h,ME - Men Elite,199.5 km,1.PRO,UCI.WR.Pro,p1,5,514,Bredene,Koksijde,0,251,Sprint of large group,
32,gp-de-denain/2019,24 March 2019,12:08,45.404 km/h,ME - Men Elite,198 km,1.PRO,UCI.WR.Pro,p1,1,871,Denain,Denain,0,151,8.6 km solo,
33,scheldeprijs/2019,10 April 2019,12:43  (14:43 CET),45.503 km/h,ME - Men Elite,202.3 km,1.PRO,UCI.WR.Pro,p0,0,240,Borsele,Schoten,0,311,Sprint of large group,
34,brabantse-pijl/2019,17 April 2019,12:40  (14:40 CET),42.779 km/h,ME - Men Elite,196.2 km,1.PRO,UCI.WR.Pro,p0,65,2145,Leuven,Overijse,0,465,Sprint of small group,
35,gp-du-canton-d-argovie/2019,13 June 2019,14:30  (16:30 CET),41.783 km/h,ME - Men Elite,185.9 km,1.PRO,UCI.WR.Pro,p2,81,2422,Leuggern,Leuggern,0,212,Sprint of large group,
36,brussels-cycling-classic/2019,07 September 2019,11:40  (13:40 CET),43.04 km/h,ME - Men Elite,190.5 km,1.PRO,UCI.WR.Pro,p2,47,1815,Brussels,Brussels,0,465,Sprint of large group,
37,gp-de-fourmies/2019,08 September 2019,12:05  (14:05 CET),42.934 km/h,ME - Men Elite,205 km,1.PRO,UCI.WR.Pro,p2,37,2078,Fourmies,Fourmies,0,295,Sprint of large group,
38,gp-impanis-van-petegem/2019,21 September 2019,12:25  (14:25 CET),42.718 km/h,ME - Men Elite,197 km,1.PRO,UCI.WR.Pro,p2,33,1735,Brakel,Haacht,0,495,3 km solo,
39,munsterland-giro/2019,03 October 2019,12:00  (14:00 CET),43.5 km/h,ME - Men Elite,193.3 km,1.PRO,UCI.WR.Pro,p2,12,1097,Emsdetten,Münster,0,411,Sprint of small group,
40,giro-dell-emilia/2019,05 October 2019,11:30  (13:30 CET),40.39 km/h,ME - Men Elite,207.4 km,1.PRO,UCI.WR.Pro,p5,205,3307,Bologna,San Luca,0,734,0.8 km solo,
41,circuit-franco-belge/2019,05 October 2019,13:05  (15:05 CET),46.534 km/h,ME - Men Elite,176.7 km,1.PRO,UCI.WR.Pro,p2,20,1493,La Louvière,Tournai,0,238,Sprint of large group,
42,gp-bruno-beghelli/2019,06 October 2019,11:45  (13:45 CET),43.329 km/h,ME - Men Elite,199.3 km,1.PRO,UCI.WR.Pro,p2,52,1682,Monteveglio,Monteveglio,0,536,Sprint of small group,
43,tre-valli-varesine/2019,08 October 2019,12:00  (14:00 CET),42.27 km/h,ME - Men Elite,197.8 km,1.PRO,UCI.WR.Pro,p2,138,3153,Saronno,Varese,0,837,0.5 km solo,
44,milano-torino/2019,09 October 2019,12:15  (14:15 CET),44.053 km/h,ME - Men Elite,179 km,1.PRO,UCI.WR.Pro,p5,167,1413,Magenta,Torino,0,748,0.3 km solo,
45,gran-piemonte/2019,10 October 2019,12:00  (14:00 CET),41.549 km/h,ME - Men Elite,183 km,1.PRO,UCI.WR.Pro,p5,195,2150,Agliè,Santuario di Oropa,0,423,0.4 km solo,
46,paris-tours/2019,13 October 2019,11:40  (13:40 CET),38.943 km/h,ME - Men Elite,217 km,1.PRO,UCI.WR.Pro,p2,29,1254,Chartres,Tours,0,300,44 km solo,
47,l-etoile-d-or/2019,04 May 2019,-,42.39 km/h,MU - Men U23,180 km,E-1.Ncup,UCI.WR.Ncup,p0,,,Lussac-les-Châteaux,Civaux,0,7,? - let us know!,
