,race_code,Date:,Start time:,Avg. speed winner:,Race category:,Distance:,Points scale:,UCI scale:,Parcours type:,ProfileScore:,Vert. meters:,Departure:,Arrival:,Race ranking:,Startlist quality score:,Won how:,Avg. temperature:
17,world-championship-itt/2021,19 September 2021,14:40,54.37 km/h,ME - Men Elite,43.3 km,Worlds.TT,UCI.WR.WO.TT - TM2022,p1,0,34,Knokke-Heist,Bruges,48,363,Time Trial,
18,world-championships-u23/2021,24 September 2021,13:25  (15:25 CET),44.421 km/h,MU - Men U23,161.1 km,Nationals.C1,UCI.WR.WO.U23,p2,,1094,Antwerp,Leuven,129,86,5.5 km solo,
19,world-championship/2021,26 September 2021,10:25,45.147 km/h,ME - Men Elite,268.3 km,Worlds.RR,UCI.WR.WO - TM2022,p2,54,2250,Antwerp,Leuven,2,1357,17.4 km solo,21 °C
20,gp-d-ouverture/2021,31 January 2021,11:40  (12:40 CET),38.93 km/h,ME - Men Elite,171.6 km,1.1,UCI.WR.1,p2,127,2803,Marseille,Marseille,61,192,Sprint of small group,
21,gp-samyn/2021,02 March 2021,12:30  (13:30 CET),44.899 km/h,ME - Men Elite,205.4 km,1.1,UCI.WR.1,p3,12,1455,Quaregnon,Dour,41,295,Sprint of large group,
22,grote-prijs-jean-pierre-monsere/2021,07 March 2021,10:45,44.14 km/h,ME - Men Elite,202.1 km,1.1,UCI.WR.1,p1,6,659,Hooglede,Roeselare,73,113,Sprint of large group,
23,per-sempre-alfredo/2021,21 March 2021,12:00,42.6 km/h,ME - Men Elite,162 km,1.1,UCI.WR.1,p2,35,2078,Firenze,Sesto Fiorentino,82,69,Sprint of small group,
24,cholet-pays-de-loire/2021,28 March 2021,11:45  (12:45 CET),42.7 km/h,ME - Men Elite,201.8 km,1.1,UCI.WR.1,p2,41,1714,Cholet,Cholet,61,163,Sprint of large group,
25,la-roue-tourangelle/2021,04 April 2021,12:15,41.78 km/h,ME - Men Elite,204 km,1.1,UCI.WR.1,p2,41,1647,Sainte-Maure-de-Touraine,Tours,60,188,Sprint of large group,
26,circuit-de-wallonie/2021,13 May 2021,13:30,45.041 km/h,ME - Men Elite,194.2 km,1.1,UCI.WR.1,p3,60,2023,Charleroi,Charleroi,79,128,Sprint of large group,
27,trofeo-calvia/2021,13 May 2021,12:00,38.772 km/h,ME - Men Elite,168.7 km,1.1,UCI.WR.1,p2,161,3473,Peguera,Palmanova,81,124,Sprint a deux,
28,deia-trophy/2021,14 May 2021,11:30,40.955 km/h,ME - Men Elite,158.6 km,1.1,UCI.WR.1,p3,139,2381,Lloseta,Deià,74,146,Sprint a deux,
29,trofeo-andratx-mirador-d-es-colomer/2021,15 May 2021,12:00,39.583 km/h,ME - Men Elite,161.3 km,1.1,UCI.WR.1,p3,171,3559,Andratx,Mirador d'Es Colomer (Pollença),78,131,? km solo,
30,trofeo-alcudia/2021,16 May 2021,10:10,44.219 km/h,ME - Men Elite,169.8 km,1.1,UCI.WR.1,p1,16,1202,Alcudia,Alcudia,85,122,Sprint of large group,
31,tour-du-finistere/2021,22 May 2021,10:50,39.429 km/h,ME - Men Elite,196.3 km,1.1,UCI.WR.1,p3,125,2862,Saint-Evarzec,Quimper,86,123,Sprint of small group,
32,vuelta-ciclista-a-la-region-de-murcia/2021,23 May 2021,12:00  (14:00 CET),40.89 km/h,ME - Men Elite,192.4 km,1.1,UCI.WR.1,p4,90,2247,Los Alcázares,Alcantarilla,79,137,? km solo,
33,mercan-tour-classic-alpes-maritimes/2021,24 May 2021,10:50,34.077 km/h,ME - Men Elite,149.9 km,1.1,UCI.WR.1,p5,344,4394,Saint-Sauveur-sur-Tinée,Col de Valberg,77,145,6 km solo,
34,ronde-van-limburg/2021,24 May 2021,13:42,42.574 km/h,ME - Men Elite,199.8 km,1.1,UCI.WR.1,p2,,,Hasselt,Tongeren,97,110,Sprint of large group,
35,gp-du-canton-d-argovie/2021,04 June 2021,13:30,41.994 km/h,ME - Men Elite,172 km,1.1,UCI.WR.1,p2,137,2882,Leuggern,Leuggern,58,257,Sprint of small group,
36,circuit-des-xi-villes/2021,06 June 2021,12:18,45.17 km/h,ME - Men Elite,193.1 km,1.1,UCI.WR.1,p1,0,269,Bruges,Bruges,65,233,Sprint of large group,
37,mont-ventoux-denivele-challenge/2021,08 June 2021,11:05,33.992 km/h,ME - Men Elite,153 km,1.1,UCI.WR.1,p5,388,4422,Vaison-la-Romaine,Mont Ventoux,67,210,12.5 km solo,
38,paris-camembert/2021,15 June 2021,10:45,39.482 km/h,ME - Men Elite,210 km,1.1,UCI.WR.1,p2,102,2677,Pont-Audemer,Camembert,85,143,Sprint a deux,
39,giro-del-appennino/2021,24 June 2021,11:00,39.695 km/h,ME - Men Elite,192.1 km,1.1,UCI.WR.1,p2,126,2689,Pasturana,Genoa,98,122,? km solo,
40,gp-lugano/2021,27 June 2021,11:00,36.696 km/h,ME - Men Elite,179.2 km,1.1,UCI.WR.1,p2,158,3352,Lugano,Lugano,89,137,4 km solo,
41,prueba-villafranca/2021,25 July 2021,10:00,42.955 km/h,ME - Men Elite,165.7 km,1.1,UCI.WR.1,p2,126,2391,Ordizia,Ordizia,113,80,Sprint of small group,
42,vuelta-a-castilla-y-leon/2021,29 July 2021,13:42,42.433 km/h,ME - Men Elite,181.2 km,1.1,UCI.WR.1,p2,77,2073,León,Ponferrada,111,103,? km solo,
43,heist-op-den-berg/2021,31 July 2021,14:00,44.991 km/h,ME - Men Elite,192.8 km,1.1,UCI.WR.1,p1,7,583,Vosselaar,Heist-op-den-Berg,111,106,Sprint of small group,
44,circuito-de-getxo/2021,01 August 2021,12:00,45.998 km/h,ME - Men Elite,193.5 km,1.1,UCI.WR.1,p3,104,2130,Bilbao,Getxo,61,265,Sprint of small group,
45,gp-jef-scherens/2021,15 August 2021,10:23,42.506 km/h,ME - Men Elite,190 km,1.1,UCI.WR.1,p2,38,1673,Leuven,Leuven,108,115,Sprint of large group,
46,la-poly-normande/2021,15 August 2021,13:00,44.07 km/h,ME - Men Elite,168.9 km,1.1,UCI.WR.1,p3,65,2292,Avranches,Saint-Martin-de-Landelles,116,100,Sprint of small group,
47,gp-stad-zottegem/2021,17 August 2021,12:45,42.443 km/h,ME - Men Elite,192.3 km,1.1,UCI.WR.1,p1,10,1438,Zottegem,Zottegem,120,81,Sprint of large group,
48,grote-prijs-marcel-kint/2021,20 August 2021,10:30,44.673 km/h,ME - Men Elite,196.3 km,1.1,UCI.WR.1,p2,12,1189,Zwevegem,Kortrijk,88,160,Sprint of small group,
49,druivenkoers-overijse/2021,26 August 2021,12:45,45.015 km/h,ME - Men Elite,192 km,1.1,UCI.WR.1,p2,51,1629,Overijse,Overijse,57,278,60.9 km solo,19 °C
50,classic-grand-besancon-doubs/2021,03 September 2021,11:30,41.357 km/h,ME - Men Elite,172.55 km,1.1,UCI.WR.1,p2,71,2165,Besançon,Marchaux,82,176,Sprint of small group,
51,tour-du-jura-cycliste/2021,04 September 2021,12:15,41.694 km/h,ME - Men Elite,181.75 km,1.1,UCI.WR.1,p2,107,2684,Lons-le-Saunier,Lons-le-Saunier,70,213,Sprint of small group,
52,tour-du-doubs/2021,05 September 2021,11:45,40.865 km/h,ME - Men Elite,201 km,1.1,UCI.WR.1,p2,101,2895,Morteau,Pontarlier,76,194,Sprint of small group,22 °C
53,antwerp-port-epic/2021,12 September 2021,14:30,43.658 km/h,ME - Men Elite,183.4 km,1.1,UCI.WR.1,p1,0,186,Antwerp,Antwerp,86,174,Sprint a deux,20 °C
54,giro-di-toscana/2021,15 September 2021,11:30,42.015 km/h,ME - Men Elite,191.6 km,1.1,UCI.WR.1,p2,108,2022,Pontedera,Pontedera,51,303,14.2 km solo,20 °C
55,kampioenschap-van-vlaanderen/2021,17 September 2021,13:00,46.642 km/h,ME - Men Elite,195.3 km,1.1,UCI.WR.1,p1,0,697,Koolskamp,Koolskamp,70,220,Sprint of large group,
56,memorial-marco-pantani/2021,18 September 2021,11:00,39.39 km/h,ME - Men Elite,190.7 km,1.1,UCI.WR.1,p2,88,2928,Castrocaro Terme e Terra del Sole,Cesenatico,70,232,Sprint of small group,25 °C
57,gooikse-pijl/2021,19 September 2021,12:00,45.607 km/h,ME - Men Elite,199 km,1.1,UCI.WR.1,p1,21,1893,Halle,Gooik,96,163,Sprint of large group,
58,gp-d-isbergues/2021,19 September 2021,11:55,44.812 km/h,ME - Men Elite,199.3 km,1.1,UCI.WR.1,p1,13,1060,Isbergues,Isbergues,77,213,Sprint of large group,
59,trofeo-matteotti/2021,19 September 2021,11:15,41.748 km/h,ME - Men Elite,195 km,1.1,UCI.WR.1,p2,88,2513,Pescara,Pescara,100,151,5 km solo,28 °C
60,omloop-van-het-houtland-lichtervelde/2021,23 September 2021,12:45  (14:45 CET),48.037 km/h,ME - Men Elite,190 km,1.1,UCI.WR.1,p1,0,384,Middelkerke,Lichtervelde,105,144,5 km solo,17 °C
61,paris-chauny-classique/2021,26 September 2021,12:30,45.515 km/h,ME - Men Elite,205.3 km,1.1,UCI.WR.1,p2,30,1869,Margny-lès-Compiègne,Chauny,82,202,Sprint of small group,
62,route-adelie-de-vitre/2021,01 October 2021,11:45,41.732 km/h,ME - Men Elite,197.8 km,1.1,UCI.WR.1,p1,63,2580,Vitré,Vitré,103,155,Sprint of large group,17 °C
63,classic-loire-atlantique/2021,02 October 2021,12:30,40.698 km/h,ME - Men Elite,182.8 km,1.1,UCI.WR.1,p2,83,2452,La Haye-Fouassière,La Haye-Fouassière,118,131,Sprint of small group,
64,memorial-frank-vandenbroucke/2021,05 October 2021,12:15,41.847 km/h,ME - Men Elite,198.6 km,1.1,UCI.WR.1,p2,53,1777,Binche,Binche,77,226,0.8 km solo,12 °C
65,paris-bourges/2021,07 October 2021,12:40,45.523 km/h,ME - Men Elite,198 km,1.1,UCI.WR.1,p2,56,2014,Gien,Bourges,72,267,Sprint of large group,16 °C
66,tour-de-vendee/2021,09 October 2021,13:20,42.904 km/h,ME - Men Elite,199.8 km,1.1,UCI.WR.1,p1,49,2111,Les Herbiers,La Roche-sur-Yon,140,105,Sprint of small group,19 °C
67,coppa-agostoni/2021,11 October 2021,12:15,41.581 km/h,ME - Men Elite,180 km,1.1,UCI.WR.1,p2,131,2816,Lissone,Lissone,78,248,Sprint a deux,17 °C
68,giro-del-veneto/2021,13 October 2021,12:25,43.248 km/h,ME - Men Elite,168.8 km,1.1,UCI.WR.1,p2,89,1722,Cittadella,Padova,96,193,Sprint of small group,18 °C
69,boucles-de-l-aulne/2021,17 October 2021,13:00,42.446 km/h,ME - Men Elite,177.6 km,1.1,UCI.WR.1,p2,100,2793,Châteaulin,Châteaulin,141,115,7 km solo,18 °C
70,chrono-des-nations/2021,17 October 2021,14:00,51.561 km/h,ME - Men Elite,44.5 km,1.1,UCI.WR.1,p1,4,322,Les Herbiers,Les Herbiers,155,79,Time Trial,
71,veneto-classic/2021,17 October 2021,11:30  (13:30 CET),41.051 km/h,ME - Men Elite,206.5 km,1.1,UCI.WR.1,p2,164,2577,Venezia,Bassano Del Grappa,99,189,21.9 km solo,18 °C
72,ronde-van-drenthe/2021,24 October 2021,12:02  (13:02 CET),43.15 km/h,ME - Men Elite,188.5 km,1.1,UCI.WR.1,p2,10,568,Assen,Hoogeveen,165,60,? km solo,12 °C
73,clasica-de-almeria/2021,14 February 2021,13:05  (14:05 CET),42.51 km/h,ME - Men Elite,183.3 km,1.PRO,UCI.WR.Pro,p2,29,1680,Pueblo de Vicar,Roquetas de Mar,40,302,Sprint of large group,
74,faun-ardeche-classic/2021,27 February 2021,11:35  (12:35 CET),37.7 km/h,ME - Men Elite,171.3 km,1.PRO,UCI.WR.Pro,p2,201,3123,Guilherand-Granges,Guilherand-Granges,34,437,Sprint a deux,
75,kuurne-brussel-kuurne/2021,28 February 2021,12:08  (13:08 CET),42.66 km/h,ME - Men Elite,197 km,1.PRO,UCI.WR.Pro,p2,38,1715,Kuurne,Kuurne,16,657,Sprint of large group,
76,la-drome-classic/2021,28 February 2021,11:54  (12:54 CET),40.84 km/h,ME - Men Elite,179.2 km,1.PRO,UCI.WR.Pro,p2,128,2422,Eurre,Eurre,34,440,5.1 km solo,
77,trofeo-laigueglia/2021,03 March 2021,11:00,40.8 km/h,ME - Men Elite,202 km,1.PRO,UCI.WR.Pro,p2,151,2973,Laigueglia,Laigueglia,37,379,15 km solo,
78,gp-industria-artigianato/2021,07 March 2021,11:30,43.55 km/h,ME - Men Elite,193.4 km,1.PRO,UCI.WR.Pro,p2,90,2259,Larciano,Larciano,40,308,Sprint of small group,
79,nokere-koers/2021,17 March 2021,12:33,42.76 km/h,ME - Men Elite,195 km,1.PRO,UCI.WR.Pro,p3,13,1099,Deinze,Nokere,54,233,2 km solo,
80,bredene-koksijde-classic/2021,19 March 2021,12:40,47.27 km/h,ME - Men Elite,199.9 km,1.PRO,UCI.WR.Pro,p1,11,752,Bredene,Koksijde,45,277,Sprint of small group,
81,gp-miguel-indurain/2021,03 April 2021,12:20  (13:20 CET),39.23 km/h,ME - Men Elite,203.2 km,1.PRO,UCI.WR.Pro,p2,156,3445,Estella,Estella,38,365,2.1 km solo,
82,scheldeprijs/2021,07 April 2021,12:47,47.754 km/h,ME - Men Elite,193.8 km,1.PRO,UCI.WR.Pro,p1,1,352,Terneuzen,Schoten,31,490,Sprint of large group,
83,brabantse-pijl/2021,14 April 2021,12:35,43.776 km/h,ME - Men Elite,201.7 km,1.PRO,UCI.WR.Pro,p3,74,2169,Leuven,Overijse,26,565,Sprint of small group,
84,tro-bro-leon/2021,16 May 2021,11:40,38.979 km/h,ME - Men Elite,207 km,1.PRO,UCI.WR.Pro,p2,40,1760,Lannilis,Lannilis,69,165,Sprint of small group,
85,dwars-door-het-hageland/2021,05 June 2021,13:10,44.538 km/h,ME - Men Elite,177 km,1.PRO,UCI.WR.Pro,p3,24,1065,Aarschot,Diest,72,170,Sprint of small group,
86,brussels-cycling-classic/2021,28 August 2021,10:26  (12:26 CET),45.877 km/h,ME - Men Elite,205.3 km,1.PRO,UCI.WR.Pro,p2,33,1875,Brussels,Brussels,72,210,11.3 km solo,18 °C
87,gp-de-fourmies/2021,12 September 2021,12:00,45.046 km/h,ME - Men Elite,197.6 km,1.PRO,UCI.WR.Pro,p2,47,2111,Fourmies,Fourmies,71,218,Sprint of large group,19 °C
88,gp-de-wallonie/2021,15 September 2021,12:12,41.627 km/h,ME - Men Elite,208.1 km,1.PRO,UCI.WR.Pro,p3,107,2958,Aywaille,Citadelle de Namur,57,288,Sprint of small group,18 °C
89,gp-citta-di-peccioli/2021,16 September 2021,11:00,40.238 km/h,ME - Men Elite,210.8 km,1.PRO,UCI.WR.Pro,p3,115,2671,Peccioli,Peccioli,60,276,Sprint a deux,24 °C
90,gp-impanis-van-petegem/2021,18 September 2021,12:55,43.279 km/h,ME - Men Elite,197.7 km,1.PRO,UCI.WR.Pro,p2,41,1680,Brakel,Haacht,41,413,Sprint of small group,23 °C
91,gp-de-denain/2021,21 September 2021,11:37  (12:37 CET),42.809 km/h,ME - Men Elite,200.3 km,1.PRO,UCI.WR.Pro,p1,6,1209,Denain,Denain,67,262,Sprint of large group,17 °C
92,circuit-franco-belge/2021,29 September 2021,13:05,42.876 km/h,ME - Men Elite,177.6 km,1.PRO,UCI.WR.Pro,p2,45,1530,La Louvière,Tournai,49,353,Sprint of small group,14 °C
93,giro-dell-emilia/2021,02 October 2021,11:30,39.798 km/h,ME - Men Elite,195.3 km,1.PRO,UCI.WR.Pro,p3,252,3402,Casalecchio di Reno,San Luca,19,759,0.3 km solo,22 °C
94,munsterland-giro/2021,03 October 2021,11:36,44.905 km/h,ME - Men Elite,188.5 km,1.PRO,UCI.WR.Pro,p2,16,918,Enschede,Munster,103,163,Sprint of small group,17 °C
95,coppa-bernocchi/2021,04 October 2021,11:55,44.434 km/h,ME - Men Elite,197.15 km,1.PRO,UCI.WR.Pro,p2,69,2050,Legnano,Legnano,48,396,31.5 km solo,17 °C
96,tre-valli-varesine/2021,05 October 2021,12:00,41.112 km/h,ME - Men Elite,196.7 km,1.PRO,UCI.WR.Pro,p2,153,3264,Busto Arsizio,Varese,30,611,Sprint a deux,16 °C
97,milano-torino/2021,06 October 2021,12:20,44.24 km/h,ME - Men Elite,190 km,1.PRO,UCI.WR.Pro,p3,182,1725,Magenta,Torino (Superga),19,784,0.3 km solo,19 °C
98,gran-piemonte/2021,07 October 2021,13:00,46.931 km/h,ME - Men Elite,168 km,1.PRO,UCI.WR.Pro,p2,22,1338,Rocca Canavese,Borgosesia,51,394,Sprint of large group,19 °C
99,paris-tours/2021,10 October 2021,11:55,46.639 km/h,ME - Men Elite,212.3 km,1.PRO,UCI.WR.Pro,p2,31,1269,Chartres,Tours,40,458,Sprint of small group,17 °C
100,gp-de-plumelec/2021,16 October 2021,12:25,45.816 km/h,ME - Men Elite,176.9 km,1.PRO,UCI.WR.Pro,p2,54,1992,Grand-Champ,Grand-Champ,135,123,Sprint of large group,17 °C
101,olympic-games/2021,24 July 2021,11:00  (04:00 CET),38.42 km/h,ME - Men Elite,234 km,Olympics.RR,UCI.WR.WO - TM2022,p4,229,4582,Musashinonomori Park,Fuji International Speedway,3,1181,5.7 km solo,
102,olympic-games-itt/2021,28 July 2021,14:00  (07:00 CET),48.16 km/h,ME - Men Elite,44.2 km,Olympics.TT,UCI.WR.WO.TT - TM2022,p2,54,746,Fuji International Speedway,Fuji International Speedway,35,487,Time Trial,
