,rider_code,nb_race_time_trial,nb_win_time_trial,nb_pod_time_trial,nb_top10_time_trial,pts_time_trial,avg_rnk_time_trial,pct_win_time_trial,pct_pod_time_trial,pct_top10_time_trial,avg_pts_time_trial
533,jhojan-garcia,2,0,0,0,0.0,96.5,0.0,0.0,0.0,0.0
534,jonathan-lastra,6,0,0,0,0.0,116.83333333333333,0.0,0.0,0.0,0.0
535,sergio-samitier,11,0,0,0,0.0,113.0909090909091,0.0,0.0,0.0,0.0
536,jesus-ezquerra-muela,5,0,0,0,0.0,112.0,0.0,0.0,0.0,0.0
537,jonas-koch,7,0,0,0,0.0,133.0,0.0,0.0,0.0,0.0
538,david-gonzalez-lopez,1,0,0,0,0.0,151.0,0.0,0.0,0.0,0.0
539,danny-van-poppel,10,0,0,0,0.0,97.2,0.0,0.0,0.0,0.0
540,daniel-mclay,6,0,0,0,0.0,115.33333333333333,0.0,0.0,0.0,0.0
541,edvald-boasson-hagen,12,0,0,0,0.0,74.9090909090909,0.0,0.0,0.0,0.0
542,fabien-doubey,10,0,0,0,0.0,70.8,0.0,0.0,0.0,0.0
543,remy-mertz,3,0,0,0,0.0,91.66666666666667,0.0,0.0,0.0,0.0
544,oliver-naesen,12,0,0,0,0.0,83.5,0.0,0.0,0.0,0.0
545,maxime-bouet,7,0,0,0,0.0,74.85714285714286,0.0,0.0,0.0,0.0
546,warren-barguil,9,0,0,0,1.0,88.22222222222223,0.0,0.0,0.0,0.1111111111111111
547,vegard-stake-laengen,8,0,0,0,0.0,93.625,0.0,0.0,0.0,0.0
548,alvaro-jose-hodeg,7,0,0,0,0.0,96.85714285714286,0.0,0.0,0.0,0.0
549,mike-teunissen,11,0,0,0,0.0,71.9,0.0,0.0,0.0,0.0
550,heinrich-haussler,8,0,0,0,0.0,97.71428571428571,0.0,0.0,0.0,0.0
551,christophe-laporte,12,0,0,2,6.0,54.0,0.0,0.0,0.16666666666666666,0.5
552,caleb-ewan,12,0,0,0,0.0,142.41666666666666,0.0,0.0,0.0,0.0
553,alessandro-fedeli,1,0,0,0,0.0,107.0,0.0,0.0,0.0,0.0
554,geoffrey-soupe,3,0,0,0,0.0,102.0,0.0,0.0,0.0,0.0
555,elie-gesbert,6,0,0,0,0.0,116.16666666666667,0.0,0.0,0.0,0.0
556,jakub-mareczko,5,0,0,0,0.0,148.0,0.0,0.0,0.0,0.0
557,dylan-groenewegen,10,0,0,0,0.0,135.33333333333334,0.0,0.0,0.0,0.0
558,bram-welten,2,0,0,0,0.0,138.5,0.0,0.0,0.0,0.0
559,ludovic-robeet,2,0,0,0,0.0,104.5,0.0,0.0,0.0,0.0
560,jasper-philipsen,11,0,0,1,1.0,110.2,0.0,0.0,0.09090909090909091,0.09090909090909091
561,amaury-capiot,4,0,0,0,0.0,103.25,0.0,0.0,0.0,0.0
562,kristoffer-halvorsen,1,0,0,0,0.0,103.0,0.0,0.0,0.0,0.0
563,dries-van-gestel,3,0,0,0,0.0,107.66666666666667,0.0,0.0,0.0,0.0
564,aaron-verwilst,1,0,0,0,0.0,108.0,0.0,0.0,0.0,0.0
565,leonardo-basso,3,0,0,0,0.0,118.66666666666667,0.0,0.0,0.0,0.0
566,milan-menten,2,0,0,0,0.0,132.0,0.0,0.0,0.0,0.0
567,tom-devriendt,2,0,0,0,0.0,103.0,0.0,0.0,0.0,0.0
568,boy-van-poppel,7,0,0,0,0.0,107.42857142857143,0.0,0.0,0.0,0.0
569,lionel-taminiaux,3,0,0,0,0.0,121.33333333333333,0.0,0.0,0.0,0.0
570,yevgeniy-gidich,7,0,0,0,0.0,122.57142857142857,0.0,0.0,0.0,0.0
571,ide-schelling,5,0,0,1,3.0,111.6,0.0,0.0,0.2,0.6
572,mark-donovan,9,0,0,0,0.0,73.0,0.0,0.0,0.0,0.0
573,roger-adria,4,0,0,0,0.0,73.75,0.0,0.0,0.0,0.0
574,txomin-juaristi,1,0,0,0,0.0,103.0,0.0,0.0,0.0,0.0
575,filippo-conca,8,0,0,0,0.0,104.16666666666667,0.0,0.0,0.0,0.0
576,kevin-vermaerke,5,0,0,0,0.0,86.0,0.0,0.0,0.0,0.0
577,georg-zimmermann,9,0,0,0,0.0,102.33333333333333,0.0,0.0,0.0,0.0
578,jon-barrenetxea-golzarri,1,0,0,0,0.0,150.0,0.0,0.0,0.0,0.0
579,jon-agirre,2,0,0,0,0.0,153.5,0.0,0.0,0.0,0.0
580,unai-cuadrado,1,0,0,0,0.0,160.0,0.0,0.0,0.0,0.0
581,marti-marquez,2,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0
582,francisco-galvan,3,0,0,0,0.0,93.5,0.0,0.0,0.0,0.0
583,jannik-steimle,4,0,0,1,6.0,18.75,0.0,0.0,0.25,1.5
584,jelle-wallays,6,0,0,0,0.0,99.33333333333333,0.0,0.0,0.0,0.0
585,matthew-walls,3,0,0,0,0.0,106.66666666666667,0.0,0.0,0.0,0.0
586,marc-sarreau,5,0,0,0,0.0,107.5,0.0,0.0,0.0,0.0
587,chris-harper,7,0,0,0,0.0,52.0,0.0,0.0,0.0,0.0
588,jonathan-milan,4,0,0,0,0.0,34.5,0.0,0.0,0.0,0.0
589,lasse-norman-leth,2,0,0,0,0.0,51.0,0.0,0.0,0.0,0.0
590,brandon-smith-rivera-vargas,1,0,0,0,0.0,48.0,0.0,0.0,0.0,0.0
591,david-dekker,3,0,0,0,0.0,64.0,0.0,0.0,0.0,0.0
592,cees-bol,10,0,0,0,0.0,104.6,0.0,0.0,0.0,0.0
593,kevin-colleoni,3,0,0,0,0.0,96.0,0.0,0.0,0.0,0.0
594,omer-goldstein,8,0,0,0,0.0,90.625,0.0,0.0,0.0,0.0
595,kaden-groves,7,0,0,0,0.0,81.14285714285714,0.0,0.0,0.0,0.0
596,giacomo-nizzolo,7,0,0,0,0.0,123.14285714285714,0.0,0.0,0.0,0.0
597,jonas-rickaert,7,0,0,0,0.0,57.666666666666664,0.0,0.0,0.0,0.0
598,alan-riou,2,0,0,0,0.0,66.0,0.0,0.0,0.0,0.0
599,matis-louvel,5,0,0,0,0.0,80.0,0.0,0.0,0.0,0.0
600,andres-camilo-ardila,3,0,0,0,0.0,113.0,0.0,0.0,0.0,0.0
601,michel-ries,3,0,0,0,0.0,91.33333333333333,0.0,0.0,0.0,0.0
602,karel-vacek,1,0,0,0,0.0,145.0,0.0,0.0,0.0,0.0
603,olav-kooij,5,0,0,0,0.0,104.8,0.0,0.0,0.0,0.0
604,kenneth-van-rooy,1,0,0,0,0.0,84.0,0.0,0.0,0.0,0.0
605,alexis-renard,4,0,0,0,0.0,91.0,0.0,0.0,0.0,0.0
606,alexander-konychev,4,0,0,0,0.0,110.25,0.0,0.0,0.0,0.0
607,arne-marit,1,0,0,0,0.0,116.0,0.0,0.0,0.0,0.0
608,stanislaw-aniolkowski,3,0,0,0,0.0,121.33333333333333,0.0,0.0,0.0,0.0
609,laurenz-rex,1,0,0,0,0.0,134.0,0.0,0.0,0.0,0.0
610,guy-sagiv,4,0,0,0,0.0,128.5,0.0,0.0,0.0,0.0
611,arjen-livyns,1,0,0,0,0.0,145.0,0.0,0.0,0.0,0.0
612,ward-vanhoof,1,0,0,0,0.0,,0.0,0.0,0.0,0.0
613,connor-swift,7,0,0,0,0.0,45.57142857142857,0.0,0.0,0.0,0.0
614,clement-russo,6,0,0,0,0.0,86.83333333333333,0.0,0.0,0.0,0.0
615,cyril-barthe,7,0,0,0,0.0,106.57142857142857,0.0,0.0,0.0,0.0
616,nacer-bouhanni,3,0,0,0,0.0,154.33333333333334,0.0,0.0,0.0,0.0
617,franck-bonnamour,7,0,0,0,0.0,104.0,0.0,0.0,0.0,0.0
618,niklas-markl,3,0,0,0,0.0,98.66666666666667,0.0,0.0,0.0,0.0
619,valentin-ferron,3,0,0,0,0.0,70.66666666666667,0.0,0.0,0.0,0.0
620,victor-lafay,6,0,0,0,0.0,112.66666666666667,0.0,0.0,0.0,0.0
621,giovanni-lonardi,5,0,0,0,0.0,139.0,0.0,0.0,0.0,0.0
622,jefferson-alexander-cepeda,5,0,0,0,0.0,163.2,0.0,0.0,0.0,0.0
623,james-shaw,3,0,0,0,0.0,66.0,0.0,0.0,0.0,0.0
624,jeremy-cabot,3,0,0,0,0.0,72.33333333333333,0.0,0.0,0.0,0.0
625,milan-vader,1,0,0,0,0.0,29.0,0.0,0.0,0.0,0.0
626,paul-lapeira,2,0,0,0,0.0,54.0,0.0,0.0,0.0,0.0
627,leon-heinschke,2,0,0,0,0.0,99.5,0.0,0.0,0.0,0.0
628,hugo-page,3,0,0,0,0.0,65.0,0.0,0.0,0.0,0.0
629,igor-arrieta-lizarraga,1,0,0,0,0.0,72.0,0.0,0.0,0.0,0.0
630,orluis-aular,1,0,0,0,0.0,73.0,0.0,0.0,0.0,0.0
631,ibon-ruiz,1,0,0,0,0.0,77.0,0.0,0.0,0.0,0.0
632,alan-jousseaume,1,0,0,0,0.0,82.0,0.0,0.0,0.0,0.0
633,tim-naberman,1,0,0,0,0.0,93.0,0.0,0.0,0.0,0.0
634,xabier-isasa-larranaga,1,0,0,0,0.0,99.0,0.0,0.0,0.0,0.0
635,asier-etxeberria,1,0,0,0,0.0,120.0,0.0,0.0,0.0,0.0
636,jokin-murguialday-elorza,1,0,0,0,0.0,137.0,0.0,0.0,0.0,0.0
637,victor-langellotti,1,0,0,0,0.0,142.0,0.0,0.0,0.0,0.0
638,ibai-azurmendi-sagastibel,2,0,0,0,0.0,143.5,0.0,0.0,0.0,0.0
639,jesus-david-pena-jimenez,1,0,0,0,0.0,153.0,0.0,0.0,0.0,0.0
640,marijn-van-den-berg,2,0,0,0,0.0,43.0,0.0,0.0,0.0,0.0
641,kelland-brien,3,0,0,0,0.0,50.666666666666664,0.0,0.0,0.0,0.0
642,jarrad-drizners,4,0,0,0,0.0,65.5,0.0,0.0,0.0,0.0
643,stan-van-tricht,1,0,0,0,0.0,65.0,0.0,0.0,0.0,0.0
644,campbell-stewart,2,0,0,0,0.0,102.0,0.0,0.0,0.0,0.0
645,marc-brustenga-masague,1,0,0,0,0.0,94.0,0.0,0.0,0.0,0.0
646,taj-jones,3,0,0,0,0.0,108.33333333333333,0.0,0.0,0.0,0.0
647,victor-koretzky,1,0,0,0,0.0,91.0,0.0,0.0,0.0,0.0
648,luca-mozzato,4,0,0,0,0.0,141.25,0.0,0.0,0.0,0.0
649,tobias-halland-johannessen,1,0,0,0,0.0,28.0,0.0,0.0,0.0,0.0
650,hugo-toumire,1,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0
651,anders-skaarseth,2,0,0,0,0.0,111.5,0.0,0.0,0.0,0.0
652,idar-andersen,2,0,0,0,0.0,82.0,0.0,0.0,0.0,0.0
653,sandy-dujardin,1,0,0,0,0.0,144.0,0.0,0.0,0.0,0.0
654,anthon-charmig,1,0,0,0,0.0,145.0,0.0,0.0,0.0,0.0
655,christian-scaroni,1,0,0,0,0.0,38.0,0.0,0.0,0.0,0.0
656,sergio-martin,2,0,0,0,0.0,81.0,0.0,0.0,0.0,0.0
657,kamil-malecki,4,0,0,0,0.0,97.0,0.0,0.0,0.0,0.0
658,alexandre-delettre,1,0,0,0,0.0,74.0,0.0,0.0,0.0,0.0
659,jonas-iversby-hvideberg,2,0,0,0,0.0,107.5,0.0,0.0,0.0,0.0
660,michal-schlegel,1,0,0,0,0.0,82.0,0.0,0.0,0.0,0.0
661,sam-welsford,1,0,0,0,0.0,83.0,0.0,0.0,0.0,0.0
662,antoine-raugel,2,0,0,0,0.0,88.0,0.0,0.0,0.0,0.0
663,peter-kusztor,1,0,0,0,0.0,94.0,0.0,0.0,0.0,0.0
664,iuri-leitao,1,0,0,0,0.0,104.0,0.0,0.0,0.0,0.0
665,david-lozano,1,0,0,0,0.0,114.0,0.0,0.0,0.0,0.0
666,umberto-poli,1,0,0,0,0.0,117.0,0.0,0.0,0.0,0.0
667,andrea-peron,1,0,0,0,0.0,127.0,0.0,0.0,0.0,0.0
668,sam-brand,1,0,0,0,0.0,,0.0,0.0,0.0,0.0
669,simone-bevilacqua,2,0,0,0,0.0,115.0,0.0,0.0,0.0,0.0
670,etienne-van-empel,2,0,0,0,0.0,149.0,0.0,0.0,0.0,0.0
671,rasmus-tiller,1,0,0,0,0.0,93.0,0.0,0.0,0.0,0.0
672,cameron-wurf,1,0,0,0,0.0,75.0,0.0,0.0,0.0,0.0
673,itamar-einhorn,1,0,0,0,0.0,141.0,0.0,0.0,0.0,0.0
674,cedric-beullens,1,0,0,0,0.0,105.0,0.0,0.0,0.0,0.0
675,ben-turner,1,0,0,0,0.0,126.0,0.0,0.0,0.0,0.0
676,vojtech-repa,1,0,0,0,0.0,127.0,0.0,0.0,0.0,0.0
677,jose-manuel-diaz-gallego,1,0,0,0,0.0,142.0,0.0,0.0,0.0,0.0
