,rider_code,nb_race_one_day,nb_win_one_day,nb_pod_one_day,nb_top10_one_day,pts_one_day,avg_rnk_one_day,pct_win_one_day,pct_pod_one_day,pct_top10_one_day,avg_pts_one_day
909,jared-scott,2,0,0,0,0.0,97.0,0.0,0.0,0.0,0.0
910,jarne-van-de-paar,3,0,1,1,40.0,42.666666666666664,0.0,0.3333333333333333,0.3333333333333333,13.333333333333334
911,vince-gerits,4,0,0,0,0.0,90.66666666666667,0.0,0.0,0.0,0.0
912,daniel-babor,4,0,0,1,18.0,21.5,0.0,0.0,0.25,4.5
913,xabier-berasategi-garmendia,4,0,0,0,0.0,71.0,0.0,0.0,0.0,0.0
914,liam-slock,4,0,0,0,0.0,60.0,0.0,0.0,0.0,0.0
915,joseba-lopez-cuesta,4,0,0,0,0.0,100.5,0.0,0.0,0.0,0.0
916,fernando-tercero-lopez,2,0,0,0,0.0,78.0,0.0,0.0,0.0,0.0
917,michael-leonard1,3,0,0,0,0.0,110.5,0.0,0.0,0.0,0.0
918,clement-alleno,2,0,0,0,0.0,96.0,0.0,0.0,0.0,0.0
919,noah-vandenbranden,1,0,0,0,0.0,117.0,0.0,0.0,0.0,0.0
920,josh-burnett,1,0,0,0,0.0,,0.0,0.0,0.0,0.0
921,aaron-van-der-beken,3,0,0,0,0.0,69.0,0.0,0.0,0.0,0.0
922,german-nicolas-tivani-perez,1,0,0,0,0.0,33.0,0.0,0.0,0.0,0.0
