,rider_code,nb_race_one_day,nb_win_one_day,nb_pod_one_day,nb_top10_one_day,pts_one_day,avg_rnk_one_day,pct_win_one_day,pct_pod_one_day,pct_top10_one_day,avg_pts_one_day
0,elia-viviani,33,6,9,13,1374.0,36.55172413793103,0.18181818181818182,0.2727272727272727,0.3939393939393939,41.63636363636363
1,caleb-ewan,23,3,10,12,1301.0,12.285714285714286,0.13043478260869565,0.43478260869565216,0.5217391304347826,56.56521739130435
2,daryl-impey,35,0,3,3,524.0,50.142857142857146,0.0,0.08571428571428572,0.08571428571428572,14.971428571428572
3,ryan-gibbons,51,1,2,4,400.0,44.90243902439025,0.0196078431372549,0.0392156862745098,0.0784313725490196,7.8431372549019605
4,,0.0,,,,,,,,,
5,luke-rowe,47,0,0,2,301.0,69.61290322580645,0.0,0.0,0.0425531914893617,6.404255319148936
6,michael-morkov,25,0,1,6,456.0,29.545454545454547,0.0,0.04,0.24,18.24
7,owain-doull,58,0,1,3,327.0,61.44444444444444,0.0,0.017241379310344827,0.05172413793103448,5.637931034482759
8,luis-leon-sanchez,29,1,2,4,278.0,45.96153846153846,0.034482758620689655,0.06896551724137931,0.13793103448275862,9.586206896551724
9,benoit-cosnefroy,50,4,11,19,1936.0,24.354166666666668,0.08,0.22,0.38,38.72
10,robert-gesink,17,0,0,0,119.0,45.0625,0.0,0.0,0.0,7.0
11,diego-ulissi,62,1,6,21,1418.0,20.982456140350877,0.016129032258064516,0.0967741935483871,0.3387096774193548,22.870967741935484
12,kenny-elissonde,13,0,0,1,95.0,36.72727272727273,0.0,0.0,0.07692307692307693,7.3076923076923075
13,ruben-guerreiro,24,1,1,3,306.0,28.789473684210527,0.041666666666666664,0.041666666666666664,0.125,12.75
14,chris-hamilton,24,0,0,0,93.0,54.73684210526316,0.0,0.0,0.0,3.875
15,wout-poels,17,0,0,1,164.0,53.714285714285715,0.0,0.0,0.058823529411764705,9.647058823529411
16,sven-erik-bystrom,57,0,0,1,329.0,51.4375,0.0,0.0,0.017543859649122806,5.771929824561403
17,alberto-bettiol,53,1,1,9,1109.0,39.83783783783784,0.018867924528301886,0.018867924528301886,0.16981132075471697,20.92452830188679
18,nico-denz,44,0,0,0,125.0,76.32,0.0,0.0,0.0,2.840909090909091
19,jan-polanc,49,1,1,3,363.0,45.06060606060606,0.02040816326530612,0.02040816326530612,0.061224489795918366,7.408163265306122
20,joey-rosskopf,27,0,0,0,64.0,55.44,0.0,0.0,0.0,2.3703703703703702
21,george-bennett,25,1,2,4,474.0,38.8235294117647,0.04,0.08,0.16,18.96
22,pierre-latour,36,0,0,6,344.0,35.44444444444444,0.0,0.0,0.16666666666666666,9.555555555555555
23,jai-hindley,25,0,0,1,142.0,38.75,0.0,0.0,0.04,5.68
24,michael-woods,35,1,5,17,1489.0,17.321428571428573,0.02857142857142857,0.14285714285714285,0.4857142857142857,42.542857142857144
25,lucas-hamilton,12,0,0,0,56.0,51.333333333333336,0.0,0.0,0.0,4.666666666666667
26,remi-cavagna,30,1,1,1,196.0,59.458333333333336,0.03333333333333333,0.03333333333333333,0.03333333333333333,6.533333333333333
27,thomas-scully,50,0,0,0,95.0,86.5,0.0,0.0,0.0,1.9
28,pavel-sivakov,19,0,2,2,384.0,57.0625,0.0,0.10526315789473684,0.10526315789473684,20.210526315789473
29,dion-smith,33,1,1,5,409.0,39.76,0.030303030303030304,0.030303030303030304,0.15151515151515152,12.393939393939394
30,alexander-edmondson,34,0,0,0,77.0,81.375,0.0,0.0,0.0,2.264705882352941
31,marco-haller,60,1,1,5,643.0,47.58139534883721,0.016666666666666666,0.016666666666666666,0.08333333333333333,10.716666666666667
32,daniel-oss,47,0,0,0,157.0,59.42857142857143,0.0,0.0,0.0,3.3404255319148937
33,dries-devenyns,53,1,1,3,363.0,61.27777777777778,0.018867924528301886,0.018867924528301886,0.05660377358490566,6.849056603773585
34,dylan-van-baarle,34,3,5,11,1755.0,32.774193548387096,0.08823529411764706,0.14705882352941177,0.3235294117647059,51.61764705882353
35,davide-ballerini,58,2,3,6,777.0,41.32432432432432,0.034482758620689655,0.05172413793103448,0.10344827586206896,13.39655172413793
36,tadej-pogacar,36,7,11,17,2655.0,15.3,0.19444444444444445,0.3055555555555556,0.4722222222222222,73.75
37,jasper-philipsen,57,7,13,21,1790.0,30.46938775510204,0.12280701754385964,0.22807017543859648,0.3684210526315789,31.403508771929825
38,cees-bol,37,1,1,2,335.0,51.18518518518518,0.02702702702702703,0.02702702702702703,0.05405405405405406,9.054054054054054
39,lukasz-owsian,54,0,0,1,145.0,55.13333333333333,0.0,0.0,0.018518518518518517,2.685185185185185
40,szymon-sajnok,55,0,0,1,166.0,68.5609756097561,0.0,0.0,0.01818181818181818,3.018181818181818
41,carl-fredrik-hagen,15,0,0,0,54.0,48.53846153846154,0.0,0.0,0.0,3.6
42,michael-storer,24,0,1,2,152.0,47.55,0.0,0.041666666666666664,0.08333333333333333,6.333333333333333
43,manuele-boaro,53,0,0,0,65.0,82.69565217391305,0.0,0.0,0.0,1.2264150943396226
44,james-knox,20,0,0,1,73.0,54.90909090909091,0.0,0.0,0.05,3.65
45,remy-mertz,63,0,1,2,139.0,55.361702127659576,0.0,0.015873015873015872,0.031746031746031744,2.2063492063492065
46,victor-de-la-parte,33,0,0,0,39.0,54.458333333333336,0.0,0.0,0.0,1.1818181818181819
47,nans-peters,42,1,2,6,366.0,43.32432432432432,0.023809523809523808,0.047619047619047616,0.14285714285714285,8.714285714285714
48,harry-sweeny,41,0,0,1,63.0,63.78787878787879,0.0,0.0,0.024390243902439025,1.5365853658536586
49,robert-stannard,58,0,0,3,316.0,56.6,0.0,0.0,0.05172413793103448,5.448275862068965
50,luke-durbridge,44,0,0,0,154.0,63.61538461538461,0.0,0.0,0.0,3.5
51,jonas-gregaard,26,0,0,1,88.0,58.90909090909091,0.0,0.0,0.038461538461538464,3.3846153846153846
52,mikkel-honore,46,0,4,8,768.0,36.45945945945946,0.0,0.08695652173913043,0.17391304347826086,16.695652173913043
53,thomas-de-gendt,23,0,0,0,20.0,79.0,0.0,0.0,0.0,0.8695652173913043
54,yevgeniy-gidich,44,0,0,0,73.0,77.15789473684211,0.0,0.0,0.0,1.6590909090909092
55,max-walscheid,53,1,4,11,875.0,38.92,0.018867924528301886,0.07547169811320754,0.20754716981132076,16.50943396226415
56,ben-o-connor,8,1,1,3,146.0,42.166666666666664,0.125,0.125,0.375,18.25
57,jakub-mareczko,33,0,0,3,177.0,48.22727272727273,0.0,0.0,0.09090909090909091,5.363636363636363
58,ryan-mullen,42,0,0,2,103.0,75.9090909090909,0.0,0.0,0.047619047619047616,2.4523809523809526
59,lukas-postlberger,46,0,0,2,219.0,72.74193548387096,0.0,0.0,0.043478260869565216,4.760869565217392
60,maciej-bodnar,46,0,0,0,49.0,98.29411764705883,0.0,0.0,0.0,1.065217391304348
61,danny-van-poppel,66,2,9,22,1353.0,30.0,0.030303030303030304,0.13636363636363635,0.3333333333333333,20.5
62,ivo-emanuel-alves,45,0,0,0,35.0,90.41176470588235,0.0,0.0,0.0,0.7777777777777778
63,lennard-hofstede,18,0,0,0,30.0,87.25,0.0,0.0,0.0,1.6666666666666667
64,max-kanter,37,0,2,8,356.0,43.07142857142857,0.0,0.05405405405405406,0.21621621621621623,9.621621621621621
65,michael-schwarzmann,51,0,0,1,88.0,80.75862068965517,0.0,0.0,0.0196078431372549,1.7254901960784315
66,gregor-muhlberger,24,0,0,0,108.0,52.875,0.0,0.0,0.0,4.5
67,daniel-mclay,54,0,0,7,360.0,52.333333333333336,0.0,0.0,0.12962962962962962,6.666666666666667
68,zdenek-stybar,50,2,3,9,1169.0,45.44444444444444,0.04,0.06,0.18,23.38
69,greg-van-avermaet,67,1,8,22,2261.0,22.107692307692307,0.014925373134328358,0.11940298507462686,0.3283582089552239,33.74626865671642
70,tim-wellens,73,1,5,18,1176.0,31.35,0.0136986301369863,0.0684931506849315,0.2465753424657534,16.10958904109589
71,aleksey-lutsenko,27,2,3,6,553.0,29.2,0.07407407407407407,0.1111111111111111,0.2222222222222222,20.48148148148148
72,dylan-teuns,48,1,1,10,971.0,33.19512195121951,0.020833333333333332,0.020833333333333332,0.20833333333333334,20.229166666666668
73,yves-lampaert,47,1,5,15,1553.0,36.69565217391305,0.02127659574468085,0.10638297872340426,0.3191489361702128,33.04255319148936
74,matteo-trentin,74,3,10,31,2243.0,21.629032258064516,0.04054054054054054,0.13513513513513514,0.4189189189189189,30.31081081081081
75,oliver-naesen,69,0,4,16,1537.0,25.467741935483872,0.0,0.057971014492753624,0.2318840579710145,22.27536231884058
76,jens-keukeleire,52,0,0,2,436.0,57.205128205128204,0.0,0.0,0.038461538461538464,8.384615384615385
77,michael-matthews,47,2,5,21,2309.0,12.820512820512821,0.0425531914893617,0.10638297872340426,0.44680851063829785,49.12765957446808
78,wout-van-aert,44,7,19,27,4548.0,12.921052631578947,0.1590909090909091,0.4318181818181818,0.6136363636363636,103.36363636363636
79,bob-jungels,32,1,2,3,448.0,45.0,0.03125,0.0625,0.09375,14.0
80,stefan-kung,45,1,4,12,1348.0,28.431818181818183,0.022222222222222223,0.08888888888888889,0.26666666666666666,29.955555555555556
81,nils-politt,63,1,2,9,993.0,38.81818181818182,0.015873015873015872,0.031746031746031744,0.14285714285714285,15.761904761904763
82,silvan-dillier,41,0,0,0,211.0,49.878787878787875,0.0,0.0,0.0,5.146341463414634
83,baptiste-planckaert,74,0,1,8,476.0,51.8125,0.0,0.013513513513513514,0.10810810810810811,6.4324324324324325
84,hugo-houle,54,0,0,0,204.0,51.0,0.0,0.0,0.0,3.7777777777777777
85,christophe-laporte,47,3,8,15,1672.0,28.31578947368421,0.06382978723404255,0.1702127659574468,0.3191489361702128,35.57446808510638
86,mike-teunissen,37,0,0,9,725.0,25.27777777777778,0.0,0.0,0.24324324324324326,19.594594594594593
87,christopher-juul-jensen,46,0,0,0,126.0,83.48648648648648,0.0,0.0,0.0,2.739130434782609
88,ivan-garcia-cortina,65,1,2,10,1071.0,32.450980392156865,0.015384615384615385,0.03076923076923077,0.15384615384615385,16.476923076923075
89,edward-planckaert,47,0,0,3,163.0,64.29729729729729,0.0,0.0,0.06382978723404255,3.4680851063829787
90,olivier-le-gac,56,0,0,1,224.0,55.411764705882355,0.0,0.0,0.017857142857142856,4.0
91,jasper-stuyven,50,2,5,19,1884.0,25.0,0.04,0.1,0.38,37.68
92,jasper-de-buyst,45,0,2,8,410.0,45.666666666666664,0.0,0.044444444444444446,0.17777777777777778,9.11111111111111
93,dries-de-bondt,69,0,3,9,501.0,42.41269841269841,0.0,0.043478260869565216,0.13043478260869565,7.260869565217392
94,amaury-capiot,73,1,3,21,965.0,31.683333333333334,0.0136986301369863,0.0410958904109589,0.2876712328767123,13.219178082191782
95,boy-van-poppel,74,0,1,4,308.0,55.892857142857146,0.0,0.013513513513513514,0.05405405405405406,4.162162162162162
96,tom-devriendt,73,0,0,5,277.0,61.116279069767444,0.0,0.0,0.0684931506849315,3.7945205479452055
97,xandro-meurisse,40,1,2,3,310.0,45.628571428571426,0.025,0.05,0.075,7.75
98,bert-van-lerberghe,60,0,0,6,322.0,48.34615384615385,0.0,0.0,0.1,5.366666666666666
99,edvald-boasson-hagen,58,0,1,4,343.0,49.82,0.0,0.017241379310344827,0.06896551724137931,5.913793103448276
100,edward-theuns,67,1,4,9,717.0,45.78333333333333,0.014925373134328358,0.05970149253731343,0.13432835820895522,10.701492537313433
101,ramon-sinkeldam,41,0,0,1,108.0,55.714285714285715,0.0,0.0,0.024390243902439025,2.6341463414634148
102,guillaume-van-keirsbulck,67,0,0,0,97.0,54.8125,0.0,0.0,0.0,1.4477611940298507
103,aime-de-gendt,58,0,2,4,425.0,49.63265306122449,0.0,0.034482758620689655,0.06896551724137931,7.327586206896552
104,ignatas-konovalovas,36,0,0,0,34.0,82.3913043478261,0.0,0.0,0.0,0.9444444444444444
105,casper-pedersen,38,2,2,3,300.0,63.125,0.05263157894736842,0.05263157894736842,0.07894736842105263,7.894736842105263
106,tom-bohli,72,0,0,1,87.0,79.55813953488372,0.0,0.0,0.013888888888888888,1.2083333333333333
107,reto-hollenstein,61,0,0,0,128.0,72.48979591836735,0.0,0.0,0.0,2.098360655737705
108,anthony-turgis,57,0,4,12,1202.0,30.933333333333334,0.0,0.07017543859649122,0.21052631578947367,21.087719298245613
109,loic-vliegen,75,0,2,6,364.0,53.094339622641506,0.0,0.02666666666666667,0.08,4.8533333333333335
110,louis-vervaeke,39,0,1,2,176.0,61.29032258064516,0.0,0.02564102564102564,0.05128205128205128,4.512820512820513
111,adrien-petit,76,0,1,4,410.0,70.30188679245283,0.0,0.013157894736842105,0.05263157894736842,5.394736842105263
112,lukasz-wisniowski,42,0,0,0,121.0,71.65517241379311,0.0,0.0,0.0,2.880952380952381
113,damien-touze,53,0,0,2,207.0,47.07142857142857,0.0,0.0,0.03773584905660377,3.9056603773584904
114,jorge-arcas,35,0,0,0,55.0,65.77272727272727,0.0,0.0,0.0,1.5714285714285714
115,jimmy-janssens,45,0,0,1,89.0,72.8,0.0,0.0,0.022222222222222223,1.9777777777777779
116,timo-roosen,45,0,0,3,284.0,61.62162162162162,0.0,0.0,0.06666666666666667,6.311111111111111
117,gijs-van-hoecke,74,0,0,1,162.0,70.55172413793103,0.0,0.0,0.013513513513513514,2.189189189189189
118,taco-van-der-hoorn,66,2,3,5,508.0,65.13207547169812,0.030303030303030304,0.045454545454545456,0.07575757575757576,7.696969696969697
119,magnus-cort-nielsen,35,0,0,2,197.0,62.592592592592595,0.0,0.0,0.05714285714285714,5.628571428571429
120,sep-vanmarcke,67,2,3,9,1033.0,43.163636363636364,0.029850746268656716,0.04477611940298507,0.13432835820895522,15.417910447761194
121,dorian-godon,53,2,4,13,706.0,38.916666666666664,0.03773584905660377,0.07547169811320754,0.24528301886792453,13.320754716981131
