,rider_code,nb_dnf_otl,pct_dnf_otl
324,kevin-colleoni,7,0.11864406779661017
325,valentin-ferron,6,0.06976744186046512
326,idar-andersen,4,0.12121212121212122
327,kamil-gradek,10,0.08928571428571429
328,julius-johansen,3,0.03488372093023256
329,alexander-edmondson,13,0.11206896551724138
330,jannik-steimle,6,0.07792207792207792
331,richard-carapaz,6,0.02912621359223301
332,mikel-landa,11,0.06470588235294118
333,bauke-mollema,7,0.03398058252427184
334,rafal-majka,5,0.025380710659898477
335,simon-yates,2,0.016
336,pavel-sivakov,3,0.0189873417721519
337,hugh-carthy,10,0.04716981132075472
338,jan-polanc,16,0.0855614973262032
339,davide-formolo,6,0.02857142857142857
340,giulio-ciccone,4,0.020100502512562814
341,fausto-masnada,2,0.016
342,victor-de-la-parte,10,0.06944444444444445
343,lucas-hamilton,6,0.03278688524590164
344,pello-bilbao,2,0.008968609865470852
345,chris-hamilton,7,0.035
346,jai-hindley,4,0.02185792349726776
347,pieter-serry,18,0.10526315789473684
348,koen-bouwman,5,0.03205128205128205
349,diego-ulissi,5,0.023809523809523808
350,ivan-ramiro-sosa,10,0.08771929824561403
351,amanuel-ghebreigzabhier,15,0.10344827586206896
352,antonio-pedrero,9,0.05806451612903226
353,dario-cataldo,16,0.06837606837606838
354,gianluca-brambilla,11,0.05913978494623656
355,andrea-vendrame,5,0.029411764705882353
356,giovanni-carboni,9,0.10227272727272728
357,nans-peters,7,0.03333333333333333
358,nicola-conci,9,0.07317073170731707
359,christopher-juul-jensen,9,0.04128440366972477
360,antonio-nibali,22,0.1527777777777778
361,kristian-sbaragli,5,0.03289473684210526
362,jhonatan-narvaez,12,0.07741935483870968
363,tobias-ludvigsson,14,0.0915032679738562
364,luca-covili,8,0.08421052631578947
365,lorenzo-rota,13,0.0718232044198895
366,salvatore-puccio,10,0.055248618784530384
367,andrea-garosio,7,0.08333333333333333
368,krists-neilands,9,0.06206896551724138
369,mirco-maestri,10,0.11627906976744186
370,jonathan-klever-caicedo,10,0.058823529411764705
371,pascal-ackermann,20,0.125
372,rudiger-selig,17,0.14049586776859505
373,davide-cimolai,11,0.06432748538011696
374,simone-consonni,10,0.053763440860215055
375,jacopo-guarnieri,18,0.11538461538461539
376,juan-jose-lobato,12,0.15584415584415584
377,egan-bernal,3,0.025
378,aleksandr-vlasov,6,0.0392156862745098
379,daniel-felipe-martinez,3,0.01875
380,joao-almeida,4,0.02531645569620253
381,tobias-foss,3,0.0375
382,lorenzo-fortunato,2,0.023529411764705882
383,louis-vervaeke,10,0.07936507936507936
384,jonathan-castroviejo,9,0.04591836734693878
385,nelson-oliveira,5,0.021834061135371178
386,matteo-badilatti,3,0.022727272727272728
387,harold-tejada,4,0.03278688524590164
388,alessandro-covi,20,0.13793103448275862
389,einer-augusto-rubio-reyes,4,0.042105263157894736
390,vadim-pronskiy,6,0.05555555555555555
391,quinten-hermans,7,0.09333333333333334
392,patrick-bevin,13,0.09219858156028368
393,rein-taaramae,6,0.03488372093023256
394,jacopo-mosca,8,0.05405405405405406
395,james-knox,10,0.05102040816326531
396,lars-van-den-berg,4,0.08333333333333333
397,jimmy-janssens,10,0.10869565217391304
398,simon-carr,6,0.06593406593406594
399,andrii-ponomar,4,0.06666666666666667
400,simon-pellaud,6,0.04838709677419355
401,simone-raccani,9,0.08333333333333333
402,filippo-zana,8,0.08602150537634409
403,vincenzo-albanese,7,0.07608695652173914
404,yukiya-arashiro,6,0.0425531914893617
405,stefano-oldani,11,0.08088235294117647
406,giovanni-aleotti,5,0.046296296296296294
407,harm-vanhoucke,9,0.04568527918781726
408,valerio-conti,21,0.1337579617834395
409,natnael-tesfatsion,12,0.13043478260869565
410,mauro-schmid,4,0.04395604395604396
411,samuele-zoccarato,14,0.18421052631578946
412,davide-gabburo,12,0.10810810810810811
413,taco-van-der-hoorn,13,0.08125
414,filippo-fiorelli,19,0.16379310344827586
415,fernando-gaviria,15,0.08196721311475409
416,max-kanter,10,0.07936507936507936
417,lawrence-naesen,20,0.16260162601626016
418,michael-hepburn,10,0.05747126436781609
419,filippo-magli2,9,0.1232876712328767
420,samuele-rivi,8,0.1
421,albert-torres,2,0.015503875968992248
422,alexander-krieger,3,0.030303030303030304
423,juan-pedro-lopez,8,0.06611570247933884
424,thymen-arensman,4,0.027586206896551724
425,lennard-kamna,10,0.07142857142857142
426,sam-oomen,1,0.006369426751592357
427,gijs-leemreize,2,0.03571428571428571
428,mauri-vansevenant,2,0.01904761904761905
429,domen-novak,24,0.19672131147540983
430,ben-tulett,3,0.041666666666666664
431,rui-costa,11,0.06043956043956044
432,ben-zwiehoff,5,0.052083333333333336
433,alessandro-tonelli,9,0.09574468085106383
434,mathieu-van-der-poel,5,0.05102040816326531
435,merhawi-kudus,2,0.014388489208633094
436,nicolas-prodhomme,3,0.02830188679245283
437,edoardo-zambanini,11,0.07746478873239436
438,diego-andres-camargo,6,0.06521739130434782
439,mattia-bais,6,0.056074766355140186
440,erik-fetter,7,0.1590909090909091
441,lilian-calmejane,7,0.04929577464788732
442,oier-lazkano,15,0.16129032258064516
443,tobias-bayer,10,0.13333333333333333
444,luca-rastelli,6,0.14285714285714285
445,ignatas-konovalovas,16,0.11764705882352941
446,otto-vergaerde,21,0.1926605504587156
447,alberto-dainese,11,0.09482758620689655
448,davide-bais,8,0.11940298507462686
449,rick-zabel,13,0.07975460122699386
450,clement-davy,10,0.12048192771084337
451,mark-cavendish,9,0.075
452,bert-van-lerberghe,8,0.06153846153846154
453,tadej-pogacar,5,0.028735632183908046
454,maximilian-schachmann,5,0.029411764705882353
455,mikel-bizkarra,5,0.040983606557377046
456,jonathan-lastra,3,0.027522935779816515
457,david-de-la-cruz,8,0.0425531914893617
458,omar-fraile,6,0.030303030303030304
459,daniel-navarro,9,0.05844155844155844
460,luis-angel-mate,9,0.060810810810810814
461,julen-amezqueta,6,0.06896551724137931
462,jesus-herrada-lopez,4,0.020833333333333332
463,mikel-iturria,4,0.03361344537815126
464,sergio-samitier,8,0.06896551724137931
465,jhojan-garcia,4,0.09090909090909091
466,david-gonzalez-lopez,3,0.11538461538461539
467,cristian-rodriguez,13,0.11711711711711711
468,gino-mader,12,0.06857142857142857
469,pierre-latour,10,0.05917159763313609
470,sergio-higuita,6,0.03508771929824561
471,odd-christian-eiking,13,0.1
472,jesus-ezquerra-muela,8,0.08163265306122448
473,jon-agirre,8,0.2222222222222222
474,jose-felix-parra,7,0.125
475,gotzon-martin,2,0.02127659574468085
476,angel-madrazo,8,0.07547169811320754
477,txomin-juaristi,9,0.2647058823529412
478,mathieu-burgaudeau,12,0.09836065573770492
479,roger-adria,4,0.06153846153846154
480,fernando-barcelo,6,0.048
481,jon-barrenetxea-golzarri,6,0.17647058823529413
482,ander-okamika,5,0.05747126436781609
483,raul-garcia-pierna,4,0.06666666666666667
484,jon-aberasturi,10,0.08695652173913043
485,julien-simon,6,0.03870967741935484
486,alexander-kamp,23,0.25555555555555554
487,andreas-leknessund,3,0.030612244897959183
488,ide-schelling,15,0.13157894736842105
489,unai-cuadrado,13,0.3333333333333333
490,urko-berrade-fernandez,9,0.11538461538461539
491,carlos-canal,3,0.04054054054054054
492,remco-evenepoel,3,0.02702702702702703
493,marc-soler,7,0.030973451327433628
494,rigoberto-uran,4,0.023255813953488372
495,igor-arrieta-lizarraga,4,0.16666666666666666
496,ibon-ruiz,10,0.30303030303030304
497,jeremy-cabot,17,0.2698412698412698
498,pelayo-sanchez-mayo,16,0.2962962962962963
499,jetse-bol,8,0.064
500,alan-jousseaume,9,0.21951219512195122
501,leon-heinschke,19,0.4222222222222222
502,tim-naberman,11,0.2558139534883721
503,elie-gesbert,13,0.104
504,matteo-trentin,11,0.062146892655367235
505,anthony-turgis,12,0.0670391061452514
506,john-degenkolb,2,0.011764705882352941
507,bryan-coquard,9,0.060810810810810814
508,luke-rowe,19,0.10160427807486631
509,niccolo-bonifazio,17,0.14912280701754385
510,thomas-scully,15,0.10135135135135136
511,alessandro-fedeli,13,0.3333333333333333
512,geoffrey-soupe,25,0.24271844660194175
513,luka-mezgec,10,0.06756756756756757
514,daniel-mclay,21,0.16279069767441862
515,michael-matthews,8,0.041025641025641026
516,damien-touze,11,0.08943089430894309
517,rohan-dennis,3,0.02040816326530612
518,yves-lampaert,1,0.008547008547008548
519,connor-swift,3,0.0234375
520,cyril-barthe,2,0.014814814814814815
521,nacer-bouhanni,8,0.1095890410958904
522,nils-eekhoff,15,0.1744186046511628
523,florian-vermeersch,12,0.0975609756097561
524,jelle-wallays,10,0.08403361344537816
525,jonas-rutsch,6,0.05504587155963303
526,jordi-meeus,9,0.08108108108108109
527,johan-jacobs,13,0.11926605504587157
528,giacomo-nizzolo,15,0.09933774834437085
529,georg-zimmermann,11,0.08148148148148149
530,silvan-dillier,9,0.06040268456375839
531,victor-koretzky,2,0.09090909090909091
532,campbell-stewart,11,0.23404255319148937
533,nathan-van-hooydonck,7,0.05185185185185185
534,loic-vliegen,24,0.19047619047619047
535,luca-mozzato,9,0.0891089108910891
536,eduard-prades,14,0.17073170731707318
537,gonzalo-serrano,8,0.06956521739130435
538,quinn-simmons,10,0.10869565217391304
539,hugo-hofstetter,9,0.061224489795918366
540,emils-liepins,9,0.08411214953271028
541,lorrenzo-manzin,23,0.22330097087378642
542,matteo-malucelli,4,0.13333333333333333
543,davide-martinelli,19,0.1919191919191919
544,jefferson-alexander-cepeda,8,0.09195402298850575
545,alan-riou,22,0.2619047619047619
546,giovanni-lonardi,8,0.12698412698412698
547,kaden-groves,8,0.07920792079207921
548,paul-ourselin,14,0.11764705882352941
549,thomas-pidcock,2,0.02631578947368421
550,jose-herrada,4,0.027777777777777776
551,marc-sarreau,11,0.12359550561797752
552,peter-kusztor,7,0.175
553,david-lozano,3,0.08108108108108109
554,sam-brand,9,0.20930232558139536
555,andrea-peron,14,0.25925925925925924
556,charles-planet,5,0.16129032258064516
557,clement-berthet,2,0.03508771929824561
558,biniam-girmay,11,0.13580246913580246
559,david-dekker,8,0.14545454545454545
560,niklas-markl,14,0.2153846153846154
561,filip-maciejuk,3,0.06
562,yevgeniy-fedorov,10,0.12195121951219512
563,sebastian-berwick,8,0.10810810810810811
564,abner-gonzalez-rivera,5,0.15151515151515152
565,alexandre-delettre,6,0.0967741935483871
566,sergio-martin,7,0.1590909090909091
567,juri-hollmann,8,0.14814814814814814
568,stephen-williams,10,0.12658227848101267
569,antoine-raugel,8,0.13333333333333333
570,michal-schlegel,3,0.10344827586206896
571,michel-hessmann,1,0.03225806451612903
572,mick-van-dijke,4,0.09302325581395349
573,christian-scaroni,4,0.10526315789473684
574,jarrad-drizners,1,0.021739130434782608
575,daan-hoole,15,0.2631578947368421
576,jonas-iversby-hvideberg,5,0.09090909090909091
577,marijn-van-den-berg,1,0.02127659574468085
578,magnus-sheffield,4,0.08695652173913043
579,taj-jones,14,0.25
580,bram-welten,8,0.1038961038961039
581,kamil-malecki,14,0.18421052631578946
582,kelland-brien,10,0.21739130434782608
583,gerben-thijssen,11,0.125
584,sam-welsford,1,0.04
585,iuri-leitao,2,0.2
586,umberto-poli,13,0.5416666666666666
587,roland-thalmann,2,0.04081632653061224
588,clement-champoussin,5,0.03816793893129771
589,joel-suter,14,0.2413793103448276
590,juan-ayuso-pesquera,5,0.09090909090909091
591,luke-plapp,4,0.07142857142857142
592,ben-healy,4,0.12121212121212122
593,pau-miquel-delgado,4,0.12121212121212122
594,anton-palzer,4,0.058823529411764705
595,yannis-voisard,5,0.12195121951219512
596,filippo-colombo1,1,0.125
597,carlos-garcia-pierna,4,0.13333333333333333
598,valentin-paret-peintre,9,0.2647058823529412
599,georg-steinhauser,3,0.13636363636363635
600,nils-brun,1,0.058823529411764705
601,johan-price-pejtersen,5,0.1388888888888889
602,colin-joyce,9,0.16363636363636364
603,nickolas-zukowsky,7,0.1320754716981132
604,floris-de-tier,13,0.12871287128712872
605,matthew-walls,15,0.36585365853658536
606,kristian-aasvold,2,0.09523809523809523
607,markus-hoelgaard,4,0.10810810810810811
608,robin-froidevaux,3,0.15789473684210525
609,lewis-askey,4,0.08
610,jay-vine,5,0.078125
611,marius-mayrhofer,11,0.44
612,reuben-thompson,1,0.06666666666666667
613,milan-vader,1,0.08333333333333333
614,alex-baudin,0,0.0
615,corbin-strong,8,0.2222222222222222
616,paul-penhoet,5,0.17857142857142858
617,derek-gee,3,0.125
618,ivan-romeo,5,0.38461538461538464
619,asbjorn-hellemose,1,0.041666666666666664
620,leo-hayter,4,0.23529411764705882
621,paul-lapeira,8,0.16666666666666666
622,matthew-dinham,1,0.09090909090909091
623,michael-vink,7,0.5
624,tim-van-dijke,1,0.0625
625,marc-brustenga-masague,9,0.23684210526315788
626,stan-van-tricht,3,0.0625
627,kim-heiduk,10,0.3125
628,alessandro-verre,7,0.2692307692307692
629,sjoerd-bax,3,0.1
630,samuel-gaze,2,0.16666666666666666
631,ewen-costiou,1,0.08333333333333333
632,luis-joe-luhrs,6,0.2727272727272727
633,andre-carvalho,13,0.2
634,mathis-le-berre,1,0.058823529411764705
635,laurence-pithie,4,0.2
636,lorenzo-germani,3,0.21428571428571427
637,harrison-wood,1,0.07692307692307693
638,cameron-scott,2,0.18181818181818182
639,martin-svrcek,8,0.5
640,martin-laas,26,0.26262626262626265
641,jensen-plowright,5,0.2631578947368421
642,joonas-henttala,14,0.5
643,corey-davis,8,0.4
644,itamar-einhorn,15,0.21428571428571427
645,benjamin-perry,10,0.29411764705882354
646,etienne-van-empel,6,0.16216216216216217
647,aaron-van-poucke,19,0.2602739726027397
648,lindsay-de-vylder,17,0.3469387755102041
649,christophe-noppe,21,0.23595505617977527
650,victor-langellotti,19,0.4418604651162791
651,matthew-gibson,10,0.45454545454545453
652,pier-andre-cote,11,0.23404255319148937
653,robbe-ghys,13,0.28888888888888886
654,simone-bevilacqua,13,0.3170731707317073
655,declan-irvine,6,0.46153846153846156
656,brandon-smith-rivera-vargas,8,0.24242424242424243
