,rider_code,nb_race_flat,nb_win_flat,nb_pod_flat,nb_top10_flat,pts_flat,avg_rnk_flat,pct_win_flat,pct_pod_flat,pct_top10_flat,avg_pts_flat
249,simone-consonni,66,0,3,21,620.0,37.301587301587304,0.0,0.045454545454545456,0.3181818181818182,9.393939393939394
250,remi-cavagna,44,1,1,1,80.0,74.1590909090909,0.022727272727272728,0.022727272727272728,0.022727272727272728,1.8181818181818181
251,hugo-hofstetter,60,1,8,35,1392.0,20.20689655172414,0.016666666666666666,0.13333333333333333,0.5833333333333334,23.2
252,ryan-gibbons,42,0,0,5,96.0,54.5609756097561,0.0,0.0,0.11904761904761904,2.2857142857142856
253,bryan-coquard,54,2,5,18,654.0,32.48076923076923,0.037037037037037035,0.09259259259259259,0.3333333333333333,12.11111111111111
254,geoffrey-soupe,50,0,0,0,8.0,70.58823529411765,0.0,0.0,0.0,0.16
255,mads-pedersen,66,3,15,25,1266.0,46.83050847457627,0.045454545454545456,0.22727272727272727,0.3787878787878788,19.181818181818183
256,jonas-koch,68,0,0,2,148.0,62.79661016949152,0.0,0.0,0.029411764705882353,2.176470588235294
257,tim-declercq,51,0,1,2,264.0,94.68085106382979,0.0,0.0196078431372549,0.0392156862745098,5.176470588235294
258,luke-rowe,49,0,0,1,148.0,87.4,0.0,0.0,0.02040816326530612,3.020408163265306
259,mathieu-burgaudeau,24,0,0,1,26.0,102.52380952380952,0.0,0.0,0.041666666666666664,1.0833333333333333
260,max-walscheid,89,1,5,22,948.0,38.674418604651166,0.011235955056179775,0.056179775280898875,0.24719101123595505,10.651685393258427
261,sam-bennett,95,18,38,50,2458.0,39.455555555555556,0.18947368421052632,0.4,0.5263157894736842,25.873684210526317
262,cees-bol,76,2,4,17,620.0,43.55072463768116,0.02631578947368421,0.05263157894736842,0.2236842105263158,8.157894736842104
263,frederik-frison,67,0,0,0,64.0,84.15517241379311,0.0,0.0,0.0,0.9552238805970149
264,ben-o-connor,41,0,0,0,0.0,68.34146341463415,0.0,0.0,0.0,0.0
265,mattia-cattaneo,32,0,0,0,0.0,74.03225806451613,0.0,0.0,0.0,0.0
266,louis-meintjes,55,0,0,0,0.0,72.48148148148148,0.0,0.0,0.0,0.0
267,aurelien-paret-peintre,25,0,0,0,2.0,50.8,0.0,0.0,0.0,0.08
268,ruben-guerreiro,36,0,0,0,0.0,63.4,0.0,0.0,0.0,0.0
269,franck-bonnamour,30,0,1,1,91.0,60.75,0.0,0.03333333333333333,0.03333333333333333,3.033333333333333
270,sergio-higuita,33,0,0,1,32.0,64.03030303030303,0.0,0.0,0.030303030303030304,0.9696969696969697
271,ion-izagirre,45,0,0,1,10.0,91.93181818181819,0.0,0.0,0.022222222222222223,0.2222222222222222
272,mark-donovan,18,0,0,0,0.0,107.17647058823529,0.0,0.0,0.0,0.0
273,pierre-latour,31,0,0,1,24.0,79.8,0.0,0.0,0.03225806451612903,0.7741935483870968
274,jonas-rutsch,38,0,0,0,92.0,72.17647058823529,0.0,0.0,0.0,2.4210526315789473
275,silvan-dillier,46,0,0,0,119.0,52.30952380952381,0.0,0.0,0.0,2.5869565217391304
276,brent-van-moer,48,0,0,0,62.0,66.02380952380952,0.0,0.0,0.0,1.2916666666666667
277,brandon-mcnulty,40,0,1,2,62.0,61.717948717948715,0.0,0.025,0.05,1.55
278,victor-de-la-parte,25,0,0,0,0.0,80.04,0.0,0.0,0.0,0.0
279,dorian-godon,41,0,0,3,70.0,61.026315789473685,0.0,0.0,0.07317073170731707,1.7073170731707317
280,fabien-doubey,22,0,0,0,5.0,56.64705882352941,0.0,0.0,0.0,0.22727272727272727
281,georg-zimmermann,26,0,0,1,62.0,75.20833333333333,0.0,0.0,0.038461538461538464,2.3846153846153846
282,bruno-armirail,36,0,0,1,28.0,96.48571428571428,0.0,0.0,0.027777777777777776,0.7777777777777778
283,ruben-fernandez,30,0,0,0,9.0,77.3,0.0,0.0,0.0,0.3
284,jonas-rickaert,49,1,2,5,316.0,56.255319148936174,0.02040816326530612,0.04081632653061224,0.10204081632653061,6.448979591836735
285,alfred-wright,45,0,0,4,120.0,66.06818181818181,0.0,0.0,0.08888888888888889,2.6666666666666665
286,stefan-bissegger,39,0,1,2,114.0,55.24324324324324,0.0,0.02564102564102564,0.05128205128205128,2.923076923076923
287,guillaume-boivin,60,0,0,2,136.0,52.16326530612245,0.0,0.0,0.03333333333333333,2.2666666666666666
288,kristian-sbaragli,38,0,0,1,38.0,61.5,0.0,0.0,0.02631578947368421,1.0
289,jasper-philipsen,73,11,30,47,2512.0,21.642857142857142,0.1506849315068493,0.410958904109589,0.6438356164383562,34.41095890410959
290,dmitriy-gruzdev,62,0,0,0,30.0,106.75925925925925,0.0,0.0,0.0,0.4838709677419355
291,lukas-postlberger,63,0,0,1,160.0,88.33333333333333,0.0,0.0,0.015873015873015872,2.5396825396825395
292,boy-van-poppel,88,0,1,7,278.0,59.21333333333333,0.0,0.011363636363636364,0.07954545454545454,3.159090909090909
293,ide-schelling,34,0,0,0,56.0,103.53333333333333,0.0,0.0,0.0,1.6470588235294117
294,danny-van-poppel,81,1,13,37,1397.0,28.35211267605634,0.012345679012345678,0.16049382716049382,0.4567901234567901,17.246913580246915
295,omer-goldstein,35,0,0,0,6.0,72.93939393939394,0.0,0.0,0.0,0.17142857142857143
296,nils-eekhoff,37,0,1,2,141.0,51.56,0.0,0.02702702702702703,0.05405405405405406,3.810810810810811
297,jelle-wallays,51,1,1,1,130.0,87.71111111111111,0.0196078431372549,0.0196078431372549,0.0196078431372549,2.549019607843137
298,jeremy-cabot,17,0,0,0,1.0,108.85714285714286,0.0,0.0,0.0,0.058823529411764705
299,christopher-froome,27,0,0,0,0.0,109.0,0.0,0.0,0.0,0.0
300,reto-hollenstein,52,0,0,0,33.0,79.38,0.0,0.0,0.0,0.6346153846153846
301,aleksandr-vlasov,31,0,0,1,31.0,38.41379310344828,0.0,0.0,0.03225806451612903,1.0
302,thomas-pidcock,18,0,3,3,237.0,77.27777777777777,0.0,0.16666666666666666,0.16666666666666666,13.166666666666666
303,matteo-jorgenson,21,0,1,1,25.0,68.4,0.0,0.047619047619047616,0.047619047619047616,1.1904761904761905
304,nick-schultz,39,0,0,0,20.0,77.58974358974359,0.0,0.0,0.0,0.5128205128205128
305,andreas-leknessund,19,0,0,0,15.0,69.0,0.0,0.0,0.0,0.7894736842105263
306,sebastian-schonberger,14,0,1,1,40.0,50.285714285714285,0.0,0.07142857142857142,0.07142857142857142,2.857142857142857
307,michael-storer,38,0,0,0,0.0,117.07894736842105,0.0,0.0,0.0,0.0
308,andrey-zeits,19,0,0,0,0.0,73.21052631578948,0.0,0.0,0.0,0.0
309,lukasz-owsian,42,0,0,0,16.0,65.47619047619048,0.0,0.0,0.0,0.38095238095238093
310,joe-dombrowski,28,0,0,0,0.0,103.89285714285714,0.0,0.0,0.0,0.0
311,kobe-goossens,21,0,0,0,0.0,77.27777777777777,0.0,0.0,0.0,0.0
312,kevin-geniets,36,0,0,2,86.0,87.51612903225806,0.0,0.0,0.05555555555555555,2.388888888888889
313,stan-dewulf,55,0,0,5,210.0,64.12,0.0,0.0,0.09090909090909091,3.8181818181818183
314,andreas-kron,44,0,0,2,95.0,82.10526315789474,0.0,0.0,0.045454545454545456,2.159090909090909
315,matis-louvel,33,0,0,4,254.0,52.4,0.0,0.0,0.12121212121212122,7.696969696969697
316,amaury-capiot,65,0,1,19,718.0,30.87719298245614,0.0,0.015384615384615385,0.2923076923076923,11.046153846153846
317,olivier-le-gac,62,0,0,1,140.0,70.2542372881356,0.0,0.0,0.016129032258064516,2.2580645161290325
318,owain-doull,49,0,1,3,194.0,72.95238095238095,0.0,0.02040816326530612,0.061224489795918366,3.9591836734693877
319,alexandr-riabushenko,23,0,0,0,2.0,83.57894736842105,0.0,0.0,0.0,0.08695652173913043
320,andrea-bagioli,15,0,1,2,65.0,83.26666666666667,0.0,0.06666666666666667,0.13333333333333333,4.333333333333333
321,luca-mozzato,48,0,5,19,742.0,32.34782608695652,0.0,0.10416666666666667,0.3958333333333333,15.458333333333334
322,alexander-krieger,34,0,0,0,75.0,59.8125,0.0,0.0,0.0,2.2058823529411766
323,john-degenkolb,51,0,2,17,621.0,26.725490196078432,0.0,0.0392156862745098,0.3333333333333333,12.176470588235293
324,florian-senechal,63,2,7,16,1159.0,45.57377049180328,0.031746031746031744,0.1111111111111111,0.25396825396825395,18.396825396825395
325,florian-vermeersch,54,1,2,4,495.0,51.4468085106383,0.018518518518518517,0.037037037037037035,0.07407407407407407,9.166666666666666
326,kamil-gradek,37,0,0,0,36.0,77.60606060606061,0.0,0.0,0.0,0.972972972972973
327,guillaume-van-keirsbulck,61,0,0,0,72.0,57.88461538461539,0.0,0.0,0.0,1.180327868852459
328,fabio-jakobsen,50,13,20,26,1549.0,30.333333333333332,0.26,0.4,0.52,30.98
329,albert-torres,35,0,0,0,0.0,91.0909090909091,0.0,0.0,0.0,0.0
330,joao-almeida,34,0,0,1,2.0,42.0625,0.0,0.0,0.029411764705882353,0.058823529411764705
331,diego-ulissi,33,0,1,1,30.0,48.06060606060606,0.0,0.030303030303030304,0.030303030303030304,0.9090909090909091
332,ben-tulett,14,0,0,0,0.0,47.214285714285715,0.0,0.0,0.0,0.0
333,pascal-eenkhoorn,37,1,1,2,194.0,70.32352941176471,0.02702702702702703,0.02702702702702703,0.05405405405405406,5.243243243243243
334,giovanni-aleotti,24,0,0,0,12.0,76.41666666666667,0.0,0.0,0.0,0.5
335,dion-smith,28,0,0,3,63.0,47.61538461538461,0.0,0.0,0.10714285714285714,2.25
336,clement-berthet,11,0,0,0,0.0,52.18181818181818,0.0,0.0,0.0,0.0
337,quinten-hermans,16,0,1,2,134.0,58.57142857142857,0.0,0.0625,0.125,8.375
338,alessandro-covi,25,0,0,2,39.0,61.095238095238095,0.0,0.0,0.08,1.56
339,jonas-gregaard,16,0,0,0,0.0,81.9375,0.0,0.0,0.0,0.0
340,stefano-oldani,28,0,0,5,123.0,62.592592592592595,0.0,0.0,0.17857142857142858,4.392857142857143
341,biniam-girmay,23,1,2,9,484.0,32.285714285714285,0.043478260869565216,0.08695652173913043,0.391304347826087,21.043478260869566
342,vadim-pronskiy,22,0,0,0,0.0,75.86363636363636,0.0,0.0,0.0,0.0
343,jenthe-biermans,70,0,0,3,212.0,54.758620689655174,0.0,0.0,0.04285714285714286,3.0285714285714285
344,amanuel-ghebreigzabhier,24,0,0,0,0.0,98.47826086956522,0.0,0.0,0.0,0.0
345,filippo-conca,13,0,0,0,0.0,85.5,0.0,0.0,0.0,0.0
346,romain-combaud,20,0,0,0,5.0,91.15,0.0,0.0,0.0,0.25
347,jake-stewart,26,0,1,4,259.0,33.45454545454545,0.0,0.038461538461538464,0.15384615384615385,9.961538461538462
348,senne-leysen,67,0,0,0,32.0,85.08928571428571,0.0,0.0,0.0,0.47761194029850745
349,attila-valter,23,0,0,0,0.0,78.30434782608695,0.0,0.0,0.0,0.0
350,barnabas-peak,30,0,1,1,100.0,81.44444444444444,0.0,0.03333333333333333,0.03333333333333333,3.3333333333333335
351,alexis-renard,28,0,2,3,150.0,62.16,0.0,0.07142857142857142,0.10714285714285714,5.357142857142857
352,lawrence-warbasse,33,0,0,0,0.0,54.45454545454545,0.0,0.0,0.0,0.0
353,gijs-van-hoecke,58,0,0,0,84.0,63.265306122448976,0.0,0.0,0.0,1.4482758620689655
354,fabian-lienhard,44,0,0,4,105.0,53.26315789473684,0.0,0.0,0.09090909090909091,2.3863636363636362
355,attilio-viviani,39,0,0,0,0.0,69.35135135135135,0.0,0.0,0.0,0.0
356,david-dekker,23,0,2,4,91.0,47.8235294117647,0.0,0.08695652173913043,0.17391304347826086,3.9565217391304346
357,ryan-mullen,59,0,0,1,69.0,77.56521739130434,0.0,0.0,0.01694915254237288,1.1694915254237288
358,max-kanter,46,0,3,18,392.0,30.75609756097561,0.0,0.06521739130434782,0.391304347826087,8.521739130434783
359,niklas-markl,41,0,0,1,66.0,67.23333333333333,0.0,0.0,0.024390243902439025,1.6097560975609757
360,emils-liepins,47,0,0,10,224.0,47.97727272727273,0.0,0.0,0.2127659574468085,4.76595744680851
361,lionel-taminiaux,52,0,0,5,147.0,46.75,0.0,0.0,0.09615384615384616,2.826923076923077
362,filip-maciejuk,17,0,0,0,15.0,74.11764705882354,0.0,0.0,0.0,0.8823529411764706
363,yevgeniy-fedorov,24,0,0,0,23.0,63.04761904761905,0.0,0.0,0.0,0.9583333333333334
364,stanislaw-aniolkowski,48,0,0,9,326.0,34.292682926829265,0.0,0.0,0.1875,6.791666666666667
365,fernando-gaviria,64,3,15,31,1055.0,21.875,0.046875,0.234375,0.484375,16.484375
366,charlie-quarterman,16,0,0,0,0.0,97.75,0.0,0.0,0.0,0.0
367,clement-davy,38,0,0,0,19.0,101.74285714285715,0.0,0.0,0.0,0.5
368,julius-van-den-berg,56,1,1,2,80.0,90.86274509803921,0.017857142857142856,0.017857142857142856,0.03571428571428571,1.4285714285714286
369,alvaro-jose-hodeg,36,3,7,16,517.0,42.73529411764706,0.08333333333333333,0.19444444444444445,0.4444444444444444,14.36111111111111
370,florian-stork,18,0,0,0,10.0,97.6875,0.0,0.0,0.0,0.5555555555555556
371,tom-bohli,71,0,0,0,57.0,87.73214285714286,0.0,0.0,0.0,0.8028169014084507
372,antonio-tiberi,20,0,0,0,0.0,59.89473684210526,0.0,0.0,0.0,0.0
373,ethan-hayter,18,0,0,1,84.0,43.125,0.0,0.0,0.05555555555555555,4.666666666666667
374,samuele-battistella,28,1,1,3,108.0,95.38461538461539,0.03571428571428571,0.03571428571428571,0.10714285714285714,3.857142857142857
375,sylvain-moniquet,20,0,0,0,0.0,111.29411764705883,0.0,0.0,0.0,0.0
376,marco-brenner,12,0,0,0,0.0,56.63636363636363,0.0,0.0,0.0,0.0
377,mark-padun,28,0,0,0,0.0,90.77777777777777,0.0,0.0,0.0,0.0
378,felix-gall,14,0,0,0,3.0,74.27272727272727,0.0,0.0,0.0,0.21428571428571427
379,lucas-hamilton,39,0,0,0,0.0,77.91891891891892,0.0,0.0,0.0,0.0
380,simon-carr,22,0,0,0,7.0,115.54545454545455,0.0,0.0,0.0,0.3181818181818182
381,sean-quinn,11,0,0,0,0.0,69.27272727272727,0.0,0.0,0.0,0.0
382,sebastian-berwick,17,0,0,0,0.0,107.3125,0.0,0.0,0.0,0.0
383,steff-cras,28,0,0,0,0.0,75.76,0.0,0.0,0.0,0.0
384,mauri-vansevenant,17,0,0,0,0.0,83.875,0.0,0.0,0.0,0.0
385,idar-andersen,5,0,0,0,0.0,70.6,0.0,0.0,0.0,0.0
386,abner-gonzalez-rivera,5,0,0,0,0.0,71.8,0.0,0.0,0.0,0.0
387,william-barta,29,0,0,0,0.0,95.51851851851852,0.0,0.0,0.0,0.0
388,laurens-huys,11,0,0,0,0.0,80.9,0.0,0.0,0.0,0.0
389,thomas-champion,18,0,0,0,0.0,98.42857142857143,0.0,0.0,0.0,0.0
390,eduard-prades,19,0,1,1,72.0,35.266666666666666,0.0,0.05263157894736842,0.05263157894736842,3.789473684210526
391,alexandre-delettre,18,0,0,0,5.0,77.6,0.0,0.0,0.0,0.2777777777777778
392,sergio-martin,16,0,0,0,0.0,82.375,0.0,0.0,0.0,0.0
393,juri-hollmann,23,0,0,0,30.0,72.80952380952381,0.0,0.0,0.0,1.3043478260869565
394,oscar-rodriguez,28,0,0,0,5.0,80.92592592592592,0.0,0.0,0.0,0.17857142857142858
395,hugo-page,19,0,2,3,89.0,38.0625,0.0,0.10526315789473684,0.15789473684210525,4.684210526315789
396,stephen-williams,10,0,0,0,0.0,120.25,0.0,0.0,0.0,0.0
397,jhonatan-narvaez,44,0,0,2,126.0,84.95238095238095,0.0,0.0,0.045454545454545456,2.8636363636363638
398,antoine-raugel,27,0,0,0,12.0,63.78260869565217,0.0,0.0,0.0,0.4444444444444444
399,zdenek-stybar,51,1,3,6,491.0,55.224489795918366,0.0196078431372549,0.058823529411764705,0.11764705882352941,9.627450980392156
400,michal-schlegel,6,0,0,0,0.0,62.2,0.0,0.0,0.0,0.0
401,michel-hessmann,13,0,0,0,0.0,90.5,0.0,0.0,0.0,0.0
402,rui-oliveira,58,0,0,1,102.0,66.86538461538461,0.0,0.0,0.017241379310344827,1.7586206896551724
403,mick-van-dijke,21,0,0,1,56.0,63.27777777777778,0.0,0.0,0.047619047619047616,2.6666666666666665
404,anders-skaarseth,39,0,0,0,39.0,63.84848484848485,0.0,0.0,0.0,1.0
405,julen-amezqueta,17,0,0,0,0.0,88.82352941176471,0.0,0.0,0.0,0.0
406,jonathan-milan,22,0,1,2,52.0,64.84210526315789,0.0,0.045454545454545456,0.09090909090909091,2.3636363636363638
407,christian-scaroni,7,0,0,0,20.0,72.85714285714286,0.0,0.0,0.0,2.857142857142857
408,jarrad-drizners,17,0,0,0,0.0,98.17647058823529,0.0,0.0,0.0,0.0
409,daan-hoole,24,0,0,0,25.0,81.23809523809524,0.0,0.0,0.0,1.0416666666666667
410,jonas-iversby-hvideberg,21,0,0,0,13.0,72.70588235294117,0.0,0.0,0.0,0.6190476190476191
411,marijn-van-den-berg,22,0,0,5,94.0,26.904761904761905,0.0,0.0,0.22727272727272727,4.2727272727272725
412,magnus-sheffield,19,0,0,0,37.0,49.76470588235294,0.0,0.0,0.0,1.9473684210526316
413,juan-sebastian-molano,55,2,4,15,445.0,45.87755102040816,0.03636363636363636,0.07272727272727272,0.2727272727272727,8.090909090909092
414,taj-jones,29,0,0,1,17.0,79.82608695652173,0.0,0.0,0.034482758620689655,0.5862068965517241
415,bram-welten,54,1,1,14,561.0,46.61702127659574,0.018518518518518517,0.018518518518518517,0.25925925925925924,10.38888888888889
416,peter-kusztor,13,0,0,0,0.0,63.61538461538461,0.0,0.0,0.0,0.0
417,kamil-malecki,20,0,0,0,8.0,95.58823529411765,0.0,0.0,0.0,0.4
418,diego-andres-camargo,18,0,0,0,0.0,124.5,0.0,0.0,0.0,0.0
419,david-lozano,12,0,0,0,18.0,86.16666666666667,0.0,0.0,0.0,1.5
420,julius-johansen,36,0,0,0,10.0,76.97058823529412,0.0,0.0,0.0,0.2777777777777778
421,yevgeniy-gidich,43,0,0,2,35.0,73.39393939393939,0.0,0.0,0.046511627906976744,0.813953488372093
422,bert-van-lerberghe,71,0,0,6,306.0,46.32835820895522,0.0,0.0,0.08450704225352113,4.309859154929577
423,kelland-brien,21,0,0,1,65.0,101.52941176470588,0.0,0.0,0.047619047619047616,3.0952380952380953
424,gerben-thijssen,48,2,6,16,573.0,35.09756097560975,0.041666666666666664,0.125,0.3333333333333333,11.9375
425,jacopo-mosca,37,0,0,1,16.0,67.5945945945946,0.0,0.0,0.02702702702702703,0.43243243243243246
426,sam-welsford,17,0,2,5,148.0,36.529411764705884,0.0,0.11764705882352941,0.29411764705882354,8.705882352941176
427,salvatore-puccio,39,0,0,0,5.0,92.71794871794872,0.0,0.0,0.0,0.1282051282051282
428,iuri-leitao,5,0,0,0,0.0,48.0,0.0,0.0,0.0,0.0
429,andrea-peron,21,0,0,1,12.0,42.11764705882353,0.0,0.0,0.047619047619047616,0.5714285714285714
430,umberto-poli,8,0,0,0,0.0,141.66666666666666,0.0,0.0,0.0,0.0
431,antwan-tolhoek,23,0,0,0,0.0,105.61904761904762,0.0,0.0,0.0,0.0
432,carl-fredrik-hagen,24,0,0,0,0.0,65.0,0.0,0.0,0.0,0.0
433,merhawi-kudus,30,0,0,0,0.0,58.9,0.0,0.0,0.0,0.0
434,victor-campenaerts,55,1,1,4,301.0,53.54716981132076,0.01818181818181818,0.01818181818181818,0.07272727272727272,5.472727272727273
435,gino-mader,37,0,0,0,0.0,67.10810810810811,0.0,0.0,0.0,0.0
436,simone-petilli,30,0,0,0,0.0,91.23333333333333,0.0,0.0,0.0,0.0
437,andrea-garosio,12,0,0,0,0.0,86.91666666666667,0.0,0.0,0.0,0.0
438,loic-vliegen,42,0,0,2,102.0,68.30555555555556,0.0,0.0,0.047619047619047616,2.4285714285714284
439,matteo-badilatti,21,0,0,0,0.0,108.33333333333333,0.0,0.0,0.0,0.0
440,stefan-de-bod,32,0,0,0,0.0,72.3125,0.0,0.0,0.0,0.0
441,sep-vanmarcke,55,1,2,5,526.0,63.520833333333336,0.01818181818181818,0.03636363636363636,0.09090909090909091,9.563636363636364
442,daniel-navarro,31,0,0,0,0.0,103.76666666666667,0.0,0.0,0.0,0.0
443,timo-roosen,49,0,1,3,177.0,60.361702127659576,0.0,0.02040816326530612,0.061224489795918366,3.6122448979591835
444,pieter-serry,41,0,0,0,0.0,111.66666666666667,0.0,0.0,0.0,0.0
445,antonio-nibali,25,0,0,0,5.0,115.75,0.0,0.0,0.0,0.2
446,floris-de-tier,20,0,0,0,0.0,103.05882352941177,0.0,0.0,0.0,0.0
447,itamar-einhorn,35,0,0,6,174.0,44.62068965517241,0.0,0.0,0.17142857142857143,4.9714285714285715
448,nicola-conci,21,0,0,0,0.0,93.38095238095238,0.0,0.0,0.0,0.0
449,rudiger-selig,60,0,1,3,169.0,45.35849056603774,0.0,0.016666666666666666,0.05,2.816666666666667
450,daniel-mclay,54,1,2,10,361.0,50.41304347826087,0.018518518518518517,0.037037037037037035,0.18518518518518517,6.685185185185185
451,benjamin-perry,17,0,0,0,25.0,89.0,0.0,0.0,0.0,1.4705882352941178
452,ivo-emanuel-alves,31,0,0,0,5.0,73.04347826086956,0.0,0.0,0.0,0.16129032258064516
453,jakub-mareczko,46,0,1,15,295.0,34.906976744186046,0.0,0.021739130434782608,0.32608695652173914,6.413043478260869
454,kristoffer-halvorsen,48,0,1,11,370.0,41.21212121212121,0.0,0.020833333333333332,0.22916666666666666,7.708333333333333
455,callum-scotson,45,0,0,0,5.0,117.02564102564102,0.0,0.0,0.0,0.1111111111111111
456,tom-devriendt,58,0,0,7,256.0,63.46153846153846,0.0,0.0,0.1206896551724138,4.413793103448276
457,shane-archbold,51,0,0,1,26.0,83.06521739130434,0.0,0.0,0.0196078431372549,0.5098039215686274
458,valerio-conti,30,0,0,0,0.0,101.25925925925925,0.0,0.0,0.0,0.0
459,gonzalo-serrano,21,0,0,1,33.0,70.95,0.0,0.0,0.047619047619047616,1.5714285714285714
460,etienne-van-empel,16,0,0,0,5.0,83.76923076923077,0.0,0.0,0.0,0.3125
461,aaron-van-poucke,33,0,0,0,34.0,52.92,0.0,0.0,0.0,1.0303030303030303
462,juan-jose-lobato,23,0,1,2,82.0,41.904761904761905,0.0,0.043478260869565216,0.08695652173913043,3.5652173913043477
463,lindsay-de-vylder,29,0,0,0,32.0,47.56521739130435,0.0,0.0,0.0,1.103448275862069
464,harm-vanhoucke,45,0,0,0,0.0,102.97777777777777,0.0,0.0,0.0,0.0
465,christophe-noppe,68,0,1,9,264.0,56.37735849056604,0.0,0.014705882352941176,0.1323529411764706,3.8823529411764706
466,urko-berrade-fernandez,15,0,0,0,9.0,64.58333333333333,0.0,0.0,0.0,0.6
467,jon-aberasturi,38,0,1,15,280.0,32.114285714285714,0.0,0.02631578947368421,0.39473684210526316,7.368421052631579
468,victor-langellotti,11,0,0,0,0.0,94.22222222222223,0.0,0.0,0.0,0.0
469,matthew-gibson,16,0,0,1,4.0,68.0,0.0,0.0,0.0625,0.25
470,pier-andre-cote,28,0,0,1,63.0,51.13636363636363,0.0,0.0,0.03571428571428571,2.25
471,robbe-ghys,34,0,0,1,71.0,84.70833333333333,0.0,0.0,0.029411764705882353,2.088235294117647
472,simone-bevilacqua,11,0,0,0,0.0,92.55555555555556,0.0,0.0,0.0,0.0
473,matteo-malucelli,15,0,0,4,41.0,46.30769230769231,0.0,0.0,0.26666666666666666,2.7333333333333334
474,yuriy-natarov,19,0,0,0,0.0,84.41176470588235,0.0,0.0,0.0,0.0
475,james-knox,34,0,0,0,0.0,95.17647058823529,0.0,0.0,0.0,0.0
476,lluis-guillermo-mas,37,0,0,0,42.0,70.8529411764706,0.0,0.0,0.0,1.135135135135135
477,miles-scotson,59,0,0,0,21.0,75.6,0.0,0.0,0.0,0.3559322033898305
478,rohan-dennis,26,0,0,0,0.0,119.56,0.0,0.0,0.0,0.0
479,sam-brand,16,0,0,0,0.0,98.6,0.0,0.0,0.0,0.0
480,declan-irvine,6,0,0,0,0.0,80.5,0.0,0.0,0.0,0.0
481,marc-sarreau,40,1,4,16,513.0,26.515151515151516,0.025,0.1,0.4,12.825
482,charles-planet,12,0,0,0,0.0,93.1,0.0,0.0,0.0,0.0
483,chris-harper,17,0,0,1,3.0,65.6470588235294,0.0,0.0,0.058823529411764705,0.17647058823529413
484,mattias-skjelmose-jensen,11,0,0,0,0.0,58.18181818181818,0.0,0.0,0.0,0.0
485,fausto-masnada,23,0,0,1,1.0,65.0,0.0,0.0,0.043478260869565216,0.043478260869565216
486,ben-zwiehoff,22,0,0,0,5.0,83.95,0.0,0.0,0.0,0.22727272727272727
487,jaakko-hanninen,24,0,0,0,0.0,81.5,0.0,0.0,0.0,0.0
488,francois-bidard,21,0,0,0,0.0,78.95238095238095,0.0,0.0,0.0,0.0
489,antonio-pedrero,28,0,0,0,0.0,109.1923076923077,0.0,0.0,0.0,0.0
490,brandon-smith-rivera-vargas,7,0,0,0,0.0,87.71428571428571,0.0,0.0,0.0,0.0
491,hector-carretero,33,0,0,0,0.0,103.86666666666666,0.0,0.0,0.0,0.0
492,wesley-kreder,64,0,0,0,43.0,76.19298245614036,0.0,0.0,0.0,0.671875
493,kevin-colleoni,7,0,0,0,0.0,95.28571428571429,0.0,0.0,0.0,0.0
494,ivan-ramiro-sosa,21,0,0,0,0.0,104.0,0.0,0.0,0.0,0.0
495,inigo-elosegui,16,0,0,0,5.0,54.6,0.0,0.0,0.0,0.3125
496,lasse-norman-leth,33,0,0,0,25.0,90.34782608695652,0.0,0.0,0.0,0.7575757575757576
497,martin-laas,44,0,2,4,132.0,67.90322580645162,0.0,0.045454545454545456,0.09090909090909091,3.0
498,hermann-pernsteiner,24,0,0,0,0.0,63.291666666666664,0.0,0.0,0.0,0.0
499,mikel-bizkarra,18,0,0,0,0.0,129.8235294117647,0.0,0.0,0.0,0.0
500,damien-howson,32,0,0,0,0.0,94.74193548387096,0.0,0.0,0.0,0.0
501,jose-herrada,23,0,0,0,20.0,102.47826086956522,0.0,0.0,0.0,0.8695652173913043
502,mikel-iturria,22,0,0,0,0.0,116.0,0.0,0.0,0.0,0.0
503,fernando-barcelo,17,0,0,0,18.0,77.0,0.0,0.0,0.0,1.0588235294117647
504,jonathan-lastra,19,0,0,0,0.0,79.22222222222223,0.0,0.0,0.0,0.0
505,luis-angel-mate,25,0,0,0,0.0,81.17391304347827,0.0,0.0,0.0,0.0
506,jetse-bol,29,0,0,0,1.0,65.55555555555556,0.0,0.0,0.0,0.034482758620689655
507,damien-touze,49,0,0,0,110.0,48.19512195121951,0.0,0.0,0.0,2.2448979591836733
508,yukiya-arashiro,27,0,0,0,30.0,82.84615384615384,0.0,0.0,0.0,1.1111111111111112
509,sergio-samitier,18,0,0,0,0.0,94.88888888888889,0.0,0.0,0.0,0.0
510,nathan-van-hooydonck,38,0,1,2,222.0,66.0,0.0,0.02631578947368421,0.05263157894736842,5.842105263157895
511,angel-madrazo,18,0,0,0,0.0,86.23529411764706,0.0,0.0,0.0,0.0
512,jesus-ezquerra-muela,23,0,0,1,20.0,46.05263157894737,0.0,0.0,0.043478260869565216,0.8695652173913043
513,domen-novak,22,0,0,0,0.0,136.31578947368422,0.0,0.0,0.0,0.0
514,alex-kirsch,60,0,0,0,62.0,82.67307692307692,0.0,0.0,0.0,1.0333333333333334
515,rasmus-tiller,45,1,3,9,505.0,62.3235294117647,0.022222222222222223,0.06666666666666667,0.2,11.222222222222221
