,Rnk,BIB,H2H,Rider,Age,Team,UCI,Pnt,Time,race_code,,Avg
9602,31,165,,D'HEYGERE GilMinerva Cycling,24,Minerva Cycling,,,",,0:00",gooikse-pijl/2022,,
9603,32,137,,JENSEN AugustHuman Powered Health,31,Human Powered Health,,,",,0:00",gooikse-pijl/2022,,
9604,33,14,,BEULLENS CedricLotto Soudal,25,Lotto Soudal,,,",,0:00",gooikse-pijl/2022,,
9605,34,84,,JACOBS JohanMovistar Team,25,Movistar Team,,,",,0:00",gooikse-pijl/2022,,
9606,35,113,,DE BONDT DriesAlpecin-Deceuninck,31,Alpecin-Deceuninck,,,",,0:00",gooikse-pijl/2022,,
9607,36,171,,TOWNSEND RoryWiV SunGod,27,WiV SunGod,,,",,0:00",gooikse-pijl/2022,,
9608,37,243,,DE RYCK RobbeXSpeed United Continental,21,XSpeed United Continental,,,",,0:00",gooikse-pijl/2022,,
9609,38,162,,SAVER KasperMinerva Cycling,21,Minerva Cycling,,,",,0:00",gooikse-pijl/2022,,
9610,39,182,,MCDUNPHY ConnEvoPro Racing,25,EvoPro Racing,,,",,0:00",gooikse-pijl/2022,,
9611,40,116,,DEHAIRS SimonAlpecin-Deceuninck,21,Alpecin-Deceuninck,,,",,0:00",gooikse-pijl/2022,,
9612,41,87,,TORRES AlbertMovistar Team,32,Movistar Team,,,",,0:00",gooikse-pijl/2022,,
9613,42,234,,LARSÉN RichardMotala AIF Serneke Allebike,32,Motala AIF Serneke Allebike,,,",,0:00",gooikse-pijl/2022,,
9614,43,236,,LENNARTSSON HugoMotala AIF Serneke Allebike,19,Motala AIF Serneke Allebike,,,",,0:00",gooikse-pijl/2022,,
9615,44,136,,DE VOS AdamHuman Powered Health,28,Human Powered Health,,,",,0:00",gooikse-pijl/2022,,
9616,45,76,,STEWART CampbellTeam BikeExchange - Jayco,24,Team BikeExchange - Jayco,,,",,0:00",gooikse-pijl/2022,,
9617,46,172,,SCOTT RobertWiV SunGod,24,WiV SunGod,,,",,0:00",gooikse-pijl/2022,,
9618,47,12,,CAMPENAERTS VictorLotto Soudal,30,Lotto Soudal,,,",,0:00",gooikse-pijl/2022,,
9619,48,96,,VANHOOF WardSport Vlaanderen - Baloise,23,Sport Vlaanderen - Baloise,,,",,0:00",gooikse-pijl/2022,,
9620,49,83,,ERVITI ImanolMovistar Team,38,Movistar Team,,,",,0:00",gooikse-pijl/2022,,
9621,50,125,,LØLAND Sakarias KollerUno-X Pro Cycling Team,20,Uno-X Pro Cycling Team,,,0:060:06,gooikse-pijl/2022,,
9622,51,147,,RELAES JacobTarteletto - Isorex,26,Tarteletto - Isorex,,,",,0:06",gooikse-pijl/2022,,
9623,52,16,,VAN MOER BrentLotto Soudal,24,Lotto Soudal,,,",,0:06",gooikse-pijl/2022,,
9624,53,71,,REINDERS ElmarTeam BikeExchange - Jayco,30,Team BikeExchange - Jayco,,,",,0:06",gooikse-pijl/2022,,
9625,54,112,,KIELICH TimoAlpecin-Deceuninck,23,Alpecin-Deceuninck,,,",,0:06",gooikse-pijl/2022,,
9626,55,246,,MORRIS SamXSpeed United Continental,27,XSpeed United Continental,,,",,0:06",gooikse-pijl/2022,,
9627,56,131,,AASVOLD KristianHuman Powered Health,27,Human Powered Health,,,",,0:06",gooikse-pijl/2022,,
9628,57,36,,VANMARCKE SepIsrael - Premier Tech,34,Israel - Premier Tech,,,",,0:06",gooikse-pijl/2022,,
9629,58,231,,KAGEVI CarlMotala AIF Serneke Allebike,20,Motala AIF Serneke Allebike,,,",,0:06",gooikse-pijl/2022,,
9630,59,124,,RESELL Erik NordsæterUno-X Pro Cycling Team,25,Uno-X Pro Cycling Team,,,",,0:06",gooikse-pijl/2022,,
9631,60,167,,VAN SCHOOR MatthewMinerva Cycling,22,Minerva Cycling,,,",,0:06",gooikse-pijl/2022,,
9632,61,56,,CARVALHO AndreCofidis,24,Cofidis,,,",,0:06",gooikse-pijl/2022,,
9633,62,94,,DENS TuurSport Vlaanderen - Baloise,22,Sport Vlaanderen - Baloise,,,",,0:06",gooikse-pijl/2022,,
9634,63,67,,WIŚNIOWSKI ŁukaszEF Education-EasyPost,30,EF Education-EasyPost,,,",,0:06",gooikse-pijl/2022,,
9635,64,157,,VIDTS ObieTeam Elevate p/b Home Solution Soenens,20,Team Elevate p/b Home Solution Soenens,,,",,0:06",gooikse-pijl/2022,,
9636,65,117,,OSBORNE JasonAlpecin-Deceuninck,28,Alpecin-Deceuninck,,,",,0:06",gooikse-pijl/2022,,
9637,66,72,,GROVES KadenTeam BikeExchange - Jayco,23,Team BikeExchange - Jayco,,,",,0:06",gooikse-pijl/2022,,
9638,67,6,,VAN LERBERGHE BertQuick-Step Alpha Vinyl Team,29,Quick-Step Alpha Vinyl Team,,,0:150:15,gooikse-pijl/2022,,
9639,68,233,,JAGERSTÅL NiklasMotala AIF Serneke Allebike,23,Motala AIF Serneke Allebike,,,",,0:15",gooikse-pijl/2022,,
9640,69,55,,KREDER WesleyCofidis,31,Cofidis,,,",,0:15",gooikse-pijl/2022,,
9641,70,17,,VERMEERSCH FlorianLotto Soudal,23,Lotto Soudal,,,0:200:20,gooikse-pijl/2022,,
9642,71,53,,DELETTRE AlexandreCofidis,24,Cofidis,,,0:260:26,gooikse-pijl/2022,,
9643,72,27,,VAN POPPEL BoyIntermarché - Wanty - Gobert Matériaux,34,Intermarché - Wanty - Gobert Matériaux,,,0:290:29,gooikse-pijl/2022,,
9644,73,163,,VAN DYCK JarneMinerva Cycling,20,Minerva Cycling,,,0:300:30,gooikse-pijl/2022,,
9645,74,1,,JAKOBSEN FabioQuick-Step Alpha Vinyl Team,26,Quick-Step Alpha Vinyl Team,,,0:320:32,gooikse-pijl/2022,,
9646,75,153,,CLYNHENS ToonTeam Elevate p/b Home Solution Soenens,21,Team Elevate p/b Home Solution Soenens,,,0:370:37,gooikse-pijl/2022,,
9647,76,156,,VANGHELUWE WarreTeam Elevate p/b Home Solution Soenens,21,Team Elevate p/b Home Solution Soenens,,,",,0:37",gooikse-pijl/2022,,
9648,77,186,,WADE AaronEvoPro Racing,21,EvoPro Racing,,,0:390:39,gooikse-pijl/2022,,
9649,78,175,,WHITEHEAD JoshWiV SunGod,22,WiV SunGod,,,",,0:39",gooikse-pijl/2022,,
9650,79,123,,KULSET KristianUno-X Pro Cycling Team,26,Uno-X Pro Cycling Team,,,",,0:39",gooikse-pijl/2022,,
9651,80,65,,RUTSCH JonasEF Education-EasyPost,24,EF Education-EasyPost,,,",,0:39",gooikse-pijl/2022,,
9652,81,42,,GAMPER PatrickBORA - hansgrohe,25,BORA - hansgrohe,,,",,0:39",gooikse-pijl/2022,,
9653,82,13,,GRIGNARD SébastienLotto Soudal,23,Lotto Soudal,,,",,0:39",gooikse-pijl/2022,,
9654,83,144,,EYSKENS JeroenTarteletto - Isorex,29,Tarteletto - Isorex,,,0:410:41,gooikse-pijl/2022,,
9655,84,145,,VANOVERSCHELDE KobeTarteletto - Isorex,34,Tarteletto - Isorex,,,",,0:41",gooikse-pijl/2022,,
9656,85,91,,DE VYLDER LindsaySport Vlaanderen - Baloise,27,Sport Vlaanderen - Baloise,,,",,0:41",gooikse-pijl/2022,,
9657,86,154,,DE JAEGER ArthurTeam Elevate p/b Home Solution Soenens,20,Team Elevate p/b Home Solution Soenens,,,",,0:41",gooikse-pijl/2022,,
9658,87,152,,CLAEYS ArnoTeam Elevate p/b Home Solution Soenens,22,Team Elevate p/b Home Solution Soenens,,,",,0:41",gooikse-pijl/2022,,
9659,88,92,,DE PESTEL SanderSport Vlaanderen - Baloise,23,Sport Vlaanderen - Baloise,,,",,0:41",gooikse-pijl/2022,,
9660,89,52,,CHAMPION ThomasCofidis,23,Cofidis,,,",,0:41",gooikse-pijl/2022,,
9661,90,192,,DE LANGE ThijsMetec - SOLARWATT p/b Mantel,27,Metec - SOLARWATT p/b Mantel,,,",,0:41",gooikse-pijl/2022,,
9662,91,107,,VANDEPITTE NathanBingoal Pauwels Sauces WB,22,Bingoal Pauwels Sauces WB,,,",,0:41",gooikse-pijl/2022,,
9663,92,141,,TEUGELS LennertTarteletto - Isorex,29,Tarteletto - Isorex,,,",,0:41",gooikse-pijl/2022,,
9664,93,63,,KEUKELEIRE JensEF Education-EasyPost,33,EF Education-EasyPost,,,",,0:41",gooikse-pijl/2022,,
9665,94,74,,KONYCHEV AlexanderTeam BikeExchange - Jayco,24,Team BikeExchange - Jayco,,,",,0:41",gooikse-pijl/2022,,
9666,95,114,,PLANCKAERT EdwardAlpecin-Deceuninck,27,Alpecin-Deceuninck,,,0:480:48,gooikse-pijl/2022,,
9667,96,62,,HEALY BenEF Education-EasyPost,22,EF Education-EasyPost,,,0:520:52,gooikse-pijl/2022,,
9668,97,204,,DE VOS YoupVolkerWessels Cycling Team,18,VolkerWessels Cycling Team,,,1:221:22,gooikse-pijl/2022,,
9669,98,237,,VERNERSSON LukasMotala AIF Serneke Allebike,20,Motala AIF Serneke Allebike,,,1:241:24,gooikse-pijl/2022,,
9670,99,105,,REX LaurenzBingoal Pauwels Sauces WB,22,Bingoal Pauwels Sauces WB,,,1:291:29,gooikse-pijl/2022,,
9671,100,122,,ABRAHAMSEN JonasUno-X Pro Cycling Team,26,Uno-X Pro Cycling Team,,,1:481:48,gooikse-pijl/2022,,
9672,101,115,,THWAITES ScottAlpecin-Deceuninck,32,Alpecin-Deceuninck,,,",,1:48",gooikse-pijl/2022,,
9673,102,235,,MÅRD FilipMotala AIF Serneke Allebike,18,Motala AIF Serneke Allebike,,,",,1:48",gooikse-pijl/2022,,
9674,103,104,,PEYSKENS DimitriBingoal Pauwels Sauces WB,30,Bingoal Pauwels Sauces WB,,,",,1:48",gooikse-pijl/2022,,
9675,104,103,,BERNARD ThibautBingoal Pauwels Sauces WB,19,Bingoal Pauwels Sauces WB,,,",,1:48",gooikse-pijl/2022,,
9676,105,176,,BARNES TobyWiV SunGod,21,WiV SunGod,,,",,1:48",gooikse-pijl/2022,,
9677,106,26,,VAN KESSEL CornéIntermarché - Wanty - Gobert Matériaux,31,Intermarché - Wanty - Gobert Matériaux,,,2:082:08,gooikse-pijl/2022,,
9678,107,22,,CLAEYS DimitriIntermarché - Wanty - Gobert Matériaux,35,Intermarché - Wanty - Gobert Matériaux,,,",,2:08",gooikse-pijl/2022,,
9679,108,3,,DEVENYNS DriesQuick-Step Alpha Vinyl Team,39,Quick-Step Alpha Vinyl Team,,,2:562:56,gooikse-pijl/2022,,
9680,109,61,,DOULL OwainEF Education-EasyPost,29,EF Education-EasyPost,,,",,2:56",gooikse-pijl/2022,,
9681,110,2,,CAVENDISH MarkQuick-Step Alpha Vinyl Team,37,Quick-Step Alpha Vinyl Team,,,",,2:56",gooikse-pijl/2022,,
9682,111,202,,KROONEN MaxVolkerWessels Cycling Team,22,VolkerWessels Cycling Team,,,",,2:56",gooikse-pijl/2022,,
9683,112,64,,SCULLY TomEF Education-EasyPost,32,EF Education-EasyPost,,,",,2:56",gooikse-pijl/2022,,
9684,113,195,,MARSMAN TimMetec - SOLARWATT p/b Mantel,21,Metec - SOLARWATT p/b Mantel,,,",,2:56",gooikse-pijl/2022,,
9685,114,194,,HABETS JordanMetec - SOLARWATT p/b Mantel,20,Metec - SOLARWATT p/b Mantel,,,",,2:56",gooikse-pijl/2022,,
9686,115,245,,CARTER John XSpeed United Continental,19,XSpeed United Continental,,,",,2:56",gooikse-pijl/2022,,
9687,116,43,,HALLER MarcoBORA - hansgrohe,31,BORA - hansgrohe,,,",,2:56",gooikse-pijl/2022,,
9688,117,44,,LAAS MartinBORA - hansgrohe,29,BORA - hansgrohe,,,",,2:56",gooikse-pijl/2022,,
9689,118,121,,SAUGSTAD LarsUno-X Pro Cycling Team,25,Uno-X Pro Cycling Team,,,",,2:56",gooikse-pijl/2022,,
9690,119,102,,LAUK Karl PatrickBingoal Pauwels Sauces WB,25,Bingoal Pauwels Sauces WB,,,",,2:56",gooikse-pijl/2022,,
9691,120,47,,SCHELLING IdeBORA - hansgrohe,24,BORA - hansgrohe,,,",,2:56",gooikse-pijl/2022,,
9692,121,5,,KEISSE IljoQuick-Step Alpha Vinyl Team,39,Quick-Step Alpha Vinyl Team,,,",,2:56",gooikse-pijl/2022,,
9693,122,196,,TULNER RensMetec - SOLARWATT p/b Mantel,24,Metec - SOLARWATT p/b Mantel,,,",,2:56",gooikse-pijl/2022,,
9694,123,132,,BASSETT StephenHuman Powered Health,27,Human Powered Health,,,",,2:56",gooikse-pijl/2022,,
9695,124,73,,JUUL-JENSEN ChristopherTeam BikeExchange - Jayco,33,Team BikeExchange - Jayco,,,",,2:56",gooikse-pijl/2022,,
9696,125,34,,JONES TajIsrael - Premier Tech,22,Israel - Premier Tech,,,3:183:18,gooikse-pijl/2022,,
9697,126,106,,ROBEET LudovicBingoal Pauwels Sauces WB,28,Bingoal Pauwels Sauces WB,,,4:004:00,gooikse-pijl/2022,,
9698,DNF,244,,SILLANKORVA JaakkoXSpeed United Continental,22,XSpeed United Continental,,,-,gooikse-pijl/2022,,
9699,DNF,81,,BARTA WillMovistar Team,26,Movistar Team,,,-,gooikse-pijl/2022,,
9700,DNF,174,,WOOD ReeceWiV SunGod,24,WiV SunGod,,,-,gooikse-pijl/2022,,
9701,DNF,241,,GODART BoXSpeed United Continental,24,XSpeed United Continental,,,-,gooikse-pijl/2022,,
9702,DNF,41,,ARCHBOLD ShaneBORA - hansgrohe,33,BORA - hansgrohe,,,-,gooikse-pijl/2022,,
9703,DNF,142,,MARCHAND GianniTarteletto - Isorex,32,Tarteletto - Isorex,,,-,gooikse-pijl/2022,,
9704,DNF,201,,BAAK JordVolkerWessels Cycling Team,22,VolkerWessels Cycling Team,,,-,gooikse-pijl/2022,,
9705,DNF,31,,BOIVIN GuillaumeIsrael - Premier Tech,33,Israel - Premier Tech,,,-,gooikse-pijl/2022,,
9706,DNF,133,,CARPENTER RobinHuman Powered Health,30,Human Powered Health,,,-,gooikse-pijl/2022,,
9707,DNF,185,,KEOGH CianEvoPro Racing,23,EvoPro Racing,,,-,gooikse-pijl/2022,,
9708,DNF,247,,PARGETER ReillyXSpeed United Continental,19,XSpeed United Continental,,,-,gooikse-pijl/2022,,
9709,DNF,82,,ELOSEGUI IñigoMovistar Team,24,Movistar Team,,,-,gooikse-pijl/2022,,
9710,DNF,183,,BOUSSAER BryanEvoPro Racing,25,EvoPro Racing,,,-,gooikse-pijl/2022,,
9711,DNF,242,,KOSZELA DanielXSpeed United Continental,25,XSpeed United Continental,,,-,gooikse-pijl/2022,,
9712,DNF,75,,BEWLEY SamTeam BikeExchange - Jayco,35,Team BikeExchange - Jayco,,,-,gooikse-pijl/2022,,
9713,DNF,146,,LEMMENS SanderTarteletto - Isorex,22,Tarteletto - Isorex,,,-,gooikse-pijl/2022,,
9714,DNF,205,,WOLFENBUTTEL NilsVolkerWessels Cycling Team,26,VolkerWessels Cycling Team,,,-,gooikse-pijl/2022,,
9715,DNF,33,,KOGUT OdedIsrael - Premier Tech,21,Israel - Premier Tech,,,-,gooikse-pijl/2022,,
9716,DNF,135,,DE KLEIJN ArvidHuman Powered Health,28,Human Powered Health,,,-,gooikse-pijl/2022,,
9717,DNF,23,,VLIEGEN LoïcIntermarché - Wanty - Gobert Matériaux,28,Intermarché - Wanty - Gobert Matériaux,,,-,gooikse-pijl/2022,,
9718,DNF,187,,FRANCK EamonEvoPro Racing,29,EvoPro Racing,,,-,gooikse-pijl/2022,,
9719,DNF,127,,NORMAN LETH Lasse Uno-X Pro Cycling Team,30,Uno-X Pro Cycling Team,,,-,gooikse-pijl/2022,,
9720,DNF,184,,SZÉKELY NathanEvoPro Racing,21,EvoPro Racing,,,-,gooikse-pijl/2022,,
9721,DNS,232,,AHLSSON JonathanMotala AIF Serneke Allebike,20,Motala AIF Serneke Allebike,,,-,gooikse-pijl/2022,,
9722,DNS,32,,STRONG CorbinIsrael - Premier Tech,22,Israel - Premier Tech,,,-,gooikse-pijl/2022,,
9723,DNS,166,,BORRA GillesMinerva Cycling,24,Minerva Cycling,,,-,gooikse-pijl/2022,,
9724,DNS,21,,BAKELANTS JanIntermarché - Wanty - Gobert Matériaux,36,Intermarché - Wanty - Gobert Matériaux,,,-,gooikse-pijl/2022,,
9725,,,,,,,,,,gp-d-isbergues/2022,,
9726,1,21,,DÉMARE ArnaudGroupama - FDJ,31,Groupama - FDJ,125,75,4:32:34,gp-d-isbergues/2022,,
9727,2,44,,SARREAU MarcAG2R Citroën Team,29,AG2R Citroën Team,85,55,",,0:00",gp-d-isbergues/2022,,
9728,3,16,,THEUNS EdwardTrek - Segafredo,31,Trek - Segafredo,70,40,",,0:00",gp-d-isbergues/2022,,
9729,4,97,,MOZZATO LucaB&B Hotels - KTM,24,B&B Hotels - KTM,60,32,",,0:00",gp-d-isbergues/2022,,
9730,5,81,,SIMON JulienTotalEnergies,36,TotalEnergies,50,28,",,0:00",gp-d-isbergues/2022,,
9731,6,64,,CAPIOT AmauryTeam Arkéa Samsic,29,Team Arkéa Samsic,40,24,",,0:00",gp-d-isbergues/2022,,
9732,7,6,,WALSCHEID MaxCofidis,29,Cofidis,35,20,",,0:00",gp-d-isbergues/2022,,
9733,8,54,,JANSE VAN RENSBURG ReinardtLotto Soudal,33,Lotto Soudal,30,18,",,0:00",gp-d-isbergues/2022,,
9734,9,121,,CARDIS RomainSt Michel - Auber93,30,St Michel - Auber93,25,16,",,0:00",gp-d-isbergues/2022,,
9735,10,92,,BARBIER PierreB&B Hotels - KTM,24,B&B Hotels - KTM,20,14,",,0:00",gp-d-isbergues/2022,,
9736,11,61,,HOFSTETTER HugoTeam Arkéa Samsic,28,Team Arkéa Samsic,15,12,",,0:00",gp-d-isbergues/2022,,
9737,12,83,,DUJARDIN SandyTotalEnergies,25,TotalEnergies,10,10,",,0:00",gp-d-isbergues/2022,,
9738,13,2,,COQUARD BryanCofidis,30,Cofidis,5,8,",,0:00",gp-d-isbergues/2022,,
9739,14,57,,SELIG RüdigerLotto Soudal,33,Lotto Soudal,5,7,",,0:00",gp-d-isbergues/2022,,
9740,15,84,,MANZIN LorrenzoTotalEnergies,28,TotalEnergies,5,6,",,0:00",gp-d-isbergues/2022,,
9741,16,35,,PAGE HugoIntermarché - Wanty - Gobert Matériaux,21,Intermarché - Wanty - Gobert Matériaux,3,5,",,0:00",gp-d-isbergues/2022,,
9742,17,133,,GUÉGAN MaëlTeam U Nantes Atlantique,24,Team U Nantes Atlantique,3,4,",,0:00",gp-d-isbergues/2022,,
9743,18,71,,MERLIER TimAlpecin-Deceuninck,29,Alpecin-Deceuninck,3,3,",,0:00",gp-d-isbergues/2022,,
9744,19,47,,VENTURINI ClémentAG2R Citroën Team,28,AG2R Citroën Team,3,2,",,0:00",gp-d-isbergues/2022,,
9745,20,33,,DEVRIENDT TomIntermarché - Wanty - Gobert Matériaux,30,Intermarché - Wanty - Gobert Matériaux,3,1,",,0:00",gp-d-isbergues/2022,,
9746,21,131,,MORIN EmmanuelTeam U Nantes Atlantique,27,Team U Nantes Atlantique,3,,",,0:00",gp-d-isbergues/2022,,
9747,22,101,,MENTEN MilanBingoal Pauwels Sauces WB,25,Bingoal Pauwels Sauces WB,3,,",,0:00",gp-d-isbergues/2022,,
9748,23,132,,DANÈS LéoTeam U Nantes Atlantique,25,Team U Nantes Atlantique,3,,",,0:00",gp-d-isbergues/2022,,
9749,24,72,,KRIEGER AlexanderAlpecin-Deceuninck,30,Alpecin-Deceuninck,3,,",,0:00",gp-d-isbergues/2022,,
9750,25,12,,ABERASTURI JonTrek - Segafredo,33,Trek - Segafredo,3,,",,0:00",gp-d-isbergues/2022,,
9751,26,151,,DELACROIX TristanNice Métropole Côte d'Azur,28,Nice Métropole Côte d'Azur,,,",,0:00",gp-d-isbergues/2022,,
9752,27,1,,ZINGLE AxelCofidis,23,Cofidis,,,",,0:00",gp-d-isbergues/2022,,
9753,28,156,,MIFSUD AndreaNice Métropole Côte d'Azur,23,Nice Métropole Côte d'Azur,,,",,0:00",gp-d-isbergues/2022,,
9754,29,23,,GUARNIERI JacopoGroupama - FDJ,35,Groupama - FDJ,,,",,0:00",gp-d-isbergues/2022,,
9755,30,157,,URRUTY MaximeNice Métropole Côte d'Azur,29,Nice Métropole Côte d'Azur,,,",,0:00",gp-d-isbergues/2022,,
9756,31,86,,SOUPE GeoffreyTotalEnergies,34,TotalEnergies,,,",,0:00",gp-d-isbergues/2022,,
9757,32,117,,VERMEULEN EmielGo Sport - Roubaix Lille Métropole,29,Go Sport - Roubaix Lille Métropole,,,",,0:00",gp-d-isbergues/2022,,
9758,33,106,,PAQUOT TomBingoal Pauwels Sauces WB,22,Bingoal Pauwels Sauces WB,,,",,0:00",gp-d-isbergues/2022,,
9759,34,107,,VIVIANI AttilioBingoal Pauwels Sauces WB,25,Bingoal Pauwels Sauces WB,,,",,0:00",gp-d-isbergues/2022,,
9760,35,136,,RICHARD ANDRADE FlorianTeam U Nantes Atlantique,20,Team U Nantes Atlantique,,,",,0:00",gp-d-isbergues/2022,,
9761,36,155,,NARBONNE ZUCCARELLI AxelNice Métropole Côte d'Azur,24,Nice Métropole Côte d'Azur,,,",,0:00",gp-d-isbergues/2022,,
9762,37,22,,ASKEY LewisGroupama - FDJ,21,Groupama - FDJ,,,",,0:00",gp-d-isbergues/2022,,
9763,38,85,,OURSELIN PaulTotalEnergies,28,TotalEnergies,,,",,0:00",gp-d-isbergues/2022,,
9764,39,62,,PAJUR MarkusTeam Arkéa Samsic,21,Team Arkéa Samsic,,,",,0:00",gp-d-isbergues/2022,,
9765,40,34,,JOHANSEN JuliusIntermarché - Wanty - Gobert Matériaux,23,Intermarché - Wanty - Gobert Matériaux,,,",,0:00",gp-d-isbergues/2022,,
9766,41,141,,CHARRIN AloïsTudor Pro Cycling Team,22,Tudor Pro Cycling Team,,,",,0:00",gp-d-isbergues/2022,,
9767,42,115,,TABELLION ValentinGo Sport - Roubaix Lille Métropole,23,Go Sport - Roubaix Lille Métropole,,,",,0:00",gp-d-isbergues/2022,,
9768,43,41,,VAN AVERMAET GregAG2R Citroën Team,37,AG2R Citroën Team,,,0:050:05,gp-d-isbergues/2022,,
9769,44,65,,DELAPLACE AnthonyTeam Arkéa Samsic,33,Team Arkéa Samsic,,,",,0:05",gp-d-isbergues/2022,,
9770,45,104,,MEENS JohanBingoal Pauwels Sauces WB,23,Bingoal Pauwels Sauces WB,,,",,0:05",gp-d-isbergues/2022,,
9771,46,116,,VAHTRA NormanGo Sport - Roubaix Lille Métropole,25,Go Sport - Roubaix Lille Métropole,,,",,0:05",gp-d-isbergues/2022,,
9772,47,36,,PLANCKAERT BaptisteIntermarché - Wanty - Gobert Matériaux,33,Intermarché - Wanty - Gobert Matériaux,,,",,0:05",gp-d-isbergues/2022,,
9773,48,82,,DEVANNE AntoineTotalEnergies,22,TotalEnergies,,,",,0:05",gp-d-isbergues/2022,,
9774,49,123,,HUREL TonySt Michel - Auber93,34,St Michel - Auber93,,,0:080:08,gp-d-isbergues/2022,,
9775,50,26,,SINKELDAM RamonGroupama - FDJ,33,Groupama - FDJ,,,",,0:08",gp-d-isbergues/2022,,
9776,51,124,,MALDONADO AnthonySt Michel - Auber93,31,St Michel - Auber93,,,0:120:12,gp-d-isbergues/2022,,
9777,52,162,,BRENNSÆTER TrymEF Education-NIPPO Development Team,19,EF Education-NIPPO Development Team,,,0:190:19,gp-d-isbergues/2022,,
9778,53,102,,LAMBRECHT MichielBingoal Pauwels Sauces WB,19,Bingoal Pauwels Sauces WB,,,",,0:19",gp-d-isbergues/2022,,
9779,54,167,,TRACZ SzymonEF Education-NIPPO Development Team,23,EF Education-NIPPO Development Team,,,",,0:19",gp-d-isbergues/2022,,
9780,55,135,,LE TURNIER MathiasTeam U Nantes Atlantique,27,Team U Nantes Atlantique,,,",,0:19",gp-d-isbergues/2022,,
9781,56,137,,RICHARD LouisTeam U Nantes Atlantique,26,Team U Nantes Atlantique,,,",,0:19",gp-d-isbergues/2022,,
9782,57,95,,JAUREGUI QuentinB&B Hotels - KTM,28,B&B Hotels - KTM,,,0:210:21,gp-d-isbergues/2022,,
9783,58,43,,NAESEN OliverAG2R Citroën Team,32,AG2R Citroën Team,,,",,0:21",gp-d-isbergues/2022,,
9784,59,45,,VAN HOECKE GijsAG2R Citroën Team,30,AG2R Citroën Team,,,",,0:21",gp-d-isbergues/2022,,
9785,60,11,,MOSCHETTI MatteoTrek - Segafredo,26,Trek - Segafredo,,,0:240:24,gp-d-isbergues/2022,,
9786,61,152,,GOUBERT JeanNice Métropole Côte d'Azur,28,Nice Métropole Côte d'Azur,,,0:260:26,gp-d-isbergues/2022,,
9787,62,27,,WELTEN BramGroupama - FDJ,25,Groupama - FDJ,,,",,0:26",gp-d-isbergues/2022,,
9788,63,55,,KLUGE RogerLotto Soudal,36,Lotto Soudal,,,0:350:35,gp-d-isbergues/2022,,
9789,64,14,,EGHOLM JakobTrek - Segafredo,24,Trek - Segafredo,,,0:400:40,gp-d-isbergues/2022,,
9790,65,76,,VERMOTE JulienAlpecin-Deceuninck,33,Alpecin-Deceuninck,,,",,0:40",gp-d-isbergues/2022,,
9791,66,24,,KONOVALOVAS IgnatasGroupama - FDJ,36,Groupama - FDJ,,,",,0:40",gp-d-isbergues/2022,,
9792,67,56,,SCHWARZMANN MichaelLotto Soudal,31,Lotto Soudal,,,0:430:43,gp-d-isbergues/2022,,
9793,68,112,,CARISEY ClémentGo Sport - Roubaix Lille Métropole,30,Go Sport - Roubaix Lille Métropole,,,0:530:53,gp-d-isbergues/2022,,
9794,69,142,,DONZÉ RobinTudor Pro Cycling Team,18,Tudor Pro Cycling Team,,,0:590:59,gp-d-isbergues/2022,,
9795,70,67,,THIERRY PierreTeam Arkéa Samsic,19,Team Arkéa Samsic,,,",,0:59",gp-d-isbergues/2022,,
9796,71,63,,DECLERCQ BenjaminTeam Arkéa Samsic,28,Team Arkéa Samsic,,,",,0:59",gp-d-isbergues/2022,,
9797,72,87,,VERCHER MattéoTotalEnergies,21,TotalEnergies,,,",,0:59",gp-d-isbergues/2022,,
9798,73,46,,VENDRAME AndreaAG2R Citroën Team,28,AG2R Citroën Team,,,",,0:59",gp-d-isbergues/2022,,
9799,74,105,,MOLLY KennyBingoal Pauwels Sauces WB,25,Bingoal Pauwels Sauces WB,,,1:231:23,gp-d-isbergues/2022,,
9800,75,96,,DAUPHIN FlorianB&B Hotels - KTM,23,B&B Hotels - KTM,,,",,1:23",gp-d-isbergues/2022,,
9801,76,154,,LEBEAU MathisNice Métropole Côte d'Azur,23,Nice Métropole Côte d'Azur,,,",,1:23",gp-d-isbergues/2022,,
9802,77,163,,FREDERIKSEN Oliver WulffEF Education-NIPPO Development Team,21,EF Education-NIPPO Development Team,,,1:381:38,gp-d-isbergues/2022,,
9803,78,3,,FINÉ EddyCofidis,24,Cofidis,,,",,1:38",gp-d-isbergues/2022,,
9804,79,25,,LE GAC OlivierGroupama - FDJ,29,Groupama - FDJ,,,",,1:38",gp-d-isbergues/2022,,
9805,80,113,,LEROUX SamuelGo Sport - Roubaix Lille Métropole,27,Go Sport - Roubaix Lille Métropole,,,1:441:44,gp-d-isbergues/2022,,
9806,81,73,,LEYSEN SenneAlpecin-Deceuninck,26,Alpecin-Deceuninck,,,1:541:54,gp-d-isbergues/2022,,
9807,82,75,,VAN KEIRSBULCK GuillaumeAlpecin-Deceuninck,31,Alpecin-Deceuninck,,,",,1:54",gp-d-isbergues/2022,,
9808,83,15,,HOELGAARD MarkusTrek - Segafredo,27,Trek - Segafredo,,,",,1:54",gp-d-isbergues/2022,,
9809,84,31,,PETIT AdrienIntermarché - Wanty - Gobert Matériaux,31,Intermarché - Wanty - Gobert Matériaux,,,",,1:54",gp-d-isbergues/2022,,
