,Rnk,BIB,H2H,Rider,Age,Team,UCI,Pnt,Time,race_code,,Avg
3140,50,177,,SLAGTER Tom-JelteTeam Dimension Data,30,Team Dimension Data,10,5,",,0:50",gp-montreal/2019,,
3141,51,113,,BETTIOL AlbertoEF Education First,25,EF Education First,5,5,",,0:50",gp-montreal/2019,,
3142,52,54,,CARUSO DamianoBahrain Merida,31,Bahrain Merida,5,5,",,0:50",gp-montreal/2019,,
3143,53,14,,EVENEPOEL RemcoDeceuninck - Quick Step,19,Deceuninck - Quick Step,5,5,",,0:50",gp-montreal/2019,,
3144,54,51,,NIBALI VincenzoBahrain Merida,34,Bahrain Merida,5,5,",,0:50",gp-montreal/2019,,
3145,55,154,,HAMILTON LucasMitchelton-Scott,23,Mitchelton-Scott,5,5,",,0:50",gp-montreal/2019,,
3146,56,25,,MCCARTHY JayBORA - hansgrohe,27,BORA - hansgrohe,3,5,",,0:50",gp-montreal/2019,,
3147,57,85,,CORT MagnusAstana Pro Team,26,Astana Pro Team,3,5,",,0:50",gp-montreal/2019,,
3148,58,5,,HIRSCHI MarcTeam Sunweb,21,Team Sunweb,3,5,",,0:50",gp-montreal/2019,,
3149,59,74,,MARTIN DanUAE Team Emirates,33,UAE Team Emirates,3,5,1:101:10,gp-montreal/2019,,
3150,60,147,,SÜTTERLIN JashaMovistar Team,26,Movistar Team,3,5,1:261:26,gp-montreal/2019,,
3151,61,116,,VANMARCKE SepEF Education First,31,EF Education First,,5,",,1:26",gp-montreal/2019,,
3152,62,24,,KONRAD PatrickBORA - hansgrohe,27,BORA - hansgrohe,,5,",,1:26",gp-montreal/2019,,
3153,63,156,,JUUL-JENSEN ChristopherMitchelton-Scott,30,Mitchelton-Scott,,5,",,1:26",gp-montreal/2019,,
3154,64,13,,DEVENYNS DriesDeceuninck - Quick Step,36,Deceuninck - Quick Step,,5,1:381:38,gp-montreal/2019,,
3155,65,2,,VERVAEKE LouisTeam Sunweb,25,Team Sunweb,,5,1:401:40,gp-montreal/2019,,
3156,66,152,,BOOKWALTER BrentMitchelton-Scott,35,Mitchelton-Scott,,5,2:382:38,gp-montreal/2019,,
3157,67,72,,BYSTRØM Sven ErikUAE Team Emirates,27,UAE Team Emirates,,5,2:552:55,gp-montreal/2019,,
3158,68,122,,DE PLUS LaurensTeam Jumbo-Visma,24,Team Jumbo-Visma,,5,3:093:09,gp-montreal/2019,,
3159,69,95,,MONFORT MaximeLotto Soudal,36,Lotto Soudal,,5,3:353:35,gp-montreal/2019,,
3160,70,4,,HINDLEY JaiTeam Sunweb,23,Team Sunweb,,5,",,3:35",gp-montreal/2019,,
3161,71,124,,MARTENS PaulTeam Jumbo-Visma,35,Team Jumbo-Visma,,5,4:574:57,gp-montreal/2019,,
3162,72,33,,GESCHKE SimonCCC Team,33,CCC Team,,5,",,4:57",gp-montreal/2019,,
3163,73,43,,DUVAL JulienAG2R La Mondiale,29,AG2R La Mondiale,,5,5:075:07,gp-montreal/2019,,
3164,74,46,,PARET-PEINTRE AurélienAG2R La Mondiale,23,AG2R La Mondiale,,5,",,5:07",gp-montreal/2019,,
3165,75,183,,EARLE NathanIsrael Cycling Academy,31,Israel Cycling Academy,,5,5:255:25,gp-montreal/2019,,
3166,76,63,,KNEES ChristianTeam INEOS,38,Team INEOS,,5,5:495:49,gp-montreal/2019,,
3167,77,142,,CASTRILLO JaimeMovistar Team,23,Movistar Team,,5,",,5:49",gp-montreal/2019,,
3168,78,36,,SCHÄR MichaelCCC Team,32,CCC Team,,5,",,5:49",gp-montreal/2019,,
3169,79,75,,OLIVEIRA RuiUAE Team Emirates,23,UAE Team Emirates,,5,",,5:49",gp-montreal/2019,,
3170,80,53,,BOLE GregaBahrain Merida,34,Bahrain Merida,,5,",,5:49",gp-montreal/2019,,
3171,81,127,,TOLHOEK AntwanTeam Jumbo-Visma,25,Team Jumbo-Visma,,5,8:388:38,gp-montreal/2019,,
3172,82,207,,ZUKOWSKY NickolasCanada,21,Canada,,5,",,8:38",gp-montreal/2019,,
3173,83,114,,BROWN NathanEF Education First,28,EF Education First,,5,",,8:38",gp-montreal/2019,,
3174,84,125,,VINGEGAARD JonasTeam Jumbo-Visma,22,Team Jumbo-Visma,,5,",,8:38",gp-montreal/2019,,
3175,85,103,,LE GAC OlivierGroupama - FDJ,26,Groupama - FDJ,,5,9:389:38,gp-montreal/2019,,
3176,86,201,,PICCOLI JamesCanada,28,Canada,,5,10:2610:26,gp-montreal/2019,,
3177,87,92,,DEWULF StanLotto Soudal,21,Lotto Soudal,,5,",,10:26",gp-montreal/2019,,
3178,88,117,,WHELAN JamesEF Education First,23,EF Education First,,5,",,10:26",gp-montreal/2019,,
3179,89,15,,HONORÉ Mikkel FrølichDeceuninck - Quick Step,22,Deceuninck - Quick Step,,5,",,10:26",gp-montreal/2019,,
3180,90,101,,DUCHESNE AntoineGroupama - FDJ,28,Groupama - FDJ,,5,",,10:26",gp-montreal/2019,,
3181,91,172,,GIBBONS RyanTeam Dimension Data,25,Team Dimension Data,,5,",,10:26",gp-montreal/2019,,
3182,92,165,,HOLLENSTEIN RetoTeam Katusha Alpecin,34,Team Katusha Alpecin,,5,",,10:26",gp-montreal/2019,,
3183,93,94,,MAES NikolasLotto Soudal,33,Lotto Soudal,,5,",,10:26",gp-montreal/2019,,
3184,94,76,,PHILIPSEN JasperUAE Team Emirates,21,UAE Team Emirates,,5,",,10:26",gp-montreal/2019,,
3185,95,192,,ANDERSON RyanRally UHC Cycling,32,Rally UHC Cycling,,5,",,10:26",gp-montreal/2019,,
3186,96,186,,SAGIV GuyIsrael Cycling Academy,24,Israel Cycling Academy,,5,12:3312:33,gp-montreal/2019,,
3187,97,205,,GERVAIS LaurentCanada,21,Canada,,5,15:3715:37,gp-montreal/2019,,
3188,DNF,206,,PLAMONDON RobinCanada,19,Canada,,,-,gp-montreal/2019,,
3189,DNF,204,,CHRÉTIEN Charles-ÉtienneCanada,20,Canada,,,-,gp-montreal/2019,,
3190,DNF,157,,STANNARD RobertMitchelton-Scott,20,Mitchelton-Scott,,,-,gp-montreal/2019,,
3191,DNF,132,,CONCI NicolaTrek - Segafredo,22,Trek - Segafredo,,,-,gp-montreal/2019,,
3192,DNF,176,,MÄDER GinoTeam Dimension Data,22,Team Dimension Data,,,-,gp-montreal/2019,,
3193,DNF,202,,BURTNIK EvanCanada,22,Canada,,,-,gp-montreal/2019,,
3194,DNF,6,,KÄMNA LennardTeam Sunweb,23,Team Sunweb,,,-,gp-montreal/2019,,
3195,DNF,66,,HALVORSEN KristofferTeam INEOS,23,Team INEOS,,,-,gp-montreal/2019,,
3196,DNF,112,,VAN DEN BERG JuliusEF Education First,22,EF Education First,,,-,gp-montreal/2019,,
3197,DNF,162,,BIERMANS JentheTeam Katusha Alpecin,23,Team Katusha Alpecin,,,-,gp-montreal/2019,,
3198,DNF,65,,LAWLESS ChrisTeam INEOS,23,Team INEOS,,,-,gp-montreal/2019,,
3199,DNF,197,,ELLSAY NigelRally UHC Cycling,25,Rally UHC Cycling,,,-,gp-montreal/2019,,
3200,DNF,83,,BALLERINI DavideAstana Pro Team,24,Astana Pro Team,,,-,gp-montreal/2019,,
3201,DNF,45,,GOUGEARD AlexisAG2R La Mondiale,26,AG2R La Mondiale,,,-,gp-montreal/2019,,
3202,DNF,32,,ČERNÝ JosefCCC Team,26,CCC Team,,,-,gp-montreal/2019,,
3203,DNF,166,,ZABEL RickTeam Katusha Alpecin,25,Team Katusha Alpecin,,,-,gp-montreal/2019,,
3204,DNF,134,,GOGL MichaelTrek - Segafredo,25,Trek - Segafredo,,,-,gp-montreal/2019,,
3205,DNF,121,,VAN POPPEL DannyTeam Jumbo-Visma,26,Team Jumbo-Visma,,,-,gp-montreal/2019,,
3206,DNF,62,,BASSO LeonardoTeam INEOS,25,Team INEOS,,,-,gp-montreal/2019,,
3207,DNF,133,,BERNARD JulienTrek - Segafredo,27,Trek - Segafredo,,,-,gp-montreal/2019,,
3208,DNF,93,,NAESEN LawrenceLotto Soudal,27,Lotto Soudal,,,-,gp-montreal/2019,,
3209,DNF,37,,WIŚNIOWSKI ŁukaszCCC Team,27,CCC Team,,,-,gp-montreal/2019,,
3210,DNF,164,,HALLER MarcoTeam Katusha Alpecin,28,Team Katusha Alpecin,,,-,gp-montreal/2019,,
3211,DNF,195,,DAL-CIN MatteoRally UHC Cycling,28,Rally UHC Cycling,,,-,gp-montreal/2019,,
3212,DNF,203,,CHEYNE JordanCanada,27,Canada,,,-,gp-montreal/2019,,
3213,DNF,184,,JENSEN AugustIsrael Cycling Academy,28,Israel Cycling Academy,,,-,gp-montreal/2019,,
3214,DNF,82,,BILBAO PelloAstana Pro Team,29,Astana Pro Team,,,-,gp-montreal/2019,,
3215,DNF,64,,KWIATKOWSKI MichałTeam INEOS,29,Team INEOS,,,-,gp-montreal/2019,,
3216,DNF,55,,COLBRELLI SonnyBahrain Merida,29,Bahrain Merida,,,-,gp-montreal/2019,,
3217,DNF,163,,GONÇALVES JoséTeam Katusha Alpecin,30,Team Katusha Alpecin,,,-,gp-montreal/2019,,
3218,DNF,144,,MAS LluísMovistar Team,29,Movistar Team,,,-,gp-montreal/2019,,
3219,DNF,181,,BOIVIN GuillaumeIsrael Cycling Academy,30,Israel Cycling Academy,,,-,gp-montreal/2019,,
3220,DNF,17,,SERRY PieterDeceuninck - Quick Step,30,Deceuninck - Quick Step,,,-,gp-montreal/2019,,
3221,DNF,27,,PFINGSTEN ChristophBORA - hansgrohe,31,BORA - hansgrohe,,,-,gp-montreal/2019,,
3222,DNF,26,,OSS DanielBORA - hansgrohe,32,BORA - hansgrohe,,,-,gp-montreal/2019,,
3223,DNF,167,,ŠPILAK SimonTeam Katusha Alpecin,33,Team Katusha Alpecin,,,-,gp-montreal/2019,,
3224,DNF,175,,KREUZIGER RomanTeam Dimension Data,33,Team Dimension Data,,,-,gp-montreal/2019,,
3225,DNF,61,,THOMAS GeraintTeam INEOS,33,Team INEOS,,,-,gp-montreal/2019,,
3226,DNF,131,,PORTE RichieTrek - Segafredo,34,Trek - Segafredo,,,-,gp-montreal/2019,,
3227,DNF,123,,LEEZER TomTeam Jumbo-Visma,33,Team Jumbo-Visma,,,-,gp-montreal/2019,,
3228,DNF,7,,FRÖHLINGER JohannesTeam Sunweb,34,Team Sunweb,,,-,gp-montreal/2019,,
3229,DNF,146,,ROELANDTS JürgenMovistar Team,34,Movistar Team,,,-,gp-montreal/2019,,
3230,DNF,52,,AGNOLI ValerioBahrain Merida,34,Bahrain Merida,,,-,gp-montreal/2019,,
3231,DNF,193,,BRITTON RobRally UHC Cycling,34,Rally UHC Cycling,,,-,gp-montreal/2019,,
3232,DNF,34,,PAUWELS SergeCCC Team,35,CCC Team,,,-,gp-montreal/2019,,
3233,DNF,23,,BURGHARDT MarcusBORA - hansgrohe,36,BORA - hansgrohe,,,-,gp-montreal/2019,,
3234,DNF,106,,BONNET WilliamGroupama - FDJ,37,Groupama - FDJ,,,-,gp-montreal/2019,,
3235,DNF,171,,GASPAROTTO EnricoTeam Dimension Data,37,Team Dimension Data,,,-,gp-montreal/2019,,
3236,DNF,191,,TUFT SveinRally UHC Cycling,42,Rally UHC Cycling,,,-,gp-montreal/2019,,
3237,,,,,,,,,,il-lombardia/2019,,
3238,1,221,,MOLLEMA BaukeTrek - Segafredo,32,Trek - Segafredo,500,275,5:52:59,il-lombardia/2019,,
3239,2,151,,VALVERDE AlejandroMovistar Team,39,Movistar Team,400,200,0:160:16,il-lombardia/2019,,
3240,3,181,,BERNAL EganTeam INEOS,22,Team INEOS,325,150,",,0:16",il-lombardia/2019,,
3241,4,21,,FUGLSANG JakobAstana Pro Team,34,Astana Pro Team,275,120,",,0:16",il-lombardia/2019,,
3242,5,97,,WOODS MichaelEF Education First,33,EF Education First,225,100,0:340:34,il-lombardia/2019,,
3243,6,143,,HAIG JackMitchelton-Scott,26,Mitchelton-Scott,175,90,",,0:34",il-lombardia/2019,,
3244,7,191,,ROGLIČ PrimožTeam Jumbo-Visma,29,Team Jumbo-Visma,150,80,",,0:34",il-lombardia/2019,,
3245,8,53,,BUCHMANN EmanuelBORA - hansgrohe,26,BORA - hansgrohe,125,70,0:500:50,il-lombardia/2019,,
3246,9,1,,LATOUR PierreAG2R La Mondiale,26,AG2R La Mondiale,100,60,",,0:50",il-lombardia/2019,,
3247,10,114,,MOLARD RudyGroupama - FDJ,30,Groupama - FDJ,85,50,",,0:50",il-lombardia/2019,,
3248,11,111,,GAUDU DavidGroupama - FDJ,23,Groupama - FDJ,70,46,",,0:50",il-lombardia/2019,,
3249,12,55,,MAJKA RafałBORA - hansgrohe,30,BORA - hansgrohe,60,42,",,0:50",il-lombardia/2019,,
3250,13,86,,MAS EnricDeceuninck - Quick Step,24,Deceuninck - Quick Step,50,38,",,0:50",il-lombardia/2019,,
3251,14,183,,SOSA Iván RamiroTeam INEOS,21,Team INEOS,40,34,",,0:50",il-lombardia/2019,,
3252,15,147,,YATES AdamMitchelton-Scott,27,Mitchelton-Scott,35,30,1:571:57,il-lombardia/2019,,
3253,16,26,,IZAGIRRE GorkaAstana Pro Team,32,Astana Pro Team,30,28,2:082:08,il-lombardia/2019,,
3254,17,161,,VISCONTI GiovanniNeri Sottoli - Selle Italia - KTM,36,Neri Sottoli - Selle Italia - KTM,30,26,",,2:08",il-lombardia/2019,,
3255,18,234,,MARTIN DanUAE Team Emirates,33,UAE Team Emirates,30,24,2:092:09,il-lombardia/2019,,
3256,19,185,,MOSCON GianniTeam INEOS,25,Team INEOS,30,22,2:122:12,il-lombardia/2019,,
3257,20,241,,ROLLAND PierreVital Concept - B&B Hotels,33,Vital Concept - B&B Hotels,30,20,2:302:30,il-lombardia/2019,,
3258,21,4,,FRANK MathiasAG2R La Mondiale,32,AG2R La Mondiale,20,19,",,2:30",il-lombardia/2019,,
3259,22,224,,CICCONE GiulioTrek - Segafredo,24,Trek - Segafredo,20,18,2:372:37,il-lombardia/2019,,
3260,23,51,,FORMOLO DavideBORA - hansgrohe,26,BORA - hansgrohe,20,17,",,2:37",il-lombardia/2019,,
3261,24,133,,BENOOT TiesjLotto Soudal,25,Lotto Soudal,20,16,2:462:46,il-lombardia/2019,,
3262,25,172,,GHEBREIGZABHIER AmanuelTeam Dimension Data,25,Team Dimension Data,20,15,2:472:47,il-lombardia/2019,,
3263,26,203,,CRAS SteffTeam Katusha Alpecin,23,Team Katusha Alpecin,20,14,3:283:28,il-lombardia/2019,,
3264,27,223,,BRAMBILLA GianlucaTrek - Segafredo,32,Trek - Segafredo,20,13,",,3:28",il-lombardia/2019,,
3265,28,27,,VILLELLA DavideAstana Pro Team,28,Astana Pro Team,20,12,3:413:41,il-lombardia/2019,,
3266,29,131,,WELLENS TimLotto Soudal,28,Lotto Soudal,20,11,3:513:51,il-lombardia/2019,,
3267,30,7,,WARBASSE LarryAG2R La Mondiale,29,AG2R La Mondiale,20,10,",,3:51",il-lombardia/2019,,
3268,31,214,,HINDLEY JaiTeam Sunweb,23,Team Sunweb,10,9,",,3:51",il-lombardia/2019,,
3269,32,116,,FRANKINY KilianGroupama - FDJ,25,Groupama - FDJ,10,8,",,3:51",il-lombardia/2019,,
3270,33,194,,GESINK RobertTeam Jumbo-Visma,33,Team Jumbo-Visma,10,7,3:533:53,il-lombardia/2019,,
3271,34,196,,KUSS SeppTeam Jumbo-Visma,25,Team Jumbo-Visma,10,6,",,3:53",il-lombardia/2019,,
3272,35,192,,BENNETT GeorgeTeam Jumbo-Visma,29,Team Jumbo-Visma,10,5,",,3:53",il-lombardia/2019,,
3273,36,145,,NIEVE MikelMitchelton-Scott,35,Mitchelton-Scott,10,5,",,3:53",il-lombardia/2019,,
3274,37,154,,FERNÁNDEZ RubénMovistar Team,28,Movistar Team,10,5,",,3:53",il-lombardia/2019,,
3275,38,211,,KELDERMAN WilcoTeam Sunweb,28,Team Sunweb,10,5,5:505:50,il-lombardia/2019,,
3276,39,127,,SBARAGLI KristianIsrael Cycling Academy,29,Israel Cycling Academy,10,5,6:026:02,il-lombardia/2019,,
3277,40,175,,VALGREN MichaelTeam Dimension Data,27,Team Dimension Data,10,5,",,6:02",il-lombardia/2019,,
3278,41,105,,ROVNY IvanGazprom-RusVelo,32,Gazprom-RusVelo,10,5,",,6:02",il-lombardia/2019,,
3279,42,244,,GAUTIER CyrilVital Concept - B&B Hotels,32,Vital Concept - B&B Hotels,10,5,",,6:02",il-lombardia/2019,,
3280,43,227,,SKUJIŅŠ TomsTrek - Segafredo,28,Trek - Segafredo,10,5,",,6:02",il-lombardia/2019,,
3281,44,77,,"ROSSETTO StéphaneCofidis, Solutions Crédits",32,"Cofidis, Solutions Crédits",10,5,",,6:02",il-lombardia/2019,,
3282,45,217,,STORER MichaelTeam Sunweb,22,Team Sunweb,10,5,",,6:02",il-lombardia/2019,,
3283,46,102,,CHERKASOV NikolayGazprom-RusVelo,23,Gazprom-RusVelo,10,5,",,6:02",il-lombardia/2019,,
3284,47,61,,DE LA PARTE VíctorCCC Team,33,CCC Team,10,5,",,6:02",il-lombardia/2019,,
3285,48,213,,HAMILTON ChrisTeam Sunweb,24,Team Sunweb,10,5,",,6:02",il-lombardia/2019,,
3286,49,36,,PERNSTEINER HermannBahrain Merida,29,Bahrain Merida,10,5,",,6:02",il-lombardia/2019,,
3287,50,184,,GEOGHEGAN HART TaoTeam INEOS,24,Team INEOS,10,5,",,6:02",il-lombardia/2019,,
3288,51,152,,BETANCUR CarlosMovistar Team,29,Movistar Team,5,5,",,6:02",il-lombardia/2019,,
3289,52,84,,JUNGELS BobDeceuninck - Quick Step,27,Deceuninck - Quick Step,5,5,",,6:02",il-lombardia/2019,,
3290,53,93,,CLARKE SimonEF Education First,33,EF Education First,5,5,",,6:02",il-lombardia/2019,,
3291,54,81,,GILBERT PhilippeDeceuninck - Quick Step,37,Deceuninck - Quick Step,5,5,",,6:02",il-lombardia/2019,,
3292,55,31,,NIBALI VincenzoBahrain Merida,34,Bahrain Merida,5,5,",,6:02",il-lombardia/2019,,
3293,56,96,,KANGERT TanelEF Education First,32,EF Education First,3,5,",,6:02",il-lombardia/2019,,
3294,57,76,,"PEREZ AnthonyCofidis, Solutions Crédits",28,"Cofidis, Solutions Crédits",3,5,6:586:58,il-lombardia/2019,,
3295,58,52,,BENEDETTI CesareBORA - hansgrohe,32,BORA - hansgrohe,3,5,10:0910:09,il-lombardia/2019,,
3296,59,32,,CARUSO DamianoBahrain Merida,32,Bahrain Merida,3,5,",,10:09",il-lombardia/2019,,
3297,60,231,,ULISSI DiegoUAE Team Emirates,30,UAE Team Emirates,3,5,10:4410:44,il-lombardia/2019,,
3298,61,23,,CATALDO DarioAstana Pro Team,34,Astana Pro Team,,5,10:4810:48,il-lombardia/2019,,
3299,62,197,,POWLESS NeilsonTeam Jumbo-Visma,23,Team Jumbo-Visma,,5,",,10:48",il-lombardia/2019,,
3300,63,46,,ROTA LorenzoBardiani - CSF,24,Bardiani - CSF,,5,12:3412:34,il-lombardia/2019,,
3301,64,42,,CARBONI GiovanniBardiani - CSF,24,Bardiani - CSF,,5,",,12:34",il-lombardia/2019,,
3302,65,235,,PETILLI SimoneUAE Team Emirates,26,UAE Team Emirates,,5,",,12:34",il-lombardia/2019,,
3303,66,165,,SCHÖNBERGER SebastianNeri Sottoli - Selle Italia - KTM,25,Neri Sottoli - Selle Italia - KTM,,5,",,12:34",il-lombardia/2019,,
3304,67,124,,EARLE NathanIsrael Cycling Academy,31,Israel Cycling Academy,,5,",,12:34",il-lombardia/2019,,
3305,68,157,,VERONA CarlosMovistar Team,26,Movistar Team,,5,",,12:34",il-lombardia/2019,,
3306,69,33,,GAROSIO AndreaBahrain Merida,25,Bahrain Merida,,5,",,12:34",il-lombardia/2019,,
3307,70,141,,CHAVES EstebanMitchelton-Scott,29,Mitchelton-Scott,,5,",,12:34",il-lombardia/2019,,
3308,71,134,,MARCZYŃSKI TomaszLotto Soudal,35,Lotto Soudal,,5,",,12:34",il-lombardia/2019,,
3309,72,137,,HAGEN Carl FredrikLotto Soudal,28,Lotto Soudal,,5,",,12:34",il-lombardia/2019,,
3310,73,57,,SCHACHMANN MaximilianBORA - hansgrohe,25,BORA - hansgrohe,,5,",,12:34",il-lombardia/2019,,
3311,74,54,,KONRAD PatrickBORA - hansgrohe,27,BORA - hansgrohe,,5,",,12:34",il-lombardia/2019,,
3312,75,73,,"HANSEN JesperCofidis, Solutions Crédits",28,"Cofidis, Solutions Crédits",,5,",,12:34",il-lombardia/2019,,
3313,76,94,,HIGUITA SergioEF Education First,22,EF Education First,,5,",,12:34",il-lombardia/2019,,
3314,77,202,,BATTAGLIN EnricoTeam Katusha Alpecin,29,Team Katusha Alpecin,,5,",,12:34",il-lombardia/2019,,
3315,78,225,,EG NiklasTrek - Segafredo,24,Trek - Segafredo,,5,",,12:34",il-lombardia/2019,,
3316,79,236,,POLANC JanUAE Team Emirates,27,UAE Team Emirates,,5,",,12:34",il-lombardia/2019,,
3317,80,162,,BONGIORNO Francesco ManuelNeri Sottoli - Selle Italia - KTM,29,Neri Sottoli - Selle Italia - KTM,,5,",,12:34",il-lombardia/2019,,
3318,81,71,,"EDET NicolasCofidis, Solutions Crédits",31,"Cofidis, Solutions Crédits",,5,",,12:34",il-lombardia/2019,,
3319,82,67,,ZOIDL RiccardoCCC Team,31,CCC Team,,5,",,12:34",il-lombardia/2019,,
3320,83,82,,CAPECCHI ErosDeceuninck - Quick Step,33,Deceuninck - Quick Step,,5,",,12:34",il-lombardia/2019,,
3321,84,62,,GESCHKE SimonCCC Team,33,CCC Team,,5,14:0014:00,il-lombardia/2019,,
3322,85,64,,PAUWELS SergeCCC Team,35,CCC Team,,5,16:0216:02,il-lombardia/2019,,
3323,86,166,,VELASCO SimoneNeri Sottoli - Selle Italia - KTM,23,Neri Sottoli - Selle Italia - KTM,,5,17:3717:37,il-lombardia/2019,,
3324,87,163,,FORTUNATO LorenzoNeri Sottoli - Selle Italia - KTM,23,Neri Sottoli - Selle Italia - KTM,,5,",,17:37",il-lombardia/2019,,
3325,88,13,,FLÓREZ Miguel EduardoAndroni Giocattoli - Sidermec,23,Androni Giocattoli - Sidermec,,5,",,17:37",il-lombardia/2019,,
3326,89,11,,MASNADA FaustoAndroni Giocattoli - Sidermec,25,Androni Giocattoli - Sidermec,,5,",,17:37",il-lombardia/2019,,
3327,90,115,,MORABITO SteveGroupama - FDJ,36,Groupama - FDJ,,5,",,17:37",il-lombardia/2019,,
3328,91,177,,WYSS DaniloTeam Dimension Data,34,Team Dimension Data,,5,",,17:37",il-lombardia/2019,,
3329,92,65,,ROSSKOPF JoeyCCC Team,30,CCC Team,,5,",,17:37",il-lombardia/2019,,
3330,93,74,,"HERRADA JoséCofidis, Solutions Crédits",34,"Cofidis, Solutions Crédits",,5,",,17:37",il-lombardia/2019,,
3331,94,66,,TEN DAM LaurensCCC Team,38,CCC Team,,5,17:3917:39,il-lombardia/2019,,
3332,95,233,,MARCATO MarcoUAE Team Emirates,35,UAE Team Emirates,,5,",,17:39",il-lombardia/2019,,
3333,96,246,,MÜLLER PatrickVital Concept - B&B Hotels,23,Vital Concept - B&B Hotels,,5,19:5519:55,il-lombardia/2019,,
3334,97,113,,MADOUAS ValentinGroupama - FDJ,23,Groupama - FDJ,,5,",,19:55",il-lombardia/2019,,
3335,98,16,,RUMAC JosipAndroni Giocattoli - Sidermec,24,Androni Giocattoli - Sidermec,,5,",,19:55",il-lombardia/2019,,
3336,99,173,,MEINTJES LouisTeam Dimension Data,27,Team Dimension Data,,5,",,19:55",il-lombardia/2019,,
3337,100,122,,GEBREMEDHIN AwetIsrael Cycling Academy,27,Israel Cycling Academy,,5,",,19:55",il-lombardia/2019,,
3338,101,43,,COVILI LucaBardiani - CSF,22,Bardiani - CSF,,5,",,19:55",il-lombardia/2019,,
3339,102,83,,CAVAGNA RémiDeceuninck - Quick Step,24,Deceuninck - Quick Step,,5,",,19:55",il-lombardia/2019,,
3340,103,44,,ORSINI UmbertoBardiani - CSF,24,Bardiani - CSF,,5,",,19:55",il-lombardia/2019,,
3341,104,237,,SUTHERLAND RoryUAE Team Emirates,37,UAE Team Emirates,,5,",,19:55",il-lombardia/2019,,
3342,105,243,,COURTEILLE ArnaudVital Concept - B&B Hotels,30,Vital Concept - B&B Hotels,,5,",,19:55",il-lombardia/2019,,
3343,106,3,,DOMONT AxelAG2R La Mondiale,29,AG2R La Mondiale,,5,20:5220:52,il-lombardia/2019,,
3344,107,101,,VLASOV AleksandrGazprom-RusVelo,23,Gazprom-RusVelo,,5,",,20:52",il-lombardia/2019,,
3345,108,95,,VANMARCKE SepEF Education First,31,EF Education First,,5,21:5421:54,il-lombardia/2019,,
3346,109,212,,BAKELANTS JanTeam Sunweb,33,Team Sunweb,,5,25:0525:05,il-lombardia/2019,,
3347,DNF,125,,GOLDSTEIN OmerIsrael Cycling Academy,23,Israel Cycling Academy,,,-,il-lombardia/2019,,
3348,DNF,215,,HIRSCHI MarcTeam Sunweb,21,Team Sunweb,,,-,il-lombardia/2019,,
3349,DNF,14,,RIVERA KevinAndroni Giocattoli - Sidermec,21,Androni Giocattoli - Sidermec,,,-,il-lombardia/2019,,
3350,DNF,6,,HÄNNINEN JaakkoAG2R La Mondiale,22,AG2R La Mondiale,,,-,il-lombardia/2019,,
3351,DNF,104,,RIKUNOV PetrGazprom-RusVelo,22,Gazprom-RusVelo,,,-,il-lombardia/2019,,
3352,DNF,47,,SAVINI DanielBardiani - CSF,22,Bardiani - CSF,,,-,il-lombardia/2019,,
3353,DNF,153,,CASTRILLO JaimeMovistar Team,23,Movistar Team,,,-,il-lombardia/2019,,
3354,DNF,15,,MUÑOZ DanielAndroni Giocattoli - Sidermec,22,Androni Giocattoli - Sidermec,,,-,il-lombardia/2019,,
3355,DNF,92,,BENNETT SeanEF Education First,23,EF Education First,,,-,il-lombardia/2019,,
3356,DNF,204,,FABBRO MatteoTeam Katusha Alpecin,24,Team Katusha Alpecin,,,-,il-lombardia/2019,,
3357,DNF,85,,KNOX JamesDeceuninck - Quick Step,23,Deceuninck - Quick Step,,,-,il-lombardia/2019,,
3358,DNF,216,,POWER RobertTeam Sunweb,24,Team Sunweb,,,-,il-lombardia/2019,,
3359,DNF,103,,NYCH ArtemGazprom-RusVelo,24,Gazprom-RusVelo,,,-,il-lombardia/2019,,
3360,DNF,135,,MERTZ RémyLotto Soudal,24,Lotto Soudal,,,-,il-lombardia/2019,,
3361,DNF,123,,MINALI RiccardoIsrael Cycling Academy,24,Israel Cycling Academy,,,-,il-lombardia/2019,,
3362,DNF,35,,NOVAK DomenBahrain Merida,24,Bahrain Merida,,,-,il-lombardia/2019,,
3363,DNF,22,,BALLERINI DavideAstana Pro Team,25,Astana Pro Team,,,-,il-lombardia/2019,,
3364,DNF,56,,MÜHLBERGER GregorBORA - hansgrohe,25,BORA - hansgrohe,,,-,il-lombardia/2019,,
3365,DNF,12,,FRAPPORTI MattiaAndroni Giocattoli - Sidermec,25,Androni Giocattoli - Sidermec,,,-,il-lombardia/2019,,
3366,DNF,17,,VENDRAME AndreaAndroni Giocattoli - Sidermec,25,Androni Giocattoli - Sidermec,,,-,il-lombardia/2019,,
3367,DNF,91,,CARTHY HughEF Education First,25,EF Education First,,,-,il-lombardia/2019,,
3368,DNF,226,,GOGL MichaelTrek - Segafredo,25,Trek - Segafredo,,,-,il-lombardia/2019,,
3369,DNF,193,,BOUWMAN KoenTeam Jumbo-Visma,25,Team Jumbo-Visma,,,-,il-lombardia/2019,,
3370,DNF,106,,RYBALKIN AlekseyGazprom-RusVelo,25,Gazprom-RusVelo,,,-,il-lombardia/2019,,
