,Rnk,BIB,H2H,Rider,Age,Team,UCI,Pnt,Time,race_code,,Avg
920,DNF,81,,DLAMINI NicNTT Pro Cycling,25,NTT Pro Cycling,,,-,bretagne-classic/2020,,
921,DNF,84,,CARBEL MichaelNTT Pro Cycling,25,NTT Pro Cycling,,,-,bretagne-classic/2020,,
922,DNF,112,,HODEG Álvaro JoséDeceuninck - Quick Step,23,Deceuninck - Quick Step,,,-,bretagne-classic/2020,,
923,DNF,203,,GALL FelixTeam Sunweb,22,Team Sunweb,,,-,bretagne-classic/2020,,
924,DNF,206,,SÜTTERLIN JashaTeam Sunweb,27,Team Sunweb,,,-,bretagne-classic/2020,,
925,DNF,207,,VAN WILDER IlanTeam Sunweb,20,Team Sunweb,,,-,bretagne-classic/2020,,
926,DNF,12,,BIZHIGITOV ZhandosAstana Pro Team,29,Astana Pro Team,,,-,bretagne-classic/2020,,
927,DNF,226,,VAN POPPEL BoyCircus - Wanty Gobert,32,Circus - Wanty Gobert,,,-,bretagne-classic/2020,,
928,DNF,227,,VAN POPPEL DannyCircus - Wanty Gobert,27,Circus - Wanty Gobert,,,-,bretagne-classic/2020,,
929,DNF,223,,DOUBEY FabienCircus - Wanty Gobert,26,Circus - Wanty Gobert,,,-,bretagne-classic/2020,,
930,DNF,224,,VLIEGEN LoïcCircus - Wanty Gobert,26,Circus - Wanty Gobert,,,-,bretagne-classic/2020,,
931,DNF,106,,SAMITIER SergioMovistar Team,24,Movistar Team,,,-,bretagne-classic/2020,,
932,DNF,246,,SAGIV GuyIsrael Start-Up Nation,25,Israel Start-Up Nation,,,-,bretagne-classic/2020,,
933,DNF,64,,BUITRAGO SantiagoBahrain - McLaren,20,Bahrain - McLaren,,,-,bretagne-classic/2020,,
934,DNF,62,,BATTAGLIN EnricoBahrain - McLaren,30,Bahrain - McLaren,,,-,bretagne-classic/2020,,
935,DNF,5,,OWEN LoganEF Pro Cycling,25,EF Pro Cycling,,,-,bretagne-classic/2020,,
936,DNF,7,,SCULLY TomEF Pro Cycling,30,EF Pro Cycling,,,-,bretagne-classic/2020,,
937,DNF,232,,COMBAUD RomainNIPPO DELKO One Provence,29,NIPPO DELKO One Provence,,,-,bretagne-classic/2020,,
938,DNF,151,,CAM MaximeB&B Hotels - Vital Concept p/b KTM,28,B&B Hotels - Vital Concept p/b KTM,,,-,bretagne-classic/2020,,
939,DNF,153,,GAREL AdrienB&B Hotels - Vital Concept p/b KTM,24,B&B Hotels - Vital Concept p/b KTM,,,-,bretagne-classic/2020,,
940,DNF,155,,MORICE JulienB&B Hotels - Vital Concept p/b KTM,29,B&B Hotels - Vital Concept p/b KTM,,,-,bretagne-classic/2020,,
941,DNS,85,,SOBRERO MatteoNTT Pro Cycling,23,NTT Pro Cycling,,,-,bretagne-classic/2020,,
942,DNS,204,,KANTER MaxTeam Sunweb,22,Team Sunweb,,,-,bretagne-classic/2020,,
943,DNS,72,,BURGHARDT MarcusBORA - hansgrohe,37,BORA - hansgrohe,,,-,bretagne-classic/2020,,
944,DNS,76,,MCCARTHY JayBORA - hansgrohe,27,BORA - hansgrohe,,,-,bretagne-classic/2020,,
945,DNS,73,,DRUCKER JempyBORA - hansgrohe,33,BORA - hansgrohe,,,-,bretagne-classic/2020,,
946,DNS,77,,SCHELLING IdeBORA - hansgrohe,22,BORA - hansgrohe,,,-,bretagne-classic/2020,,
947,DNS,74,,GAMPER PatrickBORA - hansgrohe,23,BORA - hansgrohe,,,-,bretagne-classic/2020,,
948,DNS,71,,BENEDETTI CesareBORA - hansgrohe,33,BORA - hansgrohe,,,-,bretagne-classic/2020,,
949,DNS,75,,GATTO OscarBORA - hansgrohe,35,BORA - hansgrohe,,,-,bretagne-classic/2020,,
950,,,,,,,,,,la-fleche-wallone/2020,,
951,1,61,,HIRSCHI MarcTeam Sunweb,22,Team Sunweb,400,225,4:49:17,la-fleche-wallone/2020,,
952,2,93,,COSNEFROY BenoîtAG2R La Mondiale,24,AG2R La Mondiale,320,150,",,0:00",la-fleche-wallone/2020,,
953,3,167,,WOODS MichaelEF Pro Cycling,33,EF Pro Cycling,260,110,",,0:00",la-fleche-wallone/2020,,
954,4,241,,BARGUIL WarrenTeam Arkéa Samsic,28,Team Arkéa Samsic,220,90,",,0:00",la-fleche-wallone/2020,,
955,5,221,,MARTIN DanIsrael Start-Up Nation,34,Israel Start-Up Nation,180,80,",,0:00",la-fleche-wallone/2020,,
956,6,121,,KWIATKOWSKI MichałINEOS Grenadiers,30,INEOS Grenadiers,140,70,",,0:00",la-fleche-wallone/2020,,
957,7,44,,KONRAD PatrickBORA - hansgrohe,28,BORA - hansgrohe,120,60,0:050:05,la-fleche-wallone/2020,,
958,8,51,,PORTE RichieTrek - Segafredo,35,Trek - Segafredo,100,50,",,0:05",la-fleche-wallone/2020,,
959,9,21,,POGAČAR TadejUAE Team Emirates,22,UAE Team Emirates,80,46,",,0:05",la-fleche-wallone/2020,,
960,10,151,,GESCHKE SimonCCC Team,34,CCC Team,68,42,0:100:10,la-fleche-wallone/2020,,
961,11,141,,MADOUAS ValentinGroupama - FDJ,24,Groupama - FDJ,56,38,",,0:10",la-fleche-wallone/2020,,
962,12,211,,VANENDERT JelleBingoal - Wallonie Bruxelles,35,Bingoal - Wallonie Bruxelles,48,34,",,0:10",la-fleche-wallone/2020,,
963,13,161,,MARTÍNEZ Daniel FelipeEF Pro Cycling,24,EF Pro Cycling,40,30,",,0:10",la-fleche-wallone/2020,,
964,14,144,,MOLARD RudyGroupama - FDJ,31,Groupama - FDJ,32,26,",,0:10",la-fleche-wallone/2020,,
965,15,171,,HERRADA JesúsCofidis,30,Cofidis,28,22,0:150:15,la-fleche-wallone/2020,,
966,16,105,,POELS WoutBahrain - McLaren,32,Bahrain - McLaren,24,20,0:180:18,la-fleche-wallone/2020,,
967,17,225,,NEILANDS KristsIsrael Start-Up Nation,26,Israel Start-Up Nation,24,18,",,0:18",la-fleche-wallone/2020,,
968,18,181,,SCHULTZ NickMitchelton-Scott,26,Mitchelton-Scott,24,17,",,0:18",la-fleche-wallone/2020,,
969,19,2,,BAGIOLI AndreaDeceuninck - Quick Step,21,Deceuninck - Quick Step,24,16,",,0:18",la-fleche-wallone/2020,,
970,20,14,,HOULE HugoAstana Pro Team,30,Astana Pro Team,24,15,",,0:18",la-fleche-wallone/2020,,
971,21,31,,WELLENS TimLotto Soudal,29,Lotto Soudal,16,14,",,0:18",la-fleche-wallone/2020,,
972,22,201,,VERVAEKE LouisAlpecin-Fenix,26,Alpecin-Fenix,16,13,",,0:18",la-fleche-wallone/2020,,
973,23,15,,IZAGIRRE GorkaAstana Pro Team,32,Astana Pro Team,16,12,",,0:18",la-fleche-wallone/2020,,
974,24,92,,CHAMPOUSSIN ClémentAG2R La Mondiale,22,AG2R La Mondiale,16,11,",,0:18",la-fleche-wallone/2020,,
975,25,104,,MOHORIČ MatejBahrain - McLaren,25,Bahrain - McLaren,16,10,",,0:18",la-fleche-wallone/2020,,
976,26,97,,VUILLERMOZ AlexisAG2R La Mondiale,32,AG2R La Mondiale,16,9,0:280:28,la-fleche-wallone/2020,,
977,27,11,,FRAILE OmarAstana Pro Team,30,Astana Pro Team,16,8,",,0:28",la-fleche-wallone/2020,,
978,28,237,,SIMON JulienTeam Total Direct Energie,34,Team Total Direct Energie,16,7,0:310:31,la-fleche-wallone/2020,,
979,29,203,,SBARAGLI KristianAlpecin-Fenix,30,Alpecin-Fenix,16,6,0:330:33,la-fleche-wallone/2020,,
980,30,71,,GASPAROTTO EnricoNTT Pro Cycling,38,NTT Pro Cycling,16,5,",,0:33",la-fleche-wallone/2020,,
981,31,113,,HOFSTEDE LennardTeam Jumbo-Visma,25,Team Jumbo-Visma,8,5,",,0:33",la-fleche-wallone/2020,,
982,32,84,,JORGENSON MatteoMovistar Team,21,Movistar Team,8,5,0:350:35,la-fleche-wallone/2020,,
983,33,212,,HUYS LaurensBingoal - Wallonie Bruxelles,22,Bingoal - Wallonie Bruxelles,8,5,0:380:38,la-fleche-wallone/2020,,
984,34,131,,BAKELANTS JanCircus - Wanty Gobert,34,Circus - Wanty Gobert,8,5,0:400:40,la-fleche-wallone/2020,,
985,35,205,,TULETT BenAlpecin-Fenix,19,Alpecin-Fenix,8,5,",,0:40",la-fleche-wallone/2020,,
986,36,5,,DEVENYNS DriesDeceuninck - Quick Step,37,Deceuninck - Quick Step,8,5,0:420:42,la-fleche-wallone/2020,,
987,37,245,,HARDY RomainTeam Arkéa Samsic,32,Team Arkéa Samsic,8,5,",,0:42",la-fleche-wallone/2020,,
988,38,135,,LAMMERTINK MauritsCircus - Wanty Gobert,30,Circus - Wanty Gobert,8,5,0:460:46,la-fleche-wallone/2020,,
989,39,154,,HIRT JanCCC Team,29,CCC Team,8,5,",,0:46",la-fleche-wallone/2020,,
990,40,56,,SKUJIŅŠ TomsTrek - Segafredo,29,Trek - Segafredo,8,5,0:480:48,la-fleche-wallone/2020,,
991,41,206,,VAKOČ PetrAlpecin-Fenix,28,Alpecin-Fenix,8,5,",,0:48",la-fleche-wallone/2020,,
992,42,243,,BONNAMOUR FranckTeam Arkéa Samsic,25,Team Arkéa Samsic,8,5,",,0:48",la-fleche-wallone/2020,,
993,43,102,,BUITRAGO SantiagoBahrain - McLaren,21,Bahrain - McLaren,8,5,",,0:48",la-fleche-wallone/2020,,
994,44,231,,HIVERT JonathanTeam Total Direct Energie,35,Team Total Direct Energie,8,5,",,0:48",la-fleche-wallone/2020,,
995,45,136,,PETILLI SimoneCircus - Wanty Gobert,27,Circus - Wanty Gobert,8,5,",,0:48",la-fleche-wallone/2020,,
996,46,16,,KUDUS MerhawiAstana Pro Team,26,Astana Pro Team,8,5,",,0:48",la-fleche-wallone/2020,,
997,47,86,,ROJAS José JoaquínMovistar Team,35,Movistar Team,8,5,0:560:56,la-fleche-wallone/2020,,
998,48,67,,VAN WILDER IlanTeam Sunweb,20,Team Sunweb,8,5,0:590:59,la-fleche-wallone/2020,,
999,49,182,,ALBASINI MichaelMitchelton-Scott,39,Mitchelton-Scott,8,5,",,0:59",la-fleche-wallone/2020,,
1000,50,232,,BURGAUDEAU MathieuTeam Total Direct Energie,21,Team Total Direct Energie,8,5,1:011:01,la-fleche-wallone/2020,,
1001,51,65,,POWER RobertTeam Sunweb,25,Team Sunweb,4,5,1:031:03,la-fleche-wallone/2020,,
1002,52,45,,MCCARTHY JayBORA - hansgrohe,28,BORA - hansgrohe,4,5,1:081:08,la-fleche-wallone/2020,,
1003,53,85,,PRADES EduardMovistar Team,33,Movistar Team,4,5,",,1:08",la-fleche-wallone/2020,,
1004,54,191,,SPRENGERS ThomasSport Vlaanderen - Baloise,30,Sport Vlaanderen - Baloise,4,5,1:121:12,la-fleche-wallone/2020,,
1005,55,146,,ROUX AnthonyGroupama - FDJ,33,Groupama - FDJ,4,5,1:171:17,la-fleche-wallone/2020,,
1006,56,142,,ARMIRAIL BrunoGroupama - FDJ,26,Groupama - FDJ,2,5,",,1:17",la-fleche-wallone/2020,,
1007,57,156,,ZIMMERMANN GeorgCCC Team,22,CCC Team,2,5,1:251:25,la-fleche-wallone/2020,,
1008,58,246,,LEDANOIS KévinTeam Arkéa Samsic,27,Team Arkéa Samsic,2,5,1:341:34,la-fleche-wallone/2020,,
1009,59,202,,JANSSENS JimmyAlpecin-Fenix,31,Alpecin-Fenix,2,5,",,1:34",la-fleche-wallone/2020,,
1010,60,123,,HAYTER EthanINEOS Grenadiers,22,INEOS Grenadiers,2,5,",,1:34",la-fleche-wallone/2020,,
1011,61,26,,POLANC JanUAE Team Emirates,28,UAE Team Emirates,,5,1:401:40,la-fleche-wallone/2020,,
1012,62,41,,KÄMNA LennardBORA - hansgrohe,24,BORA - hansgrohe,,5,1:461:46,la-fleche-wallone/2020,,
1013,63,34,,GOOSSENS KobeLotto Soudal,24,Lotto Soudal,,5,1:481:48,la-fleche-wallone/2020,,
1014,64,175,,LAFAY VictorCofidis,24,Cofidis,,5,",,1:48",la-fleche-wallone/2020,,
1015,65,226,,PICCOLI JamesIsrael Start-Up Nation,29,Israel Start-Up Nation,,5,1:541:54,la-fleche-wallone/2020,,
1016,66,213,,LIETAER EliotBingoal - Wallonie Bruxelles,30,Bingoal - Wallonie Bruxelles,,5,",,1:54",la-fleche-wallone/2020,,
1017,67,4,,DECLERCQ TimDeceuninck - Quick Step,31,Deceuninck - Quick Step,,5,",,1:54",la-fleche-wallone/2020,,
1018,68,215,,MOLLY KennyBingoal - Wallonie Bruxelles,23,Bingoal - Wallonie Bruxelles,,5,",,1:54",la-fleche-wallone/2020,,
1019,69,81,,ARCAS JorgeMovistar Team,28,Movistar Team,,5,",,1:54",la-fleche-wallone/2020,,
1020,70,1,,JUNGELS BobDeceuninck - Quick Step,28,Deceuninck - Quick Step,,5,",,1:54",la-fleche-wallone/2020,,
1021,71,116,,VINGEGAARD JonasTeam Jumbo-Visma,23,Team Jumbo-Visma,,5,",,1:54",la-fleche-wallone/2020,,
1022,72,233,,FERRON ValentinTeam Total Direct Energie,22,Team Total Direct Energie,,5,",,1:54",la-fleche-wallone/2020,,
1023,73,152,,BARTA WillCCC Team,24,CCC Team,,5,",,1:54",la-fleche-wallone/2020,,
1024,74,247,,OWSIAN ŁukaszTeam Arkéa Samsic,30,Team Arkéa Samsic,,5,",,1:54",la-fleche-wallone/2020,,
1025,75,106,,TEUNS DylanBahrain - McLaren,28,Bahrain - McLaren,,5,",,1:54",la-fleche-wallone/2020,,
1026,76,24,,HENAO SergioUAE Team Emirates,32,UAE Team Emirates,,5,",,1:54",la-fleche-wallone/2020,,
1027,77,214,,LIVYNS ArjenBingoal - Wallonie Bruxelles,26,Bingoal - Wallonie Bruxelles,,5,",,1:54",la-fleche-wallone/2020,,
1028,78,66,,STORER MichaelTeam Sunweb,23,Team Sunweb,,5,2:052:05,la-fleche-wallone/2020,,
1029,79,95,,GODON DorianAG2R La Mondiale,24,AG2R La Mondiale,,5,",,2:05",la-fleche-wallone/2020,,
1030,80,166,,URÁN RigobertoEF Pro Cycling,33,EF Pro Cycling,,5,2:112:11,la-fleche-wallone/2020,,
1031,81,3,,CAVAGNA RémiDeceuninck - Quick Step,25,Deceuninck - Quick Step,,5,2:382:38,la-fleche-wallone/2020,,
1032,82,91,,CHEREL MikaëlAG2R La Mondiale,34,AG2R La Mondiale,,5,2:462:46,la-fleche-wallone/2020,,
1033,83,77,,MÄDER GinoNTT Pro Cycling,23,NTT Pro Cycling,,5,3:053:05,la-fleche-wallone/2020,,
1034,84,7,,VANSEVENANT MauriDeceuninck - Quick Step,21,Deceuninck - Quick Step,,5,",,3:05",la-fleche-wallone/2020,,
1035,85,23,,COSTA RuiUAE Team Emirates,33,UAE Team Emirates,,5,3:133:13,la-fleche-wallone/2020,,
1036,86,153,,DE MARCHI AlessandroCCC Team,34,CCC Team,,5,4:054:05,la-fleche-wallone/2020,,
1037,87,183,,BAUER JackMitchelton-Scott,35,Mitchelton-Scott,,5,4:144:14,la-fleche-wallone/2020,,
1038,88,54,,RIES MichelTrek - Segafredo,22,Trek - Segafredo,,5,",,4:14",la-fleche-wallone/2020,,
1039,89,63,,DONOVAN MarkTeam Sunweb,21,Team Sunweb,,5,",,4:14",la-fleche-wallone/2020,,
1040,90,235,,GRELLIER FabienTeam Total Direct Energie,25,Team Total Direct Energie,,5,",,4:14",la-fleche-wallone/2020,,
1041,91,94,,FRANK MathiasAG2R La Mondiale,33,AG2R La Mondiale,,5,",,4:14",la-fleche-wallone/2020,,
1042,92,96,,JAUREGUI QuentinAG2R La Mondiale,26,AG2R La Mondiale,,5,",,4:14",la-fleche-wallone/2020,,
1043,93,194,,MERTENS JulianSport Vlaanderen - Baloise,22,Sport Vlaanderen - Baloise,,5,",,4:14",la-fleche-wallone/2020,,
1044,94,165,,KEUKELEIRE JensEF Pro Cycling,31,EF Pro Cycling,,5,5:115:11,la-fleche-wallone/2020,,
1045,95,103,,INKELAAR KevinBahrain - McLaren,23,Bahrain - McLaren,,5,",,5:11",la-fleche-wallone/2020,,
1046,96,204,,THWAITES ScottAlpecin-Fenix,30,Alpecin-Fenix,,5,5:165:16,la-fleche-wallone/2020,,
1047,97,242,,ANACONA WinnerTeam Arkéa Samsic,32,Team Arkéa Samsic,,5,5:225:22,la-fleche-wallone/2020,,
1048,98,72,,BARBERO CarlosNTT Pro Cycling,29,NTT Pro Cycling,,5,",,5:22",la-fleche-wallone/2020,,
1049,99,62,,ARENSMAN ThymenTeam Sunweb,20,Team Sunweb,,5,5:275:27,la-fleche-wallone/2020,,
1050,100,101,,LANDA MikelBahrain - McLaren,30,Bahrain - McLaren,,5,5:455:45,la-fleche-wallone/2020,,
1051,101,177,,PÉRICHON Pierre-LucCofidis,33,Cofidis,,5,",,5:45",la-fleche-wallone/2020,,
1052,102,174,,HERRADA JoséCofidis,34,Cofidis,,5,",,5:45",la-fleche-wallone/2020,,
1053,103,32,,DEWULF StanLotto Soudal,22,Lotto Soudal,,5,5:585:58,la-fleche-wallone/2020,,
1054,104,244,,DECLERCQ BenjaminTeam Arkéa Samsic,26,Team Arkéa Samsic,,5,6:226:22,la-fleche-wallone/2020,,
1055,105,155,,PALUTA MichałCCC Team,24,CCC Team,,5,",,6:22",la-fleche-wallone/2020,,
1056,106,37,,VAN MOER BrentLotto Soudal,22,Lotto Soudal,,5,6:256:25,la-fleche-wallone/2020,,
1057,107,115,,MARTENS PaulTeam Jumbo-Visma,36,Team Jumbo-Visma,,5,6:306:30,la-fleche-wallone/2020,,
1058,108,185,,IMPEY DarylMitchelton-Scott,35,Mitchelton-Scott,,5,",,6:30",la-fleche-wallone/2020,,
1059,109,126,,WURF CameronINEOS Grenadiers,37,INEOS Grenadiers,,5,",,6:30",la-fleche-wallone/2020,,
1060,110,124,,HENAO SebastiánINEOS Grenadiers,27,INEOS Grenadiers,,5,",,6:30",la-fleche-wallone/2020,,
1061,111,176,,MATÉ Luis ÁngelCofidis,36,Cofidis,,5,",,6:30",la-fleche-wallone/2020,,
1062,112,132,,DEGAND ThomasCircus - Wanty Gobert,34,Circus - Wanty Gobert,,5,",,6:30",la-fleche-wallone/2020,,
1063,113,36,,VAN DER SANDE ToshLotto Soudal,29,Lotto Soudal,,5,6:516:51,la-fleche-wallone/2020,,
1064,114,73,,BATTISTELLA SamueleNTT Pro Cycling,21,NTT Pro Cycling,,5,",,6:51",la-fleche-wallone/2020,,
1065,115,216,,PAASSCHENS MathijsBingoal - Wallonie Bruxelles,24,Bingoal - Wallonie Bruxelles,,5,6:576:57,la-fleche-wallone/2020,,
1066,116,107,,WILLIAMS StephenBahrain - McLaren,24,Bahrain - McLaren,,5,",,6:57",la-fleche-wallone/2020,,
1067,117,193,,DELTOMBE KevinSport Vlaanderen - Baloise,26,Sport Vlaanderen - Baloise,,5,10:1410:14,la-fleche-wallone/2020,,
1068,118,52,,KAMP AlexanderTrek - Segafredo,26,Trek - Segafredo,,5,10:1910:19,la-fleche-wallone/2020,,
1069,119,184,,GRMAY TsgabuMitchelton-Scott,29,Mitchelton-Scott,,5,",,10:19",la-fleche-wallone/2020,,
1070,120,75,,KING BenNTT Pro Cycling,31,NTT Pro Cycling,,5,10:2410:24,la-fleche-wallone/2020,,
1071,121,172,,BARCELÓ FernandoCofidis,24,Cofidis,,5,",,10:24",la-fleche-wallone/2020,,
1072,122,222,,GOLDSTEIN OmerIsrael Start-Up Nation,24,Israel Start-Up Nation,,5,",,10:24",la-fleche-wallone/2020,,
1073,123,83,,ELOSEGUI IñigoMovistar Team,22,Movistar Team,,5,",,10:24",la-fleche-wallone/2020,,
1074,124,47,,SCHELLING IdeBORA - hansgrohe,22,BORA - hansgrohe,,5,",,10:24",la-fleche-wallone/2020,,
1075,125,164,,HOWES AlexEF Pro Cycling,32,EF Pro Cycling,,5,",,10:24",la-fleche-wallone/2020,,
1076,126,82,,ALBA Juan DiegoMovistar Team,23,Movistar Team,,5,",,10:24",la-fleche-wallone/2020,,
1077,127,173,,FINÉ EddyCofidis,22,Cofidis,,5,",,10:24",la-fleche-wallone/2020,,
1078,128,53,,LÓPEZ Juan PedroTrek - Segafredo,23,Trek - Segafredo,,5,",,10:24",la-fleche-wallone/2020,,
1079,129,224,,HOLLENSTEIN RetoIsrael Start-Up Nation,35,Israel Start-Up Nation,,5,10:3310:33,la-fleche-wallone/2020,,
1080,130,227,,SUTHERLAND RoryIsrael Start-Up Nation,38,Israel Start-Up Nation,,5,",,10:33",la-fleche-wallone/2020,,
1081,131,207,,VERGAERDE OttoAlpecin-Fenix,26,Alpecin-Fenix,,5,10:3610:36,la-fleche-wallone/2020,,
1082,132,217,,PEYSKENS DimitriBingoal - Wallonie Bruxelles,28,Bingoal - Wallonie Bruxelles,,5,",,10:36",la-fleche-wallone/2020,,
1083,133,112,,DE PLUS LaurensTeam Jumbo-Visma,25,Team Jumbo-Visma,,5,",,10:36",la-fleche-wallone/2020,,
1084,134,195,,PLANCKAERT EmielSport Vlaanderen - Baloise,23,Sport Vlaanderen - Baloise,,5,10:4510:45,la-fleche-wallone/2020,,
1085,135,55,,SIMMONS QuinnTrek - Segafredo,19,Trek - Segafredo,,5,",,10:45",la-fleche-wallone/2020,,
1086,136,196,,VAN POUCKE AaronSport Vlaanderen - Baloise,22,Sport Vlaanderen - Baloise,,5,10:5410:54,la-fleche-wallone/2020,,
1087,137,234,,GAILLARD MarlonTeam Total Direct Energie,24,Team Total Direct Energie,,5,11:1611:16,la-fleche-wallone/2020,,
1088,138,35,,MERTZ RémyLotto Soudal,25,Lotto Soudal,,5,12:1512:15,la-fleche-wallone/2020,,
1089,139,12,,CONTRERAS RodrigoAstana Pro Team,26,Astana Pro Team,,5,",,12:15",la-fleche-wallone/2020,,
1090,140,192,,DE VYLDER LindsaySport Vlaanderen - Baloise,25,Sport Vlaanderen - Baloise,,5,",,12:15",la-fleche-wallone/2020,,
1091,141,6,,GARRISON IanDeceuninck - Quick Step,22,Deceuninck - Quick Step,,5,12:3112:31,la-fleche-wallone/2020,,
1092,142,42,,GAMPER PatrickBORA - hansgrohe,23,BORA - hansgrohe,,5,",,12:31",la-fleche-wallone/2020,,
1093,143,27,,RAVASI EdwardUAE Team Emirates,26,UAE Team Emirates,,5,",,12:31",la-fleche-wallone/2020,,
1094,DNF,236,,OURSELIN PaulTeam Total Direct Energie,26,Team Total Direct Energie,,,-,la-fleche-wallone/2020,,
1095,DNF,143,,LADAGNOUS MatthieuGroupama - FDJ,35,Groupama - FDJ,,,-,la-fleche-wallone/2020,,
1096,DNF,147,,SEIGLE RomainGroupama - FDJ,25,Groupama - FDJ,,,-,la-fleche-wallone/2020,,
1097,DNF,145,,REICHENBACH SébastienGroupama - FDJ,31,Groupama - FDJ,,,-,la-fleche-wallone/2020,,
1098,DNF,186,,PEÁK BarnabásMitchelton-Scott,21,Mitchelton-Scott,,,-,la-fleche-wallone/2020,,
1099,DNF,25,,MUÑOZ Cristian CamiloUAE Team Emirates,24,UAE Team Emirates,,,-,la-fleche-wallone/2020,,
1100,DNF,22,,ARDILA Andrés CamiloUAE Team Emirates,21,UAE Team Emirates,,,-,la-fleche-wallone/2020,,
1101,DNF,76,,KREUZIGER RomanNTT Pro Cycling,34,NTT Pro Cycling,,,-,la-fleche-wallone/2020,,
1102,DNF,74,,DYBALL BenjaminNTT Pro Cycling,31,NTT Pro Cycling,,,-,la-fleche-wallone/2020,,
1103,DNF,114,,LEEZER TomTeam Jumbo-Visma,34,Team Jumbo-Visma,,,-,la-fleche-wallone/2020,,
1104,DNF,111,,DUMOULIN TomTeam Jumbo-Visma,29,Team Jumbo-Visma,,,-,la-fleche-wallone/2020,,
1105,DNF,64,,GALL FelixTeam Sunweb,22,Team Sunweb,,,-,la-fleche-wallone/2020,,
1106,DNF,46,,SAGAN JurajBORA - hansgrohe,31,BORA - hansgrohe,,,-,la-fleche-wallone/2020,,
1107,DNF,43,,GATTO OscarBORA - hansgrohe,35,BORA - hansgrohe,,,-,la-fleche-wallone/2020,,
1108,DNF,125,,SOSA Iván RamiroINEOS Grenadiers,22,INEOS Grenadiers,,,-,la-fleche-wallone/2020,,
1109,DNF,122,,GOŁAŚ MichałINEOS Grenadiers,36,INEOS Grenadiers,,,-,la-fleche-wallone/2020,,
1110,DNF,197,,WARLOP JordiSport Vlaanderen - Baloise,24,Sport Vlaanderen - Baloise,,,-,la-fleche-wallone/2020,,
1111,DNF,137,,VAN MELSEN KévinCircus - Wanty Gobert,33,Circus - Wanty Gobert,,,-,la-fleche-wallone/2020,,
1112,DNF,133,,DOUBEY FabienCircus - Wanty Gobert,26,Circus - Wanty Gobert,,,-,la-fleche-wallone/2020,,
1113,DNF,33,,FRISON FrederikLotto Soudal,28,Lotto Soudal,,,-,la-fleche-wallone/2020,,
1114,DNF,223,,HERMANS BenIsrael Start-Up Nation,34,Israel Start-Up Nation,,,-,la-fleche-wallone/2020,,
1115,DNF,162,,CARTHY HughEF Pro Cycling,26,EF Pro Cycling,,,-,la-fleche-wallone/2020,,
1116,DNF,163,,HIGUITA SergioEF Pro Cycling,23,EF Pro Cycling,,,-,la-fleche-wallone/2020,,
1117,DNS,13,,GREGAARD JonasAstana Pro Team,24,Astana Pro Team,,,-,la-fleche-wallone/2020,,
1118,DNS,134,,EIKING Odd ChristianCircus - Wanty Gobert,25,Circus - Wanty Gobert,,,-,la-fleche-wallone/2020,,
1119,,,,,,,,,,liege-bastogne-liege/2020,,
1120,1,101,,ROGLIČ PrimožTeam Jumbo-Visma,30,Team Jumbo-Visma,500,275,6:32:02,liege-bastogne-liege/2020,,
1121,2,161,,HIRSCHI MarcTeam Sunweb,22,Team Sunweb,400,200,",,0:00",liege-bastogne-liege/2020,,
1122,3,111,,POGAČAR TadejUAE Team Emirates,22,UAE Team Emirates,325,150,",,0:00",liege-bastogne-liege/2020,,
1123,4,85,,MOHORIČ MatejBahrain - McLaren,25,Bahrain - McLaren,275,120,",,0:00",liege-bastogne-liege/2020,,
1124,5,1,,ALAPHILIPPE JulianDeceuninck - Quick Step,28,Deceuninck - Quick Step,225,100,",,0:00",liege-bastogne-liege/2020,,
1125,6,181,,VAN DER POEL MathieuAlpecin-Fenix,25,Alpecin-Fenix,175,90,0:140:14,liege-bastogne-liege/2020,,
1126,7,41,,WOODS MichaelEF Pro Cycling,33,EF Pro Cycling,150,80,",,0:14",liege-bastogne-liege/2020,,
1127,8,163,,BENOOT TiesjTeam Sunweb,26,Team Sunweb,125,70,",,0:14",liege-bastogne-liege/2020,,
1128,9,71,,BARGUIL WarrenTeam Arkéa Samsic,28,Team Arkéa Samsic,100,60,",,0:14",liege-bastogne-liege/2020,,
1129,10,171,,KWIATKOWSKI MichałINEOS Grenadiers,30,INEOS Grenadiers,85,50,",,0:14",liege-bastogne-liege/2020,,
1130,11,211,,MARTIN DanIsrael Start-Up Nation,34,Israel Start-Up Nation,70,46,",,0:14",liege-bastogne-liege/2020,,
1131,12,103,,DUMOULIN TomTeam Jumbo-Visma,29,Team Jumbo-Visma,60,42,",,0:14",liege-bastogne-liege/2020,,
1132,13,55,,MOLARD RudyGroupama - FDJ,31,Groupama - FDJ,50,38,",,0:14",liege-bastogne-liege/2020,,
1133,14,141,,MARTIN GuillaumeCofidis,27,Cofidis,40,34,",,0:14",liege-bastogne-liege/2020,,
1134,15,47,,URÁN RigobertoEF Pro Cycling,33,EF Pro Cycling,35,30,",,0:14",liege-bastogne-liege/2020,,
1135,16,151,,PORTE RichieTrek - Segafredo,35,Trek - Segafredo,30,28,",,0:14",liege-bastogne-liege/2020,,
1136,17,14,,IZAGIRRE GorkaAstana Pro Team,32,Astana Pro Team,30,26,0:430:43,liege-bastogne-liege/2020,,
