,fullname,team,team_code,country,height,weight,birthplace,rider_code,age,nb_race_flat,nb_win_flat,nb_pod_flat,nb_top10_flat,pts_flat,avg_rnk_flat,pct_win_flat,pct_pod_flat,pct_top10_flat,avg_pts_flat,nb_race_climb,nb_win_climb,nb_pod_climb,nb_top10_climb,pts_climb,avg_rnk_climb,pct_win_climb,pct_pod_climb,pct_top10_climb,avg_pts_climb,nb_race_time_trial,nb_win_time_trial,nb_pod_time_trial,nb_top10_time_trial,pts_time_trial,avg_rnk_time_trial,pct_win_time_trial,pct_pod_time_trial,pct_top10_time_trial,avg_pts_time_trial,nb_gc_finished,nb_win_gc,nb_pod_gc,nb_top10_gc,pts_gc,pct_win_gc,pct_pod_gc,pct_top10_gc,avg_pts_gc,nb_race_one_day,nb_win_one_day,nb_pod_one_day,nb_top10_one_day,pts_one_day,avg_rnk_one_day,pct_win_one_day,pct_pod_one_day,pct_top10_one_day,avg_pts_one_day,nb_dnf_otl,pct_dnf_otl,group
10,marco  haller ,bora - hansgrohe,bora-hansgrohe-2023,austria,1.78,72.0,sankt veit an der glan,marco-haller,31.0,72.0,1.0,1.0,2.0,371.0,83.26984126984127,0.0138888888888888,0.0138888888888888,0.0277777777777777,5.152777777777778,134.0,0.0,0.0,4.0,284.0,95.83064516129032,0.0,0.0,0.0298507462686567,2.1194029850746268,13.0,0.0,0.0,0.0,0.0,122.3076923076923,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0,12.916666666666666,60.0,1.0,1.0,5.0,643.0,47.58139534883721,0.0166666666666666,0.0166666666666666,0.0833333333333333,10.716666666666669,17.0,0.0776255707762557,2
11,lennard  kämna ,bora - hansgrohe,bora-hansgrohe-2023,germany,1.81,65.0,wedel,lennard-kamna,26.0,32.0,0.0,0.0,0.0,5.0,89.93333333333334,0.0,0.0,0.0,0.15625,98.0,3.0,4.0,16.0,616.0,63.82954545454545,0.0306122448979591,0.0408163265306122,0.1632653061224489,6.285714285714286,10.0,0.0,0.0,1.0,13.0,26.6,0.0,0.0,0.1,1.3,9.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,23.33333333333333,23.0,0.0,0.0,2.0,131.0,51.285714285714285,0.0,0.0,0.0869565217391304,5.695652173913044,10.0,0.0714285714285714,2
12,jordi  meeus ,bora - hansgrohe,bora-hansgrohe-2023,belgium,1.9,80.0,lommel,jordi-meeus,24.0,38.0,0.0,5.0,12.0,548.0,49.34285714285714,0.0,0.131578947368421,0.3157894736842105,14.421052631578949,63.0,2.0,6.0,8.0,384.0,106.56603773584904,0.0317460317460317,0.0952380952380952,0.1269841269841269,6.095238095238095,10.0,0.0,0.0,0.0,0.0,103.22222222222224,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,6.666666666666667,39.0,2.0,7.0,12.0,754.0,41.23333333333333,0.0512820512820512,0.1794871794871795,0.3076923076923077,19.33333333333333,9.0,0.081081081081081,2
13,cesare  benedetti ,bora - hansgrohe,bora-hansgrohe-2023,poland,1.7,63.0,rovereto,cesare-benedetti,35.0,48.0,0.0,0.0,0.0,0.0,98.60416666666669,0.0,0.0,0.0,0.0,155.0,1.0,1.0,1.0,225.0,92.50694444444444,0.0064516129032258,0.0064516129032258,0.0064516129032258,1.4516129032258065,18.0,0.0,0.0,0.0,0.0,104.55555555555556,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,9.583333333333334,60.0,0.0,0.0,0.0,145.0,73.41176470588235,0.0,0.0,0.0,2.4166666666666665,9.0,0.0407239819004524,2
14,jonas  koch ,bora - hansgrohe,bora-hansgrohe-2023,germany,1.87,75.0,schwäbisch hall,jonas-koch,29.0,68.0,0.0,0.0,2.0,148.0,62.79661016949152,0.0,0.0,0.0294117647058823,2.176470588235294,93.0,0.0,0.0,6.0,155.0,90.84415584415584,0.0,0.0,0.064516129032258,1.6666666666666667,7.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,15.0,71.0,0.0,0.0,2.0,219.0,55.8125,0.0,0.0,0.028169014084507,3.084507042253521,21.0,0.125,2
15,giovanni  aleotti ,bora - hansgrohe,bora-hansgrohe-2023,italy,1.8,67.0,mirandola,giovanni-aleotti,23.0,24.0,0.0,0.0,0.0,12.0,76.41666666666667,0.0,0.0,0.0,0.5,76.0,0.0,1.0,4.0,218.0,65.52112676056338,0.0,0.0131578947368421,0.0526315789473684,2.8684210526315788,8.0,0.0,0.0,0.0,0.0,65.375,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,22.285714285714285,34.0,0.0,1.0,2.0,224.0,55.310344827586206,0.0,0.0294117647058823,0.0588235294117647,6.588235294117647,5.0,0.0462962962962962,2
16,nico  denz ,bora - hansgrohe,bora-hansgrohe-2023,germany,1.83,71.0,waldshut-tiengen,nico-denz,29.0,54.0,0.0,0.0,1.0,64.0,83.18604651162791,0.0,0.0,0.0185185185185185,1.1851851851851851,126.0,1.0,1.0,1.0,134.0,98.3846153846154,0.0079365079365079,0.0079365079365079,0.0079365079365079,1.0634920634920637,17.0,0.0,0.0,0.0,4.0,77.75,0.0,0.0,0.0,0.2352941176470588,11.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,10.181818181818182,44.0,0.0,0.0,0.0,125.0,76.32,0.0,0.0,0.0,2.840909090909091,19.0,0.0964467005076142,2
17,ryan  mullen ,bora - hansgrohe,bora-hansgrohe-2023,ireland,1.89,77.0,birkenhead,ryan-mullen,28.0,59.0,0.0,0.0,1.0,69.0,77.56521739130434,0.0,0.0,0.0169491525423728,1.1694915254237288,68.0,0.0,0.0,2.0,37.0,108.60344827586206,0.0,0.0,0.0294117647058823,0.5441176470588235,12.0,0.0,0.0,0.0,30.0,47.16666666666666,0.0,0.0,0.0,2.5,12.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,5.0,42.0,0.0,0.0,2.0,103.0,75.9090909090909,0.0,0.0,0.0476190476190476,2.452380952380953,22.0,0.158273381294964,2
18,matteo  fabbro ,bora - hansgrohe,bora-hansgrohe-2023,italy,1.67,52.0,udine,matteo-fabbro,27.0,25.0,0.0,0.0,0.0,2.0,87.2,0.0,0.0,0.0,0.08,129.0,0.0,0.0,6.0,125.0,61.0672268907563,0.0,0.0,0.0465116279069767,0.9689922480620154,13.0,0.0,0.0,0.0,0.0,73.07692307692308,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,270.0,0.0,0.0,0.0909090909090909,24.545454545454547,26.0,0.0,0.0,0.0,94.0,52.8235294117647,0.0,0.0,0.0,3.615384615384616,9.0,0.0538922155688622,2
19,ide  schelling ,bora - hansgrohe,bora-hansgrohe-2023,netherlands,1.82,66.0,the hague,ide-schelling,25.0,34.0,0.0,0.0,0.0,56.0,103.53333333333332,0.0,0.0,0.0,1.6470588235294117,74.0,1.0,1.0,6.0,347.0,80.54838709677419,0.0135135135135135,0.0135135135135135,0.081081081081081,4.6891891891891895,5.0,0.0,0.0,1.0,3.0,111.6,0.0,0.0,0.2,0.6,5.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,10.0,60.0,1.0,1.0,4.0,389.0,67.8695652173913,0.0166666666666666,0.0166666666666666,0.0666666666666666,6.483333333333333,15.0,0.131578947368421,2
20,shane  archbold ,bora - hansgrohe,bora-hansgrohe-2023,new zealand,1.82,79.0,timaru,shane-archbold,34.0,51.0,0.0,0.0,1.0,26.0,83.06521739130434,0.0,0.0,0.0196078431372549,0.5098039215686274,51.0,0.0,0.0,0.0,5.0,122.15217391304348,0.0,0.0,0.0,0.0980392156862745,7.0,0.0,0.0,0.0,0.0,119.33333333333331,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,6.666666666666667,27.0,0.0,0.0,1.0,31.0,75.88888888888889,0.0,0.0,0.037037037037037,1.148148148148148,8.0,0.073394495412844,2
21,matthew  walls ,bora - hansgrohe,bora-hansgrohe-2023,great britain,1.77,72.0,manchester,matthew-walls,24.0,15.0,1.0,1.0,1.0,164.0,50.11111111111112,0.0666666666666666,0.0666666666666666,0.0666666666666666,10.933333333333334,22.0,0.0,0.0,0.0,14.0,119.3076923076923,0.0,0.0,0.0,0.6363636363636364,3.0,0.0,0.0,0.0,0.0,106.66666666666669,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,26.0,1.0,1.0,1.0,178.0,60.61538461538461,0.0384615384615384,0.0384615384615384,0.0384615384615384,6.846153846153846,15.0,0.3658536585365853,1
22,ben  zwiehoff ,bora - hansgrohe,bora-hansgrohe-2023,germany,1.82,61.0,essen,ben-zwiehoff,29.0,22.0,0.0,0.0,0.0,5.0,83.95,0.0,0.0,0.0,0.2272727272727272,67.0,0.0,0.0,5.0,81.0,58.21875,0.0,0.0,0.0746268656716417,1.208955223880597,7.0,0.0,0.0,0.0,0.0,70.14285714285714,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,158.0,0.0,0.0,0.1428571428571428,22.571428571428573,22.0,0.0,0.0,3.0,83.0,53.41176470588236,0.0,0.0,0.1363636363636363,3.772727272727273,5.0,0.0520833333333333,2
23,cian  uijtdebroeks ,bora - hansgrohe,bora-hansgrohe-2023,belgium,1.85,68.0,none,cian-uijtdebroeks,20.0,1.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,41.0,34.44444444444444,0.0,0.0,0.0909090909090909,3.727272727272727,,,,,,,,,,,,,,,,,,,,12.0,0.0,0.0,1.0,41.0,40.9,0.0,0.0,0.0833333333333333,3.4166666666666665,2.0,0.1666666666666666,1
24,patrick  gamper ,bora - hansgrohe,bora-hansgrohe-2023,austria,1.94,86.0,wien,patrick-gamper,26.0,44.0,0.0,0.0,0.0,23.0,86.6,0.0,0.0,0.0,0.5227272727272727,76.0,0.0,0.0,0.0,77.0,96.04761904761904,0.0,0.0,0.0,1.013157894736842,8.0,0.0,0.0,0.0,0.0,94.125,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,8.333333333333334,50.0,0.0,0.0,0.0,100.0,80.54054054054055,0.0,0.0,0.0,2.0,14.0,0.109375,2
25,frederik  wandahl ,bora - hansgrohe,bora-hansgrohe-2023,denmark,1.78,61.0,stockholm,frederik-wandahl,21.0,7.0,0.0,0.0,1.0,22.0,90.28571428571428,0.0,0.0,0.1428571428571428,3.142857142857143,49.0,0.0,0.0,0.0,48.0,85.125,0.0,0.0,0.0,0.979591836734694,4.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,5.0,30.0,0.0,0.0,1.0,70.0,55.08695652173913,0.0,0.0,0.0333333333333333,2.333333333333333,7.0,0.1166666666666666,1
26,victor  koretzky ,bora - hansgrohe,bora-hansgrohe-2023,france,1.8,69.0,béziers,victor-koretzky,28.0,3.0,0.0,0.0,0.0,5.0,67.33333333333333,0.0,0.0,0.0,1.6666666666666667,18.0,0.0,0.0,0.0,20.0,60.1875,0.0,0.0,0.0,1.1111111111111112,1.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,25.0,56.66666666666666,0.0,0.0,0.0,1.7857142857142858,2.0,0.0909090909090909,1
27,anton  palzer ,bora - hansgrohe,bora-hansgrohe-2023,germany,1.78,62.0,berchtesgaden,anton-palzer,30.0,12.0,0.0,0.0,0.0,0.0,86.9090909090909,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,69.76086956521739,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,86.6,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,10.0,21.0,0.0,0.0,0.0,0.0,61.4375,0.0,0.0,0.0,0.0,4.0,0.0588235294117647,1
28,florian  lipowitz ,bora - hansgrohe,bora-hansgrohe-2023,germany,1.81,68.0,none,florian-lipowitz,22.0,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,1
