,fullname,team,team_code,country,height,weight,birthplace,rider_code,age,nb_race_flat,nb_win_flat,nb_pod_flat,nb_top10_flat,pts_flat,avg_rnk_flat,pct_win_flat,pct_pod_flat,pct_top10_flat,avg_pts_flat,nb_race_climb,nb_win_climb,nb_pod_climb,nb_top10_climb,pts_climb,avg_rnk_climb,pct_win_climb,pct_pod_climb,pct_top10_climb,avg_pts_climb,nb_race_time_trial,nb_win_time_trial,nb_pod_time_trial,nb_top10_time_trial,pts_time_trial,avg_rnk_time_trial,pct_win_time_trial,pct_pod_time_trial,pct_top10_time_trial,avg_pts_time_trial,nb_gc_finished,nb_win_gc,nb_pod_gc,nb_top10_gc,pts_gc,pct_win_gc,pct_pod_gc,pct_top10_gc,avg_pts_gc,nb_race_one_day,nb_win_one_day,nb_pod_one_day,nb_top10_one_day,pts_one_day,avg_rnk_one_day,pct_win_one_day,pct_pod_one_day,pct_top10_one_day,avg_pts_one_day,nb_dnf_otl,pct_dnf_otl,group
210,nelson  oliveira ,movistar team,movistar-team-2023,portugal,1.8,67.0,anadia,nelson-oliveira,34.0,47.0,0.0,0.0,0.0,5.0,81.6086956521739,0.0,0.0,0.0,0.1063829787234042,161.0,0.0,0.0,6.0,218.0,61.80769230769231,0.0,0.0,0.0372670807453416,1.3540372670807452,21.0,0.0,1.0,4.0,273.0,20.61904761904762,0.0,0.0476190476190476,0.1904761904761904,13.0,14.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,15.714285714285714,19.0,0.0,0.0,0.0,143.0,43.3125,0.0,0.0,0.0,7.526315789473684,5.0,0.0218340611353711,2
211,ruben  guerreiro ,movistar team,movistar-team-2023,portugal,1.78,65.0,montijo,ruben-guerreiro,28.0,36.0,0.0,0.0,0.0,0.0,63.4,0.0,0.0,0.0,0.0,121.0,2.0,4.0,15.0,608.0,33.07079646017699,0.0165289256198347,0.0330578512396694,0.1239669421487603,5.024793388429752,16.0,0.0,0.0,0.0,0.0,59.9375,0.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,486.0,0.0,0.0,0.1818181818181818,44.18181818181818,24.0,1.0,1.0,3.0,306.0,28.789473684210527,0.0416666666666666,0.0416666666666666,0.125,12.75,8.0,0.0462427745664739,2
212,alex  aranburu ,movistar team,movistar-team-2023,spain,1.78,63.0,ezkio-itsaso,alex-aranburu,27.0,34.0,0.0,1.0,5.0,234.0,65.6969696969697,0.0,0.0294117647058823,0.1470588235294117,6.882352941176471,112.0,1.0,6.0,21.0,948.0,57.70192307692308,0.0089285714285714,0.0535714285714285,0.1875,8.464285714285714,10.0,0.0,1.0,2.0,52.0,53.6,0.0,0.1,0.2,5.2,8.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,11.375,46.0,0.0,2.0,8.0,798.0,29.05128205128205,0.0,0.0434782608695652,0.1739130434782608,17.347826086956523,6.0,0.0384615384615384,2
213,imanol  erviti ,movistar team,movistar-team-2023,spain,1.89,82.0,pamplona,imanol-erviti,39.0,64.0,0.0,0.0,0.0,41.0,65.01666666666667,0.0,0.0,0.0,0.640625,150.0,0.0,1.0,1.0,146.0,78.34965034965035,0.0,0.0066666666666666,0.0066666666666666,0.9733333333333334,14.0,0.0,0.0,0.0,0.0,86.42857142857143,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,13.076923076923077,36.0,0.0,0.0,0.0,116.0,69.89285714285714,0.0,0.0,0.0,3.2222222222222223,9.0,0.0394736842105263,2
214,iván  garcía cortina ,movistar team,movistar-team-2023,spain,1.83,77.0,gijón,ivan-garcia-cortina,27.0,53.0,1.0,2.0,7.0,501.0,28.45098039215686,0.0188679245283018,0.0377358490566037,0.1320754716981132,9.452830188679243,107.0,1.0,2.0,16.0,780.0,61.78260869565217,0.0093457943925233,0.0186915887850467,0.1495327102803738,7.289719626168225,12.0,0.0,0.0,0.0,0.0,77.25,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,180.0,0.0,0.0,0.1,18.0,65.0,1.0,2.0,10.0,1071.0,32.450980392156865,0.0153846153846153,0.0307692307692307,0.1538461538461538,16.476923076923075,15.0,0.0872093023255814,2
215,iván ramiro  sosa ,movistar team,movistar-team-2023,colombia,1.68,58.0,pasca,ivan-ramiro-sosa,25.0,21.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,85.0,0.0,1.0,1.0,167.0,60.0,0.0,0.0117647058823529,0.0117647058823529,1.964705882352941,8.0,0.0,0.0,0.0,0.0,116.75,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,11.428571428571429,25.0,0.0,1.0,1.0,167.0,38.93333333333333,0.0,0.04,0.04,6.68,10.0,0.087719298245614,2
216,carlos  verona ,movistar team,movistar-team-2023,spain,1.86,68.0,san lorenzo de el escorial,carlos-verona,30.0,52.0,0.0,0.0,0.0,1.0,115.75,0.0,0.0,0.0,0.0192307692307692,166.0,1.0,4.0,10.0,360.0,58.3416149068323,0.0060240963855421,0.0240963855421686,0.0602409638554216,2.1686746987951806,18.0,0.0,0.0,0.0,0.0,117.88888888888889,0.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,530.0,0.0,0.0,0.0588235294117647,31.176470588235293,21.0,0.0,0.0,3.0,138.0,47.0,0.0,0.0,0.1428571428571428,6.571428571428571,3.0,0.0127118644067796,2
217,gregor  mühlberger ,movistar team,movistar-team-2023,austria,1.8,64.0,haidershofen,gregor-muhlberger,28.0,36.0,0.0,0.0,0.0,0.0,88.17142857142858,0.0,0.0,0.0,0.0,121.0,0.0,3.0,5.0,244.0,61.80555555555556,0.0,0.024793388429752,0.0413223140495867,2.0165289256198347,12.0,0.0,0.0,0.0,0.0,93.63636363636364,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,193.0,0.0,0.0,0.0,14.846153846153848,24.0,0.0,0.0,0.0,108.0,52.875,0.0,0.0,0.0,4.5,13.0,0.0769230769230769,2
218,antonio  pedrero ,movistar team,movistar-team-2023,spain,1.77,60.0,terrassa,antonio-pedrero,31.0,28.0,0.0,0.0,0.0,0.0,109.1923076923077,0.0,0.0,0.0,0.0,112.0,0.0,1.0,7.0,175.0,56.00952380952381,0.0,0.0089285714285714,0.0625,1.5625,15.0,0.0,0.0,0.0,0.0,109.13333333333334,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,173.0,0.0,0.0,0.0,21.625,21.0,0.0,0.0,2.0,78.0,52.61538461538461,0.0,0.0,0.0952380952380952,3.7142857142857135,9.0,0.0580645161290322,2
219,gonzalo  serrano ,movistar team,movistar-team-2023,spain,1.77,65.0,madrid,gonzalo-serrano,28.0,21.0,0.0,0.0,1.0,33.0,70.95,0.0,0.0,0.0476190476190476,1.5714285714285714,89.0,0.0,2.0,10.0,400.0,66.32926829268293,0.0,0.0224719101123595,0.1123595505617977,4.49438202247191,5.0,0.0,0.0,0.0,0.0,74.2,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,185.0,0.0,0.0,0.2,37.0,46.0,0.0,2.0,6.0,396.0,42.475,0.0,0.0434782608695652,0.1304347826086956,8.608695652173912,8.0,0.0695652173913043,2
220,óscar  rodríguez ,movistar team,movistar-team-2023,spain,1.79,63.0,burlada,oscar-rodriguez,27.0,28.0,0.0,0.0,0.0,5.0,80.92592592592592,0.0,0.0,0.0,0.1785714285714285,99.0,0.0,2.0,8.0,186.0,54.1063829787234,0.0,0.0202020202020202,0.0808080808080808,1.878787878787879,13.0,0.0,0.0,0.0,0.0,42.69230769230769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,11.916666666666666,22.0,0.0,1.0,3.0,114.0,42.833333333333336,0.0,0.0454545454545454,0.1363636363636363,5.181818181818182,5.0,0.0357142857142857,2
221,max  kanter ,movistar team,movistar-team-2023,germany,1.76,68.0,cottbus,max-kanter,25.0,46.0,0.0,3.0,18.0,392.0,30.75609756097561,0.0,0.0652173913043478,0.391304347826087,8.521739130434783,71.0,0.0,1.0,7.0,144.0,93.12307692307692,0.0,0.0140845070422535,0.0985915492957746,2.028169014084507,9.0,0.0,0.0,0.0,0.0,100.42857142857144,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,7.222222222222222,37.0,0.0,2.0,8.0,356.0,43.07142857142857,0.0,0.054054054054054,0.2162162162162162,9.62162162162162,10.0,0.0793650793650793,2
222,matteo  jorgenson ,movistar team,movistar-team-2023,united states,1.9,65.0,walnut creek,matteo-jorgenson,23.0,21.0,0.0,1.0,1.0,25.0,68.4,0.0,0.0476190476190476,0.0476190476190476,1.1904761904761905,74.0,0.0,1.0,7.0,230.0,55.16666666666666,0.0,0.0135135135135135,0.0945945945945946,3.108108108108108,8.0,0.0,0.0,0.0,0.0,30.625,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,260.0,0.0,0.0,0.1428571428571428,37.142857142857146,29.0,0.0,0.0,1.0,102.0,48.86363636363637,0.0,0.0,0.0344827586206896,3.5172413793103448,7.0,0.0679611650485436,2
223,einer augusto  rubio ,movistar team,movistar-team-2023,colombia,1.64,56.0,chíquiza,einer-augusto-rubio-reyes,25.0,16.0,0.0,0.0,0.0,0.0,75.875,0.0,0.0,0.0,0.0,71.0,1.0,1.0,2.0,108.0,56.17910447761194,0.0140845070422535,0.0140845070422535,0.028169014084507,1.5211267605633805,8.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,164.0,0.0,0.0,0.1666666666666666,27.33333333333333,25.0,0.0,0.0,1.0,58.0,40.47619047619048,0.0,0.0,0.04,2.32,4.0,0.0421052631578947,1
224,lluís  mas ,movistar team,movistar-team-2023,spain,1.81,69.0,ses salines,lluis-guillermo-mas,33.0,37.0,0.0,0.0,0.0,42.0,70.8529411764706,0.0,0.0,0.0,1.135135135135135,87.0,0.0,0.0,0.0,69.0,85.63013698630137,0.0,0.0,0.0,0.7931034482758621,10.0,0.0,0.0,0.0,10.0,48.6,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,10.285714285714286,43.0,0.0,0.0,0.0,111.0,68.25806451612904,0.0,0.0,0.0,2.581395348837209,17.0,0.126865671641791,2
225,mathias  norsgaard ,movistar team,movistar-team-2023,denmark,2.02,81.0,silkeborg,mathias-norsgaard,25.0,32.0,0.0,1.0,1.0,61.0,76.5,0.0,0.03125,0.03125,1.90625,48.0,0.0,0.0,0.0,40.0,96.04444444444444,0.0,0.0,0.0,0.8333333333333334,8.0,0.0,0.0,1.0,7.0,56.333333333333336,0.0,0.0,0.125,0.875,5.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,5.0,43.0,0.0,0.0,0.0,71.0,71.30555555555556,0.0,0.0,0.0,1.6511627906976745,7.0,0.0795454545454545,2
226,will  barta ,movistar team,movistar-team-2023,united states,1.8,61.0,boise,william-barta,27.0,29.0,0.0,0.0,0.0,0.0,95.51851851851852,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,43.0,80.55172413793103,0.0,0.0,0.0,0.4479166666666667,9.0,0.0,1.0,2.0,53.0,33.666666666666664,0.0,0.1111111111111111,0.2222222222222222,5.888888888888889,9.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,14.444444444444445,30.0,0.0,0.0,0.0,40.0,71.9,0.0,0.0,0.0,1.3333333333333333,11.0,0.0820895522388059,2
227,jorge  arcas ,movistar team,movistar-team-2023,spain,1.87,68.0,sabiñánigo,jorge-arcas,30.0,35.0,0.0,0.0,0.0,10.0,86.81818181818181,0.0,0.0,0.0,0.2857142857142857,114.0,0.0,1.0,1.0,84.0,80.99029126213593,0.0,0.0087719298245614,0.0087719298245614,0.7368421052631579,13.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,10.909090909090908,35.0,0.0,0.0,0.0,55.0,65.77272727272727,0.0,0.0,0.0,1.5714285714285714,13.0,0.0802469135802469,2
228,albert  torres ,movistar team,movistar-team-2023,spain,1.8,70.0,ciutadella de menorca,albert-torres,32.0,35.0,0.0,0.0,0.0,0.0,91.0909090909091,0.0,0.0,0.0,0.0,81.0,0.0,0.0,1.0,31.0,117.95,0.0,0.0,0.0123456790123456,0.382716049382716,13.0,0.0,0.0,0.0,0.0,93.6923076923077,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,8.88888888888889,12.0,0.0,0.0,0.0,21.0,75.27272727272727,0.0,0.0,0.0,1.75,2.0,0.0155038759689922,2
229,sergio  samitier ,movistar team,movistar-team-2023,spain,1.81,63.0,barbastro,sergio-samitier,27.0,18.0,0.0,0.0,0.0,0.0,94.88888888888889,0.0,0.0,0.0,0.0,87.0,0.0,0.0,1.0,35.0,83.89873417721519,0.0,0.0,0.0114942528735632,0.4022988505747126,11.0,0.0,0.0,0.0,0.0,113.0909090909091,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,6.666666666666667,19.0,0.0,0.0,0.0,15.0,63.833333333333336,0.0,0.0,0.0,0.7894736842105263,8.0,0.0689655172413793,2
230,abner  gonzález ,movistar team,movistar-team-2023,puerto rico,1.74,60.0,moca,abner-gonzalez-rivera,22.0,5.0,0.0,0.0,0.0,0.0,71.8,0.0,0.0,0.0,0.0,26.0,0.0,0.0,2.0,82.0,45.19047619047619,0.0,0.0,0.0769230769230769,3.1538461538461537,2.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,21.0,0.0,0.0,2.0,82.0,51.75,0.0,0.0,0.0952380952380952,3.9047619047619047,5.0,0.1515151515151515,1
231,oier  lazkano ,movistar team,movistar-team-2023,spain,1.89,74.0,vitoria-gasteiz,oier-lazkano,23.0,27.0,0.0,0.0,0.0,15.0,109.95652173913044,0.0,0.0,0.0,0.5555555555555556,61.0,0.0,0.0,0.0,11.0,99.64583333333331,0.0,0.0,0.0,0.180327868852459,5.0,0.0,0.0,0.0,10.0,81.2,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,6.0,28.0,0.0,0.0,0.0,26.0,67.0,0.0,0.0,0.0,0.9285714285714286,15.0,0.1612903225806451,1
232,johan  jacobs ,movistar team,movistar-team-2023,switzerland,1.92,78.0,winterthur,johan-jacobs,26.0,39.0,0.0,0.0,0.0,71.0,67.91428571428571,0.0,0.0,0.0,1.8205128205128205,62.0,0.0,0.0,0.0,47.0,90.7,0.0,0.0,0.0,0.7580645161290323,7.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,3.125,43.0,0.0,0.0,0.0,118.0,61.94117647058823,0.0,0.0,0.0,2.744186046511628,13.0,0.1192660550458715,2
233,juri  hollmann ,movistar team,movistar-team-2023,germany,1.85,70.0,berlin,juri-hollmann,23.0,23.0,0.0,0.0,0.0,30.0,72.80952380952381,0.0,0.0,0.0,1.3043478260869563,28.0,0.0,0.0,0.0,36.0,63.66666666666666,0.0,0.0,0.0,1.2857142857142858,2.0,0.0,0.0,0.0,0.0,42.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,39.0,0.0,0.0,0.0,66.0,64.3,0.0,0.0,0.0,1.6923076923076923,8.0,0.1481481481481481,1
234,vinicius  rangel ,movistar team,movistar-team-2023,brazil,1.78,64.0,cabo frio,vinicius-rangel-costa,21.0,4.0,0.0,0.0,0.0,5.0,71.5,0.0,0.0,0.0,1.25,9.0,0.0,0.0,0.0,10.0,98.2,0.0,0.0,0.0,1.1111111111111112,,,,,,,,,,,,,,,,,,,,13.0,0.0,0.0,0.0,15.0,86.33333333333333,0.0,0.0,0.0,1.1538461538461535,4.0,0.2857142857142857,1
235,iván  romeo ,movistar team,movistar-team-2023,spain,1.93,75.0,valladolid,ivan-romeo,19.0,4.0,0.0,0.0,0.0,0.0,86.33333333333333,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,5.0,63.2,0.0,0.0,0.0,0.625,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,5.0,84.66666666666667,0.0,0.0,0.0,0.7142857142857143,5.0,0.3846153846153846,1
236,julian  alaphilippe ,soudal - quick step,soudal-quick-step-2023,france,1.73,62.0,saint-amand-montrond,julian-alaphilippe,30.0,31.0,1.0,2.0,3.0,105.0,72.8,0.032258064516129,0.064516129032258,0.0967741935483871,3.3870967741935485,126.0,16.0,26.0,46.0,4459.0,31.55172413793104,0.1269841269841269,0.2063492063492063,0.365079365079365,35.388888888888886,13.0,1.0,2.0,5.0,159.0,29.46153846153846,0.0769230769230769,0.1538461538461538,0.3846153846153846,12.23076923076923,9.0,0.0,0.0,2.0,492.0,0.0,0.0,0.2222222222222222,54.66666666666666,52.0,8.0,13.0,22.0,3515.0,19.97777777777777,0.1538461538461538,0.25,0.4230769230769231,67.59615384615384,8.0,0.0470588235294117,3
237,remco  evenepoel ,soudal - quick step,soudal-quick-step-2023,belgium,1.71,61.0,aalst,remco-evenepoel,23.0,29.0,1.0,1.0,2.0,130.0,59.75,0.0344827586206896,0.0344827586206896,0.0689655172413793,4.482758620689655,70.0,7.0,11.0,26.0,1809.0,26.87692307692308,0.1,0.1571428571428571,0.3714285714285714,25.84285714285714,12.0,2.0,7.0,10.0,760.0,5.666666666666667,0.1666666666666666,0.5833333333333334,0.8333333333333334,63.333333333333336,7.0,2.0,2.0,4.0,1055.0,0.2857142857142857,0.2857142857142857,0.5714285714285714,150.71428571428572,21.0,7.0,7.0,9.0,1552.0,35.10526315789474,0.3333333333333333,0.3333333333333333,0.4285714285714285,73.9047619047619,3.0,0.027027027027027,4
238,yves  lampaert ,soudal - quick step,soudal-quick-step-2023,belgium,1.8,75.0,izegem,yves-lampaert,31.0,48.0,1.0,5.0,13.0,1152.0,51.14893617021277,0.0208333333333333,0.1041666666666666,0.2708333333333333,24.0,59.0,0.0,0.0,3.0,404.0,83.56140350877193,0.0,0.0,0.0508474576271186,6.8474576271186445,10.0,2.0,2.0,5.0,232.0,27.8,0.2,0.2,0.5,23.2,5.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,13.0,47.0,1.0,5.0,15.0,1553.0,36.69565217391305,0.0212765957446808,0.1063829787234042,0.3191489361702128,33.04255319148936,1.0,0.0085470085470085,0
239,dries  devenyns ,soudal - quick step,soudal-quick-step-2023,belgium,1.77,65.0,leuven,dries-devenyns,39.0,46.0,0.0,0.0,0.0,0.0,107.06666666666666,0.0,0.0,0.0,0.0,158.0,1.0,1.0,4.0,370.0,79.00735294117646,0.0063291139240506,0.0063291139240506,0.0253164556962025,2.3417721518987342,14.0,0.0,0.0,0.0,0.0,64.78571428571429,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,201.0,0.0,0.0,0.0625,12.5625,53.0,1.0,1.0,3.0,363.0,61.27777777777778,0.0188679245283018,0.0188679245283018,0.0566037735849056,6.849056603773585,21.0,0.0963302752293578,2
240,florian  sénéchal ,soudal - quick step,soudal-quick-step-2023,france,1.79,77.0,cambrai,florian-senechal,29.0,63.0,2.0,7.0,16.0,1159.0,45.57377049180328,0.0317460317460317,0.1111111111111111,0.2539682539682539,18.396825396825395,84.0,0.0,2.0,12.0,693.0,81.62025316455696,0.0,0.0238095238095238,0.1428571428571428,8.25,12.0,0.0,0.0,0.0,0.0,71.18181818181819,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,9.857142857142858,54.0,1.0,8.0,18.0,1626.0,31.74,0.0185185185185185,0.1481481481481481,0.3333333333333333,30.11111111111111,7.0,0.0440251572327044,3
241,tim  merlier ,soudal - quick step,soudal-quick-step-2023,belgium,1.85,80.0,wortegem-petegem,tim-merlier,30.0,62.0,14.0,24.0,39.0,2230.0,17.081967213114755,0.2258064516129032,0.3870967741935484,0.6290322580645161,35.96774193548387,43.0,1.0,2.0,5.0,194.0,117.48780487804878,0.0232558139534883,0.0465116279069767,0.1162790697674418,4.511627906976744,6.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,8.0,44.0,8.0,16.0,26.0,1808.0,20.11627906976744,0.1818181818181818,0.3636363636363636,0.5909090909090909,41.09090909090909,2.0,0.0178571428571428,3
242,fabio  jakobsen ,soudal - quick step,soudal-quick-step-2023,netherlands,1.81,78.0,gorinchem,fabio-jakobsen,26.0,50.0,13.0,20.0,26.0,1549.0,30.33333333333333,0.26,0.4,0.52,30.98,72.0,2.0,2.0,3.0,151.0,122.71428571428572,0.0277777777777777,0.0277777777777777,0.0416666666666666,2.0972222222222223,8.0,0.0,0.0,0.0,0.0,134.875,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,9.375,28.0,6.0,6.0,9.0,760.0,29.57894736842105,0.2142857142857142,0.2142857142857142,0.3214285714285714,27.142857142857142,14.0,0.1076923076923077,3
243,kasper  asgreen ,soudal - quick step,soudal-quick-step-2023,denmark,1.92,75.0,kolding,kasper-asgreen,28.0,50.0,1.0,1.0,3.0,255.0,72.34693877551021,0.02,0.02,0.06,5.1,103.0,3.0,6.0,17.0,1274.0,70.76842105263158,0.029126213592233,0.058252427184466,0.1650485436893204,12.368932038834952,16.0,0.0,3.0,12.0,491.0,9.875,0.0,0.1875,0.75,30.6875,10.0,0.0,1.0,1.0,315.0,0.0,0.1,0.1,31.5,40.0,3.0,5.0,9.0,1316.0,39.64705882352941,0.075,0.125,0.225,32.9,6.0,0.0355029585798816,0
