,race_code,race_url,Date:,Start time:,Avg. speed winner:,Race category:,Distance:,Points scale:,UCI scale:,Parcours type:,ProfileScore:,Vert. meters:,Departure:,Arrival:,Race ranking:,Startlist quality score:,Won how:,Avg. temperature:
234,kampioenschap-van-vlaanderen/2022,https://www.procyclingstats.com/race/kampioenschap-van-vlaanderen/2022,16-Sep-22,13:00,44.558 km/h,ME - Men Elite,195.3 km,1.1,UCI.WR.1,,0,697,Koolskamp,Koolskamp,102,226,Sprint of large group,14 °C
235,gooikse-pijl/2022,https://www.procyclingstats.com/race/gooikse-pijl/2022,18-Sep-22,12:00,42.755 km/h,ME - Men Elite,199 km,1.1,UCI.WR.1,,21,1893,Halle,Gooik,76,301,Sprint of large group,15 °C
236,gp-d-isbergues/2022,https://www.procyclingstats.com/race/gp-d-isbergues/2022,18-Sep-22,11:55,43.498 km/h,ME - Men Elite,197.6 km,1.1,UCI.WR.1,,12,1150,Isbergues,Isbergues,97,237,Sprint of large group,16 °C
237,omloop-van-het-houtland-lichtervelde/2022,https://www.procyclingstats.com/race/omloop-van-het-houtland-lichtervelde/2022,21-Sep-22,12:40,44.535 km/h,ME - Men Elite,196.4 km,1.1,UCI.WR.1,,0,399,Eernegem,Lichtervelde,82,289,Sprint of large group,18 °C
238,paris-chauny-classique/2022,https://www.procyclingstats.com/race/paris-chauny-classique/2022,25-Sep-22,12:30,43.952 km/h,ME - Men Elite,203.5 km,1.1,UCI.WR.1,,67,2225,Margny-lès-Compiègne,Chauny,57,364,Sprint of large group,18 °C
239,coppa-agostoni/2022,https://www.procyclingstats.com/race/coppa-agostoni/2022,29-Sep-22,11:30,38.933 km/h,ME - Men Elite,193 km,1.1,UCI.WR.1,,121,3189,Lissone,Lissone,60,358,Sprint of small group,17 °C
240,famenne-ardenne-classic/2022,https://www.procyclingstats.com/race/famenne-ardenne-classic/2022,02-Oct-22,12:15,42.369 km/h,ME - Men Elite,188 km,1.1,UCI.WR.1,,100,2873,Marche-en-Famenne,Marche-en-Famenne,81,297,Sprint of small group,12 °C
241,tour-de-vendee/2022,https://www.procyclingstats.com/race/tour-de-vendee/2022,02-Oct-22,12:40,43.499 km/h,ME - Men Elite,206.9 km,1.1,UCI.WR.1,,40,1917,La Roche-sur-Yon,La Roche-sur-Yon,128,162,Sprint of large group,19 °C
242,memorial-frank-vandenbroucke/2022,https://www.procyclingstats.com/race/memorial-frank-vandenbroucke/2022,04-Oct-22,12:15,44.752 km/h,ME - Men Elite,198.6 km,1.1,UCI.WR.1,,30,1977,Binche,Binche,36,484,0.7 km solo,17 °C
243,paris-bourges/2022,https://www.procyclingstats.com/race/paris-bourges/2022,06-Oct-22,12:40,45.786 km/h,ME - Men Elite,198 km,1.1,UCI.WR.1,,55,1988,Gien,Bourges,37,469,Sprint of large group,17 °C
244,memorial-rik-van-steenbergen/2022,https://www.procyclingstats.com/race/memorial-rik-van-steenbergen/2022,09-Oct-22,13:00,47.195 km/h,ME - Men Elite,174.7 km,1.1,UCI.WR.1,,0,232,Beerse,Arendonk,146,120,Sprint of large group,17 °C
245,giro-del-veneto/2022,https://www.procyclingstats.com/race/giro-del-veneto/2022,12-Oct-22,12:25,44.002 km/h,ME - Men Elite,159.8 km,1.1,UCI.WR.1,,65,1530,Padova,Vicenza,115,201,Sprint a deux,22 °C
246,chrono-des-nations/2022,https://www.procyclingstats.com/race/chrono-des-nations/2022,16-Oct-22,15:20,50.965 km/h,ME - Men Elite,45.43 km,1.1,UCI.WR.1,,6,333,Les Herbiers,Les Herbiers,158,98,? - let us know!,
247,veneto-classic/2022,https://www.procyclingstats.com/race/veneto-classic/2022,16-Oct-22,11:40,40.729 km/h,ME - Men Elite,190 km,1.1,UCI.WR.1,,130,2533,Treviso,Bassano del Grappa,129,159,? km solo,21 °C
414,clasica-de-almeria/2022,https://www.procyclingstats.com/race/clasica-de-almeria/2022,13-Feb-22,13:00,42.993 km/h,ME - Men Elite,188.2 km,1.PRO,UCI.WR.Pro,,30,1751,El Ejido,Roquetas de Mar,90,224,Sprint of large group,
417,faun-ardeche-classic/2022,https://www.procyclingstats.com/race/faun-ardeche-classic/2022,26-Feb-22,11:29,37.944 km/h,ME - Men Elite,168.5 km,1.PRO,UCI.WR.Pro,,216,3161,Guilherand-Granges,Guilherand-Granges,41,453,24.2 km solo,
418,la-drome-classic/2022,https://www.procyclingstats.com/race/la-drome-classic/2022,27-Feb-22,11:11,41.468 km/h,ME - Men Elite,191.5 km,1.PRO,UCI.WR.Pro,,127,2371,Étoile-sur-Rhône,Étoile-sur-Rhône,40,464,0.5 km solo,
419,kuurne-brussel-kuurne/2022,https://www.procyclingstats.com/race/kuurne-brussel-kuurne/2022,27-Feb-22,12:15,43.003 km/h,ME - Men Elite,195.1 km,1.PRO,UCI.WR.Pro,,45,1829,Kuurne,Kuurne,24,718,Sprint of large group,
420,trofeo-laigueglia/2022,https://www.procyclingstats.com/race/trofeo-laigueglia/2022,02-Mar-22,11:00,40.077 km/h,ME - Men Elite,202 km,1.PRO,UCI.WR.Pro,,151,2973,Laigueglia,Laigueglia,64,320,0.5 km solo,
421,nokere-koers/2022,https://www.procyclingstats.com/race/nokere-koers/2022,16-Mar-22,12:40,43.789 km/h,ME - Men Elite,189.8 km,1.PRO,UCI.WR.Pro,,14,1127,Deinze,Nokere,88,229,Sprint of large group,
422,milano-torino/2022,https://www.procyclingstats.com/race/milano-torino/2022,16-Mar-22,11:45,44 km/h,ME - Men Elite,199 km,1.PRO,UCI.WR.Pro,,21,1166,Magenta,Rivoli,49,405,Sprint of large group,
423,gp-de-denain/2022,https://www.procyclingstats.com/race/gp-de-denain/2022,17-Mar-22,11:08,42.557 km/h,ME - Men Elite,200.3 km,1.PRO,UCI.WR.Pro,,8,1208,Denain,Denain,84,252,Sprint of large group,
424,bredene-koksijde-classic/2022,https://www.procyclingstats.com/race/bredene-koksijde-classic/2022,18-Mar-22,12:17,44.727 km/h,ME - Men Elite,200.9 km,1.PRO,UCI.WR.Pro,,10,696,Bredene,Koksijde,87,230,Sprint of large group,
425,gp-industria-artigianato/2022,https://www.procyclingstats.com/race/gp-industria-artigianato/2022,27-Mar-22,11:30,42.527 km/h,ME - Men Elite,192.2 km,1.PRO,UCI.WR.Pro,,93,2259,Larciano,Larciano,134,133,Sprint of small group,22 °C
426,gp-miguel-indurain/2022,https://www.procyclingstats.com/race/gp-miguel-indurain/2022,02-Apr-22,12:25,38.279 km/h,ME - Men Elite,190 km,1.PRO,UCI.WR.Pro,,114,2878,Estella-Lizarra,Estella-Lizarra,54,372,Sprint of small group,28 °C
427,scheldeprijs/2022,https://www.procyclingstats.com/race/scheldeprijs/2022,06-Apr-22,12:59,48.457 km/h,ME - Men Elite,198.7 km,1.PRO,UCI.WR.Pro,,1,385,Terneuzen,Schoten,62,331,7.4 km solo,11 °C
429,brabantse-pijl/2022,https://www.procyclingstats.com/race/brabantse-pijl/2022,13-Apr-22,12:37,41.95 km/h,ME - Men Elite,205.1 km,1.PRO,UCI.WR.Pro,,71,2034,Leuven,Overijse,34,534,3.7 km solo,14 °C
432,gp-de-plumelec/2022,https://www.procyclingstats.com/race/gp-de-plumelec/2022,14-May-22,12:35,41.983 km/h,ME - Men Elite,185.4 km,1.PRO,UCI.WR.Pro,,80,2471,Grand-Champ,Grand-Champ,108,193,0.4 km solo,23 °C
433,tro-bro-leon/2022,https://www.procyclingstats.com/race/tro-bro-leon/2022,15-May-22,11:40,40.579 km/h,ME - Men Elite,207.8 km,1.PRO,UCI.WR.Pro,,38,1674,Lannilis,Lannilis,85,247,Sprint a deux,19 °C
436,brussels-cycling-classic/2022,https://www.procyclingstats.com/race/brussels-cycling-classic/2022,05-Jun-22,12:31,42.919 km/h,ME - Men Elite,203.9 km,1.PRO,UCI.WR.Pro,,33,1850,Brussels,Brussels,56,362,Sprint a deux,18 °C
438,dwars-door-het-hageland/2022,https://www.procyclingstats.com/race/dwars-door-het-hageland/2022,11-Jun-22,11:20,42.999 km/h,ME - Men Elite,177 km,1.PRO,UCI.WR.Pro,,24,1065,Aarschot,Diest,91,234,11.8 km solo,22 °C
443,circuit-franco-belge/2022,https://www.procyclingstats.com/race/circuit-franco-belge/2022,10-Aug-22,13:05,41.678 km/h,ME - Men Elite,175.2 km,1.PRO,UCI.WR.Pro,,78,2007,Tournai,La Louvière,60,344,Sprint of small group,30 °C
447,maryland-cycling-classic/2022,https://www.procyclingstats.com/race/maryland-cycling-classic/2022,04-Sep-22,13:31  (19:31 CET),42.999 km/h,ME - Men Elite,196.9 km,1.PRO,UCI.WR.Pro,,38,2286,Sparks,Baltimore,144,118,Sprint of small group,26 °C
449,gp-de-fourmies/2022,https://www.procyclingstats.com/race/gp-de-fourmies/2022,11-Sep-22,12:20,44.385 km/h,ME - Men Elite,197.6 km,1.PRO,UCI.WR.Pro,,47,2111,Fourmies,Fourmies,55,371,Sprint of small group,21 °C
451,gp-de-wallonie/2022,https://www.procyclingstats.com/race/gp-de-wallonie/2022,14-Sep-22,12:43,40.557 km/h,ME - Men Elite,199.7 km,1.PRO,UCI.WR.Pro,,93,2754,Blegny,Citadelle de Namur,59,362,Sprint of large group,18 °C
452,gp-citta-di-peccioli/2022,https://www.procyclingstats.com/race/gp-citta-di-peccioli/2022,15-Sep-22,11:30,40.37 km/h,ME - Men Elite,198.9 km,1.PRO,UCI.WR.Pro,,113,2519,Peccioli,Peccioli,68,319,Sprint of small group,26 °C
453,gp-impanis-van-petegem/2022,https://www.procyclingstats.com/race/gp-impanis-van-petegem/2022,17-Sep-22,12:55,42.175 km/h,ME - Men Elite,199.3 km,1.PRO,UCI.WR.Pro,,51,1937,Brakel,Haacht,43,442,Sprint of small group,13 °C
454,giro-dell-emilia/2022,https://www.procyclingstats.com/race/giro-dell-emilia/2022,01-Oct-22,11:20,40.343 km/h,ME - Men Elite,198.7 km,1.PRO,UCI.WR.Pro,,266,3021,Carpi,San Luca,21,728,1.8 km solo,19 °C
455,coppa-bernocchi/2022,https://www.procyclingstats.com/race/coppa-bernocchi/2022,03-Oct-22,11:00,44.346 km/h,ME - Men Elite,190.7 km,1.PRO,UCI.WR.Pro,,84,2087,Legnano,Legnano,47,405,Sprint of large group,22 °C
456,munsterland-giro/2022,https://www.procyclingstats.com/race/munsterland-giro/2022,03-Oct-22,12:25,44.666 km/h,ME - Men Elite,205.9 km,1.PRO,UCI.WR.Pro,,5,842,Telgte,Münster,108,225,Sprint of large group,16 °C
457,tre-valli-varesine/2022,https://www.procyclingstats.com/race/tre-valli-varesine/2022,04-Oct-22,12:00,42.522 km/h,ME - Men Elite,196.3 km,1.PRO,UCI.WR.Pro,,152,3464,Busto Arsizio,Varese,10,922,Sprint of small group,20 °C
